,NASDAQ,S&P,IT_ETF,United_States_Oil_Fund(USO),Farming_ETF,MSCI_World,Emerging_markets,DAX
1991-09-23,526.26001,385.92,,,,,,
1991-09-30,524.619995,387.86,,,,,,
1991-10-07,517.940002,379.5,,,,,,
1991-10-14,521.02002,386.47,,,,,,
1991-10-21,538.309998,390.02,,,,,,
1991-10-28,526.570007,389.52,,,,,,
1991-11-04,539.070007,390.28,,,,,,
1991-11-11,549.169983,393.12,,,,,,
1991-11-18,529.940002,385.24,,,,,,
1991-11-25,523.919983,375.34,,,,,,
1991-12-02,519.47998,381.4,,,,,,
1991-12-09,537.280029,378.26,,,,,,
1991-12-16,541.130005,384.46,,,,,,
1991-12-23,535.880005,396.82,,,,,,
1991-12-30,568.409973,415.14,,,,,,
1992-01-06,595.080017,417.96,,,,,,
1992-01-13,614.140015,414.34,,,,,,
1992-01-20,625.119995,416.36,,,,,,
1992-01-27,625.380005,414.99,,,,,,
1992-02-03,620.570007,409.53,,,,,,
1992-02-10,633.619995,413.77,,,,,,
1992-02-17,637.469971,412.48,,,,,,
1992-02-24,628.929993,412.27,,,,,,
1992-03-02,634.039978,412.45,,,,,,
1992-03-09,617.179993,405.21,,,,,,
1992-03-16,618.109985,406.39,,,,,,
1992-03-23,623.169983,409.91,,,,,,
1992-03-30,605.030029,403.0,,,,,,
1992-04-06,592.679993,405.59,,,,,,
1992-04-13,584.030029,406.08,,,,,,
1992-04-20,586.5,410.16,,,,,,
1992-04-27,571.23999,408.45,,,,,,
1992-05-04,581.280029,416.91,,,,,,
1992-05-11,586.450012,418.49,,,,,,
1992-05-18,576.820007,412.81,,,,,,
1992-05-25,579.640015,414.02,,,,,,
1992-06-01,583.669983,417.3,,,,,,
1992-06-08,584.710022,413.36,,,,,,
1992-06-15,568.47998,410.29,,,,,,
1992-06-22,552.400024,403.4,,,,,,
1992-06-29,550.919983,408.94,,,,,,
1992-07-06,560.72998,413.84,,,,,,
1992-07-13,568.559998,414.87,,,,,,
1992-07-20,560.849976,413.75,,,,,,
1992-07-27,565.960022,411.54,,,,,,
1992-08-03,579.619995,425.09,,,,,,
1992-08-10,573.440002,419.42,,,,,,
1992-08-17,573.419983,420.74,,,,,,
1992-08-24,559.27002,410.72,,,,,,
1992-08-31,562.869995,414.03,,,,,,
1992-09-07,573.359985,417.08,,,,,,
1992-09-14,587.98999,425.27,,,,,,
1992-09-21,588.23999,422.14,,,,,,
1992-09-28,574.98999,416.62,,,,,,
1992-10-05,565.659973,407.57,,,,,,
1992-10-12,571.400024,407.44,,,,,,
1992-10-19,583.109985,414.98,,,,,,
1992-10-26,596.619995,418.16,,,,,,
1992-11-02,603.76001,422.75,,,,,,
1992-11-09,616.840027,418.59,,,,,,
1992-11-16,635.630005,420.68,,,,,,
1992-11-23,638.369995,425.12,,,,,,
1992-11-30,650.73999,431.35,,,,,,
1992-12-07,662.840027,435.31,,,,,,
1992-12-14,656.390015,432.84,,,,,,
1992-12-21,660.780029,440.7,,,,,,
1992-12-28,665.659973,439.15,,,,,,
1993-01-04,675.309998,435.38,,,,,,
1993-01-11,677.460022,430.95,,,,,,
1993-01-18,694.690002,436.84,,,,,,
1993-01-25,703.659973,440.01,,,,,,
1993-02-01,697.97998,442.52,,,,,,
1993-02-08,701.450012,447.85,,,,,,
1993-02-15,696.039978,444.58,,,,,,
1993-02-22,661.400024,435.24,,,,,,
1993-03-01,670.880005,442.01,,,,,,
1993-03-08,682.929993,454.71,,,,,,
1993-03-15,693.890015,451.43,,,,,,
1993-03-22,677.710022,448.88,,,,,,
1993-03-29,681.280029,450.77,,,,,,
1993-04-05,669.73999,442.29,,,,,,
1993-04-12,670.309998,448.37,,,,,,
1993-04-19,664.200012,447.46,,,,,,
1993-04-26,656.789978,433.54,,,,,,
1993-05-03,662.75,442.46,,,,,,
1993-05-10,682.47998,442.8,,,,,,
1993-05-17,678.460022,440.37,,,,,,
1993-05-24,692.549988,448.0,,,,,,
1993-05-31,701.169983,450.19,,,,,,
1993-06-07,701.909973,447.69,,,,,,
1993-06-14,694.710022,447.71,,,,,,
1993-06-21,688.570007,446.22,,,,,,
1993-06-28,697.719971,451.85,,,,,,
1993-07-05,702.390015,445.84,,,,,,
1993-07-12,706.840027,448.98,,,,,,
1993-07-19,699.390015,446.03,,,,,,
1993-07-26,702.25,449.09,,,,,,
1993-08-02,706.380005,450.15,,,,,,
1993-08-09,717.539978,450.72,,,,,,
1993-08-16,721.179993,452.38,,,,,,
1993-08-23,729.940002,455.23,,,,,,
1993-08-30,735.590027,461.9,,,,,,
1993-09-06,747.859985,461.34,,,,,,
1993-09-13,744.210022,462.06,,,,,,
1993-09-20,742.289978,455.05,,,,,,
1993-09-27,757.950012,461.8,,,,,,
1993-10-04,763.549988,461.34,,,,,,
1993-10-11,766.440002,460.88,,,,,,
1993-10-18,788.109985,468.45,,,,,,
1993-10-25,774.119995,464.2,,,,,,
1993-11-01,780.369995,469.1,,,,,,
1993-11-08,763.950012,460.21,,,,,,
1993-11-15,778.76001,463.75,,,,,,
1993-11-22,746.27002,459.13,,,,,,
1993-11-29,756.400024,461.9,,,,,,
1993-12-06,767.51001,466.43,,,,,,
1993-12-13,759.780029,465.7,,,,,,
1993-12-20,759.650024,465.85,,,,,,
1993-12-27,758.75,470.54,,,,,,
1994-01-03,774.109985,465.44,,,,,,
1994-01-10,783.049988,475.27,,,,,,
1994-01-17,791.679993,473.3,,,,,,
1994-01-24,793.890015,471.97,,,,,,
1994-01-31,797.77002,481.61,,,,,,
1994-02-07,770.640015,471.76,,,,,,
1994-02-14,783.609985,470.23,,,,,,
1994-02-21,791.469971,467.69,,,,,,
1994-02-28,788.23999,467.14,,,,,,
1994-03-07,793.630005,466.91,,,,,,
1994-03-14,790.469971,467.39,,,,,,
1994-03-21,800.159973,468.54,,,,,,
1994-03-28,780.01001,460.0,,,,,,
1994-04-04,723.059998,438.92,,,,,,
1994-04-11,747.5,449.87,,,,,,
1994-04-18,731.119995,442.46,,,,,,
1994-04-25,723.849976,452.71,,,,,,
1994-05-02,733.969971,453.02,,,,,,
1994-05-09,729.960022,442.32,,,,,,
1994-05-16,715.22998,444.49,,,,,,
1994-05-23,727.599976,453.2,,,,,,
1994-05-30,730.51001,457.33,,,,,,
1994-06-06,743.289978,458.88,,,,,,
1994-06-13,733.130005,459.1,,,,,,
1994-06-20,726.450012,455.48,,,,,,
1994-06-27,694.159973,447.31,,,,,,
1994-07-04,706.289978,446.2,,,,,,
1994-07-11,708.460022,448.06,,,,,,
1994-07-18,722.299988,455.22,,,,,,
1994-07-25,716.659973,454.25,,,,,,
1994-08-01,722.840027,461.01,,,,,,
1994-08-08,717.72998,457.89,,,,,,
1994-08-15,732.109985,461.23,,,,,,
1994-08-22,741.76001,462.32,,,,,,
1994-08-29,763.440002,474.59,,,,,,
1994-09-05,759.52002,470.99,,,,,,
1994-09-12,763.559998,466.21,,,,,,
1994-09-19,778.130005,470.85,,,,,,
1994-09-26,756.950012,460.82,,,,,,
1994-10-03,764.469971,461.74,,,,,,
1994-10-10,751.330017,459.04,,,,,,
1994-10-17,767.070007,468.96,,,,,,
1994-10-24,766.219971,460.83,,,,,,
1994-10-31,775.869995,472.35,,,,,,
1994-11-07,766.219971,463.07,,,,,,
1994-11-14,763.609985,466.04,,,,,,
1994-11-21,767.030029,458.3,,,,,,
1994-11-28,743.080017,454.16,,,,,,
1994-12-05,745.530029,453.32,,,,,,
1994-12-12,719.23999,449.47,,,,,,
1994-12-19,728.75,457.91,,,,,,
1994-12-26,739.030029,459.83,,,,,,
1995-01-02,749.26001,459.27,,,,,,
1995-01-09,750.190002,460.83,,,,,,
1995-01-16,762.299988,469.38,,,,,,
1995-01-23,759.320007,465.81,,,,,,
1995-01-30,759.630005,468.51,,,,,,
1995-02-06,772.820007,481.14,,,,,,
1995-02-13,789.700012,481.65,,,,,,
1995-02-20,791.98999,481.97,,,,,,
1995-02-27,789.549988,483.81,,,,,,
1995-03-06,796.530029,485.63,,,,,,
1995-03-13,802.219971,490.05,,,,,,
1995-03-20,808.349976,496.15,,,,,,
1995-03-27,817.880005,503.2,,,,,,
1995-04-03,816.059998,501.85,,,,,,
1995-04-10,814.440002,507.01,,,,,,
1995-04-17,835.150024,506.13,,,,,,
1995-04-24,823.25,512.89,,,,,,
1995-05-01,844.719971,514.26,,,,,,
1995-05-08,843.47998,523.96,,,,,,
1995-05-15,859.73999,527.74,,,,,,
1995-05-22,865.570007,523.65,,,,,,
1995-05-29,876.26001,523.65,,,,,,
1995-06-05,875.25,535.6,,,,,,
1995-06-12,885.549988,530.88,,,,,,
1995-06-19,909.900024,545.22,,,,,,
1995-06-26,938.330017,544.13,,,,,,
1995-07-03,933.98999,547.09,,,,,,
1995-07-10,970.409973,557.19,,,,,,
1995-07-17,1000.72998,562.72,,,,,,
1995-07-24,964.119995,556.63,,,,,,
1995-07-31,1006.429993,562.06,,,,,,
1995-08-07,992.780029,560.03,,,,,,
1995-08-14,1004.190002,559.74,,,,,,
1995-08-21,1033.02002,558.11,,,,,,
1995-08-28,1020.700012,559.05,,,,,,
1995-09-04,1019.419983,563.84,,,,,,
1995-09-11,1060.469971,573.91,,,,,,
1995-09-18,1052.0,582.77,,,,,,
1995-09-25,1053.530029,581.81,,,,,,
1995-10-02,1041.390015,581.72,,,,,,
1995-10-09,1006.809998,578.37,,,,,,
1995-10-16,1018.330017,583.03,,,,,,
1995-10-23,1035.280029,585.06,,,,,,
1995-10-30,1028.170044,583.25,,,,,,
1995-11-06,1065.630005,588.46,,,,,,
1995-11-13,1063.209961,592.3,,,,,,
1995-11-20,1048.069946,596.85,,,,,,
1995-11-27,1034.0,601.32,,,,,,
1995-12-04,1057.949951,613.68,,,,,,
1995-12-11,1064.680054,619.52,,,,,,
1995-12-18,1029.119995,606.81,,,,,,
1995-12-25,1041.47998,611.96,,,,,,
1996-01-01,1042.26001,615.93,,,,,,
1996-01-08,1034.939941,618.46,,,,,,
1996-01-15,1009.960022,599.82,,,,,,
1996-01-22,1019.719971,613.4,,,,,,
1996-01-29,1042.530029,624.22,,,,,,
1996-02-05,1072.949951,641.43,,,,,,
1996-02-12,1094.839966,661.45,,,,,,
1996-02-19,1091.390015,647.98,,,,,,
1996-02-26,1116.530029,650.46,,,,,,
1996-03-04,1088.910034,650.81,,,,,,
1996-03-11,1065.0,640.02,,,,,,
1996-03-18,1102.780029,652.65,,,,,,
1996-03-25,1104.310059,650.04,,,,,,
1996-04-01,1105.77002,653.73,,,,,,
1996-04-08,1106.319946,644.24,,,,,,
1996-04-15,1102.800049,642.49,,,,,,
1996-04-22,1143.079956,647.89,,,,,,
1996-04-29,1186.670044,654.16,,,,,,
1996-05-06,1186.829956,640.81,,,,,,
1996-05-13,1204.329956,661.51,,,,,,
1996-05-20,1246.0,673.15,,,,,,
1996-05-27,1249.900024,678.51,,,,,,
1996-06-03,1242.540039,667.68,,,,,,
1996-06-10,1231.5,672.16,,,,,,
1996-06-17,1215.300049,665.16,,,,,,
1996-06-24,1177.930054,668.85,,,,,,
1996-07-01,1185.640015,675.88,,,,,,
1996-07-08,1157.689941,652.54,,,,,,
1996-07-15,1102.52002,629.8,,,,,,
1996-07-22,1096.280029,633.77,,,,,,
1996-07-29,1079.209961,630.91,,,,,,
1996-08-05,1127.910034,660.23,,,,,,
1996-08-12,1136.689941,665.77,,,,,,
1996-08-19,1133.920044,666.58,,,,,,
1996-08-26,1144.359985,663.88,,,,,,
1996-09-02,1147.709961,651.99,,,,,,
1996-09-09,1140.790039,663.76,,,,,,
1996-09-16,1190.040039,683.98,,,,,,
1996-09-23,1216.689941,686.48,,,,,,
1996-09-30,1229.140015,687.31,,,,,,
1996-10-07,1247.140015,703.34,,,,,,
1996-10-14,1250.670044,703.54,,,,,,
1996-10-21,1241.949951,709.85,,,,,,
1996-10-28,1225.390015,697.26,,,,,,
1996-11-04,1223.469971,706.73,,,,,,
1996-11-11,1258.23999,731.87,,,,,,
1996-11-18,1263.079956,737.02,,,,,,
1996-11-25,1275.410034,757.03,,,,,,
1996-12-02,1294.780029,756.56,,,,,,
1996-12-09,1296.180054,749.81,,,,,,
1996-12-16,1289.719971,720.98,,,,,,
1996-12-23,1290.680054,746.92,,,,,,
1996-12-30,1295.180054,753.85,,,,,,
1997-01-06,1314.339966,747.65,,,,,,
1997-01-13,1335.449951,759.51,,,,,,
1997-01-20,1351.140015,776.7,,,,,,
1997-01-27,1367.410034,765.02,,,,,,
1997-02-03,1383.969971,786.73,,,,,,
1997-02-10,1360.459961,785.43,,,,,,
1997-02-17,1370.25,808.48,,,,,,
1997-02-24,1328.400024,810.28,,,,,,
1997-03-03,1306.209961,795.31,,,,,,
1997-03-10,1312.719971,813.65,,,,,,
1997-03-17,1289.359985,795.71,,,,,,
1997-03-24,1251.069946,790.89,,,,,,
1997-03-31,1246.349976,757.12,,,,,,
1997-04-07,1245.829956,762.13,,,,,,
1997-04-14,1209.040039,743.73,,,,,,
1997-04-21,1221.97998,760.37,,,,,,
1997-04-28,1211.869995,772.96,,,,,,
1997-05-05,1311.699951,830.24,,,,,,
1997-05-12,1339.050049,837.66,,,,,,
1997-05-19,1343.319946,833.27,,,,,,
1997-05-26,1377.72998,847.03,,,,,,
1997-06-02,1407.069946,846.36,,,,,,
1997-06-09,1410.689941,862.91,,,,,,
1997-06-16,1423.73999,893.9,,,,,,
1997-06-23,1444.839966,878.62,,,,,,
1997-06-30,1439.469971,885.14,,,,,,
1997-07-07,1472.609985,912.2,,,,,,
1997-07-14,1506.969971,918.38,,,,,,
1997-07-21,1548.099976,912.94,,,,,,
1997-07-28,1573.089966,936.45,,,,,,
1997-08-04,1593.089966,950.3,,,,,,
1997-08-11,1599.160034,937.0,,,,,,
1997-08-18,1563.449951,912.49,,,,,,
1997-08-25,1601.109985,920.16,,,,,,
1997-09-01,1580.0,899.47,,,,,,
1997-09-08,1641.719971,931.2,,,,,,
1997-09-15,1649.76001,919.77,,,,,,
1997-09-22,1684.310059,955.43,,,,,,
1997-09-29,1685.300049,953.34,,,,,,
1997-10-06,1722.390015,972.69,,,,,,
1997-10-13,1744.880005,968.1,,,,,,
1997-10-20,1675.160034,955.61,,,,,,
1997-10-27,1650.920044,876.99,,,,,,
1997-11-03,1609.619995,938.99,,,,,,
1997-11-10,1609.77002,921.13,,,,,,
1997-11-17,1601.949951,946.2,,,,,,
1997-11-24,1612.939941,946.67,,,,,,
1997-12-01,1608.560059,974.78,,,,,,
1997-12-08,1639.390015,982.37,,,,,,
1997-12-15,1540.410034,963.39,,,,,,
1997-12-22,1533.459961,953.7,,,,,,
1997-12-29,1521.790039,953.35,,,,,,
1998-01-05,1585.77002,977.07,,,,,,
1998-01-12,1482.01001,939.21,,,,,,
1998-01-19,1557.689941,961.51,,,,,,
1998-01-26,1578.329956,956.95,,,,,,
1998-02-02,1640.060059,1001.27,,,,,,
1998-02-09,1699.920044,1010.74,,,,,,
1998-02-16,1709.400024,1020.09,,,,,,
1998-02-23,1744.209961,1038.14,,,,,,
1998-03-02,1778.719971,1047.7,,,,,,
1998-03-09,1747.939941,1052.31,,,,,,
1998-03-16,1779.410034,1079.27,,,,,,
1998-03-23,1784.949951,1095.55,,,,,,
1998-03-30,1823.790039,1093.55,,,,,,
1998-04-06,1859.23999,1121.38,,,,,,
1998-04-13,1824.069946,1109.69,,,,,,
1998-04-20,1869.01001,1123.65,,,,,,
1998-04-27,1868.959961,1086.54,,,,,,
1998-05-04,1880.119995,1122.07,,,,,,
1998-05-11,1870.01001,1106.64,,,,,,
1998-05-18,1838.530029,1105.82,,,,,,
1998-05-25,1810.819946,1110.47,,,,,,
1998-06-01,1770.369995,1090.98,,,,,,
1998-06-08,1783.469971,1115.72,,,,,,
1998-06-15,1726.569946,1077.01,,,,,,
1998-06-22,1782.560059,1103.21,,,,,,
1998-06-29,1880.589966,1138.49,,,,,,
1998-07-06,1898.630005,1157.33,,,,,,
1998-07-13,1948.319946,1165.19,,,,,,
1998-07-20,2013.47998,1184.1,,,,,,
1998-07-27,1916.310059,1147.27,,,,,,
1998-08-03,1869.719971,1112.44,,,,,,
1998-08-10,1847.209961,1083.14,,,,,,
1998-08-17,1784.910034,1083.67,,,,,,
1998-08-24,1803.77002,1088.14,,,,,,
1998-08-31,1646.75,957.28,,,,,,
1998-09-07,1586.329956,973.89,,,,,,
1998-09-14,1660.310059,1029.72,,,,,,
1998-09-21,1630.109985,1023.89,,,,,,
1998-09-28,1757.900024,1048.69,,,,,,
1998-10-05,1591.170044,988.56,,,,,,
1998-10-12,1528.48999,997.71,,,,,,
1998-10-19,1618.140015,1062.39,,,,,,
1998-10-26,1706.180054,1072.32,,,,,,
1998-11-02,1783.709961,1111.6,,,,,,
1998-11-09,1857.650024,1130.2,,,,,,
1998-11-16,1868.439941,1135.87,,,,,,
1998-11-23,1937.819946,1188.21,,,,,,
1998-11-30,2023.660034,1163.63,,,,,,
1998-12-07,2009.97998,1187.7,,,,,,
1998-12-14,2013.430054,1141.2,,,,,,
1998-12-21,2107.23999,1202.84,,,,,,
1998-12-28,2178.23999,1225.49,33.1875,,,,,
1999-01-04,2207.540039,1228.1,32.65625,,,,,
1999-01-11,2373.969971,1263.88,35.875,,,,,
1999-01-18,2292.300049,1243.26,34.0,,,,,
1999-01-25,2363.47998,1233.98,35.1875,,,,,
1999-02-01,2522.379883,1273.0,38.15625,,,,,
1999-02-08,2405.310059,1243.77,35.75,,,,,
1999-02-15,2375.98999,1230.13,35.375,,,,,
1999-02-22,2293.330078,1272.14,34.59375,,,,,
1999-03-01,2286.830078,1236.16,33.625,,,,,
1999-03-08,2357.320068,1282.73,35.5,,,,,
1999-03-15,2392.540039,1307.26,35.1875,,,,,
1999-03-22,2428.389893,1297.01,35.5,,,,,
1999-03-29,2442.590088,1310.17,36.25,,,,,
1999-04-05,2523.97998,1321.12,37.625,,,,,
1999-04-12,2530.98999,1358.64,37.625,,,,,
1999-04-19,2501.709961,1289.48,36.5625,,,,,
1999-04-26,2617.090088,1360.04,38.4375,,,,,
1999-05-03,2546.330078,1354.63,37.0,,,,,
1999-05-10,2516.840088,1340.3,37.375,,,,,
1999-05-17,2517.26001,1339.49,37.28125,,,,,
1999-05-24,2529.300049,1306.65,37.5625,,,,,
1999-05-31,2427.830078,1301.84,36.46875,,,,,
1999-06-07,2490.830078,1334.52,37.609375,,,,,
1999-06-14,2453.22998,1294.0,36.9375,,,,,
1999-06-21,2578.199951,1349.0,39.234375,,,,,
1999-06-28,2568.469971,1331.35,39.125,,,,,
1999-07-05,2712.899902,1391.22,40.875,,,,,
1999-07-12,2805.080078,1399.1,42.875,,,,,
1999-07-19,2874.610107,1407.65,43.90625,,,,,
1999-07-26,2656.300049,1347.76,40.125,,,,,
1999-08-02,2638.310059,1328.05,39.8125,,,,,
1999-08-09,2562.050049,1297.8,39.78125,,,,,
1999-08-16,2644.669922,1330.77,40.6875,,,,,
1999-08-23,2670.699951,1360.22,40.5,,,,,
1999-08-30,2763.830078,1324.02,41.9375,,,,,
1999-09-06,2793.659912,1357.24,42.5,,,,,
1999-09-13,2879.780029,1344.13,43.5625,,,,,
1999-09-20,2877.530029,1335.53,43.375,,,,,
1999-09-27,2781.419922,1283.31,41.875,,,,,
1999-10-04,2751.540039,1304.6,41.25,,,,,
1999-10-11,2890.72998,1335.21,42.734375,,,,,
1999-10-18,2726.300049,1254.13,39.765625,,,,,
1999-10-25,2813.290039,1293.63,39.625,,,,,
1999-11-01,2970.929932,1354.12,42.625,,,,,
1999-11-08,3072.040039,1377.01,43.1875,,,,,
1999-11-15,3230.26001,1394.39,45.34375,,,,,
1999-11-22,3399.060059,1420.94,47.4375,,,,,
1999-11-29,3458.129883,1407.83,48.375,,,,,
1999-12-06,3531.23999,1423.33,49.46875,,,,,
1999-12-13,3624.669922,1415.22,49.671875,,,,,
1999-12-20,3782.060059,1418.09,51.75,,,,,
1999-12-27,4001.899902,1457.1,53.9375,,,,,
2000-01-03,4186.189941,1455.22,55.625,,,,,
2000-01-10,4002.22998,1457.6,53.0,,,,,
2000-01-17,4045.719971,1465.15,53.25,,,,,
2000-01-24,4290.379883,1401.53,53.9375,,,,,
2000-01-31,3873.840088,1394.46,48.9375,,,,,
2000-02-07,4274.029785,1424.24,54.25,,,,,
2000-02-14,4434.379883,1389.94,54.75,,,,,
2000-02-21,4563.720215,1346.09,55.5625,,,,,
2000-02-28,4575.069824,1348.05,54.75,,,,,
2000-03-06,4935.649902,1391.28,58.578125,,,,,
2000-03-13,4879.029785,1383.62,58.5,,,,,
2000-03-20,4812.140137,1456.63,60.125,,,,,
2000-03-27,4994.419922,1523.86,64.25,,,,,
2000-04-03,4494.890137,1505.97,59.8125,,,,,
2000-04-10,4475.200195,1504.46,60.5625,,,,,
2000-04-17,3232.939941,1401.44,48.75,,,,,
2000-04-24,3466.689941,1429.86,50.625,,,,,
2000-05-01,3930.179932,1468.25,55.8125,,,,,
2000-05-08,3758.459961,1424.17,52.1875,,,,,
2000-05-15,3533.209961,1452.36,50.5,,,,,
2000-05-22,3390.949951,1400.72,48.125,,,,,
2000-05-29,3215.280029,1378.02,47.5625,,,,,
2000-06-05,3773.23999,1467.63,53.5,,,,,
2000-06-12,3892.050049,1446.0,54.03125,,,,,
2000-06-19,3818.649902,1486.0,54.4375,,,,,
2000-06-26,3884.649902,1455.31,54.3125,,,,,
2000-07-03,3950.590088,1469.54,54.0625,,,,,
2000-07-10,3993.620117,1475.62,54.25,,,,,
2000-07-17,4243.549805,1510.49,56.875,,,,,
2000-07-24,4109.649902,1464.29,54.875,,,,,
2000-07-31,3692.429932,1430.83,50.5625,,,,,
2000-08-07,3819.379883,1479.32,51.6875,,,,,
2000-08-14,3804.689941,1491.56,51.6875,,,,,
2000-08-21,3966.22998,1499.48,54.375,,,,,
2000-08-28,4049.179932,1514.09,55.1875,,,,,
2000-09-04,4252.149902,1520.77,57.03125,,,,,
2000-09-11,3961.159912,1489.26,52.625,,,,,
2000-09-18,3838.629883,1444.51,51.0,,,,,
2000-09-25,3852.530029,1439.03,49.875,,,,,
2000-10-02,3714.47998,1436.23,47.0625,,,,,
2000-10-09,3352.149902,1402.03,44.0625,,,,,
2000-10-16,3315.47998,1374.62,43.1875,,,,,
2000-10-23,3483.379883,1395.78,45.4375,,,,,
2000-10-30,3243.879883,1398.66,42.125,,,,,
2000-11-06,3469.350098,1432.19,44.3125,,,,,
2000-11-13,2956.090088,1351.26,37.5,,,,,
2000-11-20,2943.110107,1342.62,38.8125,,,,,
2000-11-27,2979.929932,1348.97,40.0,,,,,
2000-12-04,2662.560059,1324.97,35.4375,,,,,
2000-12-11,2936.600098,1380.2,37.5625,,,,,
2000-12-18,2698.719971,1322.74,35.375,,,,,
2000-12-25,2397.669922,1305.97,31.5625,,,,,
2001-01-01,2552.679932,1320.28,32.4375,,,,,
2001-01-08,2388.719971,1295.86,31.875,,,,,
2001-01-15,2639.560059,1318.32,35.375,,,,,
2001-01-22,2759.100098,1342.9,37.6875,,,,,
2001-01-29,2757.290039,1364.17,37.0,,,,,
2001-02-05,2639.649902,1354.31,35.400002,,,,,
2001-02-12,2458.649902,1330.31,32.599998,,,,,
2001-02-19,2444.600098,1301.53,32.25,,,,,
2001-02-26,2287.879883,1267.65,29.75,,,,,
2001-03-05,2142.75,1241.41,28.200001,,,,,
2001-03-12,2001.680054,1180.16,26.1,,,,,
2001-03-19,1901.449951,1170.81,25.5,,,,,
2001-03-26,1957.709961,1152.69,27.0,,,,,
2001-04-02,1835.219971,1145.87,24.950001,,,,,
2001-04-09,1739.660034,1137.59,23.65,,,,,
2001-04-16,1934.699951,1179.68,26.200001,,,,,
2001-04-23,2118.360107,1224.36,28.75,,,,,
2001-04-30,2113.110107,1249.46,28.9,,,,,
2001-05-07,2194.040039,1263.51,29.700001,,,,,
2001-05-14,2105.360107,1248.92,28.450001,,,,,
2001-05-21,2201.449951,1312.83,29.6,,,,,
2001-05-28,2281.179932,1277.89,30.200001,,,,,
2001-06-04,2164.699951,1267.11,28.35,,,,,
2001-06-11,2205.409912,1254.39,28.9,,,,,
2001-06-18,2035.339966,1208.43,26.35,,,,,
2001-06-25,2054.340088,1218.6,26.6,,,,,
2001-07-02,2156.76001,1236.71,27.9,,,,,
2001-07-09,2010.969971,1198.78,26.049999,,,,,
2001-07-16,2078.530029,1202.45,27.25,,,,,
2001-07-23,2043.839966,1191.03,26.4,,,,,
2001-07-30,2034.109985,1204.52,26.35,,,,,
2001-08-06,2047.859985,1200.48,26.65,,,,,
2001-08-13,1963.040039,1191.29,25.5,,,,,
2001-08-20,1866.290039,1171.41,24.01,,,,,
2001-08-27,1912.699951,1179.21,24.76,,,,,
2001-09-03,1784.26001,1133.59,22.700001,,,,,
2001-09-10,1673.780029,1092.54,20.91,,,,,
2001-09-17,1613.829956,1038.77,20.25,,,,,
2001-09-24,1459.469971,1003.45,19.25,,,,,
2001-10-01,1491.449951,1038.55,19.15,,,,,
2001-10-08,1582.930054,1062.44,20.15,,,,,
2001-10-15,1684.040039,1089.98,21.6,,,,,
2001-10-22,1666.079956,1089.9,20.9,,,,,
2001-10-29,1763.420044,1078.3,22.299999,,,,,
2001-11-05,1768.290039,1102.84,22.709999,,,,,
2001-11-12,1826.25,1118.33,23.15,,,,,
2001-11-19,1912.47998,1151.06,24.6,,,,,
2001-11-26,1914.530029,1157.42,24.49,,,,,
2001-12-03,1915.130005,1129.9,24.25,,,,,
2001-12-10,2007.670044,1139.93,25.26,,,,,
2001-12-17,1950.939941,1134.36,24.52,,,,,
2001-12-24,1946.839966,1144.65,24.25,,,,,
2001-12-31,1984.310059,1148.08,24.41,,,,,
2002-01-07,2075.23999,1164.89,26.0,,,,,
2002-01-14,2012.589966,1138.41,24.950001,,,,,
2002-01-21,1943.560059,1127.58,24.25,,,,,
2002-01-28,1951.119995,1133.06,23.0,,,,,
2002-02-04,1907.579956,1094.44,23.299999,,,,,
2002-02-11,1816.939941,1111.94,22.35,,,,,
2002-02-18,1844.890015,1104.18,22.379999,,,,,
2002-02-25,1731.430054,1109.43,20.780001,,,,,
2002-03-04,1799.680054,1153.84,21.799999,,,,,
2002-03-11,1919.72998,1168.26,23.1,,,,,
2002-03-18,1882.72998,1165.55,22.6,,,,,
2002-03-25,1855.650024,1131.87,21.85,,,,,
2002-04-01,1834.589966,1146.54,21.52,,,,,
2002-04-08,1741.099976,1125.29,20.15,,,,,
2002-04-15,1761.949951,1102.55,20.1,,,,,
2002-04-22,1779.180054,1107.83,20.1,,,,,
2002-04-29,1668.52002,1065.46,18.76,,,,,
2002-05-06,1611.050049,1052.67,17.75,,,,,
2002-05-13,1611.26001,1074.56,18.049999,,,,,
2002-05-20,1726.780029,1091.88,19.65,,,,,
2002-05-27,1680.660034,1083.82,19.01,,,,,
2002-06-03,1613.5,1040.68,18.27,,,,,
2002-06-10,1536.97998,1030.74,17.26,,,,,
2002-06-17,1519.650024,1036.17,16.950001,,,,,
2002-06-24,1429.560059,992.72,15.5,,,,,
2002-07-01,1457.040039,968.65,15.78,,,,,
2002-07-08,1439.849976,976.98,16.17,,,,,
2002-07-15,1365.790039,917.93,15.1,,,,,
2002-07-22,1309.839966,819.85,14.51,,,,,
2002-07-29,1286.810059,898.96,13.8,,,,,
2002-08-05,1243.380005,834.6,13.27,,,,,
2002-08-12,1293.880005,903.8,13.8,,,,,
2002-08-19,1362.290039,950.72,15.04,,,,,
2002-08-26,1387.199951,947.95,15.15,,,,,
2002-09-02,1326.050049,916.07,14.35,,,,,
2002-09-09,1286.75,902.96,13.68,,,,,
2002-09-16,1286.849976,891.1,13.8,,,,,
2002-09-23,1209.130005,833.7,12.54,,,,,
2002-09-30,1187.47998,815.28,12.14,,,,,
