,NASDAQ,S&P,IT_ETF,United_States_Oil_Fund(USO),Farming_ETF,MSCI_World,Emerging_markets,DAX
2002-10-07,1135.790039,785.28,11.86,,,,,
2002-10-14,1198.5,841.44,12.66,,,,,
2002-10-21,1276.76001,899.72,13.56,,,,,
2002-10-28,1345.719971,890.23,14.75,,,,,
2002-11-04,1394.569946,908.35,15.85,,,,,
2002-11-11,1355.099976,876.19,15.16,,,,,
2002-11-18,1422.540039,900.36,15.99,,,,,
2002-11-25,1470.640015,932.88,16.799999,,,,,
2002-12-02,1507.939941,934.53,17.6,,,,,
2002-12-09,1411.400024,892.0,15.8,,,,,
2002-12-16,1367.73999,910.4,15.31,,,,,
2002-12-23,1359.920044,897.38,15.3,,,,,
2002-12-30,1349.430054,879.39,15.18,,,,,
2003-01-06,1390.189941,929.01,15.76,,,,,
2003-01-13,1461.72998,926.26,16.85,,,,,
2003-01-20,1401.369995,901.78,15.55,,,,,
2003-01-27,1329.810059,847.48,14.45,,,,,
2003-02-03,1324.73999,860.32,14.43,,,,,
2003-02-10,1286.51001,835.97,14.03,,,,,
2003-02-17,1283.410034,834.89,14.12,,,,,
2003-02-24,1342.5,832.58,14.7,,,,,
2003-03-03,1344.209961,834.81,14.55,,,,,
2003-03-10,1295.459961,807.48,13.91,,,,,
2003-03-17,1329.949951,862.79,14.5,,,,,
2003-03-24,1390.040039,864.23,15.08,,,,,
2003-03-31,1351.609985,848.18,14.41,,,,,
2003-04-07,1425.22998,879.93,15.5,,,,,
2003-04-14,1361.349976,885.23,14.4,,,,,
2003-04-21,1425.959961,892.01,15.25,,,,,
2003-04-28,1437.859985,914.84,15.3,,,,,
2003-05-05,1508.310059,926.55,16.139999,,,,,
2003-05-12,1518.52002,945.11,16.34,,,,,
2003-05-19,1530.380005,920.77,16.33,,,,,
2003-05-26,1506.640015,933.22,16.01,,,,,
2003-06-02,1612.099976,967.0,17.0,,,,,
2003-06-09,1623.0,975.93,17.18,,,,,
2003-06-16,1633.800049,1010.74,17.190001,,,,,
2003-06-23,1642.329956,981.64,17.43,,,,,
2003-06-30,1634.859985,974.5,17.219999,,,,,
2003-07-07,1685.410034,1004.42,17.67,,,,,
2003-07-14,1757.430054,1003.86,18.360001,,,,,
2003-07-21,1706.150024,978.8,17.42,,,,,
2003-07-28,1734.680054,996.52,17.700001,,,,,
2003-08-04,1714.839966,982.82,17.6,,,,,
2003-08-11,1646.949951,980.59,16.98,,,,,
2003-08-18,1707.170044,999.74,17.610001,,,,,
2003-08-25,1763.780029,993.71,18.049999,,,,,
2003-09-01,1796.099976,1008.01,18.32,,,,,
2003-09-08,1863.880005,1031.64,19.200001,,,,,
2003-09-15,1857.119995,1014.81,19.07,,,,,
2003-09-22,1881.420044,1022.82,19.27,,,,,
2003-09-29,1801.550049,1006.58,18.549999,,,,,
2003-10-06,1884.640015,1034.35,19.32,,,,,
2003-10-13,1924.060059,1045.35,19.610001,,,,,
2003-10-20,1913.790039,1044.68,19.42,,,,,
2003-10-27,1876.030029,1031.13,19.200001,,,,,
2003-11-03,1941.310059,1059.02,19.780001,,,,,
2003-11-10,1972.099976,1047.11,20.08,,,,,
2003-11-17,1919.01001,1043.63,19.459999,,,,,
2003-11-24,1907.290039,1052.08,19.540001,,,,,
2003-12-01,1972.969971,1070.12,20.0,,,,,
2003-12-08,1937.47998,1069.3,19.75,,,,,
2003-12-15,1978.77002,1068.04,20.299999,,,,,
2003-12-22,1946.189941,1092.94,19.84,,,,,
2003-12-29,1976.930054,1109.48,20.120001,,,,,
2004-01-05,2020.780029,1122.22,20.6,,,,,
2004-01-12,2093.540039,1127.23,21.5,,,,,
2004-01-19,2126.120117,1139.83,21.84,,,,,
2004-01-26,2120.560059,1155.37,21.75,,,,,
2004-02-02,2072.129883,1135.26,21.35,,,,,
2004-02-09,2069.290039,1139.81,21.15,,,,,
2004-02-16,2080.169922,1145.81,21.32,,,,,
2004-02-23,2044.410034,1140.99,20.91,,,,,
2004-03-01,2036.920044,1155.96,20.74,,,,,
2004-03-08,2052.070068,1147.21,20.809999,,,,,
2004-03-15,1977.780029,1104.49,20.07,,,,,
2004-03-22,1929.02002,1095.4,19.469999,,,,,
2004-03-29,1975.430054,1122.47,20.280001,,,,,
2004-04-05,2055.98999,1150.57,20.84,,,,,
2004-04-12,2057.639893,1145.2,20.83,,,,,
2004-04-19,1995.369995,1135.82,20.059999,,,,,
2004-04-26,2052.25,1135.53,20.73,,,,,
2004-05-03,1928.719971,1117.49,19.52,,,,,
2004-05-10,1904.72998,1087.12,19.41,,,,,
2004-05-17,1881.060059,1084.1,19.23,,,,,
2004-05-24,1924.869995,1095.41,19.799999,,,,,
2004-05-31,1985.540039,1120.68,20.0,,,,,
2004-06-07,1991.670044,1140.42,20.049999,,,,,
2004-06-14,1987.75,1125.29,20.219999,,,,,
2004-06-21,1990.819946,1130.3,20.15,,,,,
2004-06-28,2038.97998,1133.35,20.639999,,,,,
2004-07-05,2014.089966,1125.38,20.34,,,,,
2004-07-12,1936.170044,1114.35,19.5,,,,,
2004-07-19,1889.060059,1100.9,18.870001,,,,,
2004-07-26,1852.420044,1084.07,18.93,,,,,
2004-08-02,1874.930054,1106.62,19.309999,,,,,
2004-08-09,1782.349976,1065.22,18.59,,,,,
2004-08-16,1759.579956,1079.34,18.129999,,,,,
2004-08-23,1843.790039,1095.68,18.74,,,,,
2004-08-30,1855.780029,1099.15,18.83,,,,,
2004-09-06,1857.609985,1113.63,18.719999,,,,,
2004-09-13,1900.170044,1125.82,19.32,,,,,
2004-09-20,1903.02002,1122.2,19.1,,,,,
2004-09-27,1871.160034,1103.52,18.879999,,,,,
2004-10-04,1954.589966,1135.17,19.879999,,,,,
2004-10-11,1924.410034,1124.39,19.51,,,,,
2004-10-18,1909.780029,1114.02,19.33,,,,,
2004-10-25,1911.079956,1094.81,19.389999,,,,,
2004-11-01,1975.47998,1130.51,20.049999,,,,,
2004-11-08,2038.219971,1164.89,20.68,,,,,
2004-11-15,2082.590088,1183.81,21.280001,,,,,
2004-11-22,2066.340088,1177.24,20.9,,,,,
2004-11-29,2110.909912,1178.57,21.15,,,,,
2004-12-06,2145.429932,1190.25,21.5,,,,,
2004-12-13,2141.199951,1198.68,21.5,,,,,
2004-12-20,2142.209961,1194.65,21.200001,,,,,
2004-12-27,2168.820068,1204.92,21.219999,,,,,
2005-01-03,2184.75,1202.08,21.27,,,,,
2005-01-10,2087.620117,1190.25,20.65,,,,,
2005-01-17,2079.469971,1184.52,20.139999,,,,,
2005-01-24,2040.130005,1163.75,19.75,,,,,
2005-01-31,2053.469971,1181.27,19.799999,,,,,
2005-02-07,2086.550049,1201.72,20.26,,,,,
2005-02-14,2076.75,1206.14,20.08,,,,,
2005-02-21,2065.149902,1201.59,19.9,,,,,
2005-02-28,2058.280029,1203.6,19.969999,,,,,
2005-03-07,2073.899902,1225.31,20.0,,,,,
2005-03-14,2043.640015,1206.83,19.889999,,,,,
2005-03-21,2008.160034,1183.78,19.459999,,,,,
2005-03-28,1998.76001,1174.28,19.389999,,,,,
2005-04-04,1983.810059,1176.12,19.35,,,,,
2005-04-11,2004.160034,1181.21,19.68,,,,,
2005-04-18,1906.430054,1145.98,18.549999,,,,,
2005-04-25,1942.02002,1162.1,18.92,,,,,
2005-05-02,1923.22998,1162.16,18.959999,,,,,
2005-05-09,1967.73999,1178.84,19.18,,,,,
2005-05-16,1976.380005,1165.69,19.389999,,,,,
2005-05-23,2045.689941,1193.86,20.08,,,,,
2005-05-30,2068.530029,1198.78,20.4,,,,,
2005-06-06,2072.360107,1197.51,20.299999,,,,,
2005-06-13,2059.959961,1200.82,20.1,,,,,
2005-06-20,2081.050049,1216.1,20.24,,,,,
2005-06-27,2050.300049,1190.69,19.91,,,,,
2005-07-04,2060.969971,1194.44,20.040001,,,,,
2005-07-11,2115.97998,1219.44,20.5,,,,,
2005-07-18,2151.840088,1221.13,21.07,,,,,
2005-07-25,2179.040039,1229.03,20.959999,,,,,
2005-08-01,2191.48999,1235.35,21.129999,,,,,
2005-08-08,2182.98999,1223.13,21.1,,,,,
2005-08-15,2153.709961,1233.87,20.77,,,,,
2005-08-22,2140.949951,1221.73,20.75,,,,,
2005-08-29,2112.439941,1212.28,20.58,,,,,
2005-09-05,2150.52002,1218.02,20.83,,,,,
2005-09-12,2176.469971,1240.56,21.059999,,,,,
2005-09-19,2157.370117,1231.02,20.969999,,,,,
2005-09-26,2127.899902,1215.63,20.67,,,,,
2005-10-03,2152.699951,1226.7,20.85,,,,,
2005-10-10,2091.679932,1187.33,20.18,,,,,
2005-10-17,2065.540039,1190.1,20.030001,,,,,
2005-10-24,2089.51001,1199.38,20.370001,,,,,
2005-10-31,2094.370117,1207.01,20.26,,,,,
2005-11-07,2174.25,1222.81,20.950001,,,,,
2005-11-14,2203.790039,1233.76,21.200001,,,,,
2005-11-21,2226.620117,1254.85,21.549999,,,,,
2005-11-28,2263.550049,1257.46,21.92,,,,,
2005-12-05,2269.070068,1262.09,22.040001,,,,,
2005-12-12,2263.969971,1260.43,21.93,,,,,
2005-12-19,2254.639893,1259.92,21.549999,,,,,
2005-12-26,2249.409912,1268.66,21.389999,,,,,
2006-01-02,2209.030029,1248.29,20.99,,,,,
2006-01-09,2306.179932,1290.15,22.02,,,,,
2006-01-16,2317.73999,1287.61,22.16,,,,,
2006-01-23,2255.310059,1263.82,21.34,,,,,
2006-01-30,2306.23999,1285.2,21.709999,,,,,
2006-02-06,2263.120117,1265.02,21.27,,,,,
2006-02-13,2252.040039,1262.86,21.5,,,,,
2006-02-20,2291.72998,1287.24,22.0,,,,,
2006-02-27,2291.47998,1294.12,21.68,,,,,
2006-03-06,2306.659912,1278.26,22.129999,,,,,
2006-03-13,2269.439941,1284.13,21.83,,,,,
2006-03-20,2311.929932,1305.08,22.139999,,,,,
2006-03-27,2312.469971,1301.61,22.0,,,,,
2006-04-03,2352.23999,1297.81,22.290001,,,,,
2006-04-10,2340.389893,1296.6,22.26,546.0,,,,
2006-04-17,2325.560059,1285.33,22.09,553.599976,,,,
2006-04-24,2338.780029,1308.11,22.01,571.200012,,,,
2006-05-01,2329.790039,1305.19,21.959999,561.200012,,,,
2006-05-08,2342.409912,1324.66,21.940001,537.039978,,,,
2006-05-15,2234.01001,1294.5,20.92,539.76001,,,,
2006-05-22,2178.149902,1262.07,20.4,519.119995,,,,
2006-05-29,2205.899902,1280.16,20.73,539.679993,,,,
2006-06-05,2212.350098,1265.29,20.690001,557.52002,,,,
2006-06-12,2137.469971,1236.4,19.950001,547.119995,,,,
2006-06-19,2136.600098,1240.14,20.23,526.559998,,,,
2006-06-26,2126.459961,1250.56,20.049999,533.359985,,,,
2006-07-03,2177.909912,1280.19,20.290001,561.679993,,,,
2006-07-10,2135.959961,1267.34,20.049999,556.559998,,,,
2006-07-17,2034.76001,1234.49,19.07,581.840027,,,,
2006-07-24,2030.48999,1260.91,19.139999,552.0,,,,
2006-07-31,2087.860107,1276.66,19.700001,550.23999,,,,
2006-08-07,2079.449951,1275.77,19.65,568.719971,,,,
2006-08-14,2073.01001,1268.21,19.870001,548.799988,,,,
2006-08-21,2151.909912,1297.52,20.77,535.280029,,,,
2006-08-28,2140.52002,1301.78,20.799999,524.159973,,,,
2006-09-04,2194.560059,1311.01,21.32,518.0,,,,
2006-09-11,2152.120117,1299.54,20.950001,481.440002,,,,
2006-09-18,2232.98999,1321.18,21.6,466.320007,,,,
2006-09-25,2227.370117,1326.37,21.73,434.320007,,,,
2006-10-02,2257.0,1331.32,21.950001,453.600006,,,,
2006-10-09,2297.820068,1350.66,22.23,436.880005,,,,
2006-10-16,2359.189941,1369.05,22.889999,428.480011,,,,
2006-10-23,2338.149902,1377.02,22.75,415.600006,,,,
2006-10-30,2347.209961,1377.93,22.620001,425.119995,,,,
2006-11-06,2341.659912,1379.78,22.74,420.799988,,,,
2006-11-13,2389.52002,1384.42,23.15,421.359985,,,,
2006-11-20,2441.159912,1400.5,23.6,405.119995,,,,
2006-11-27,2454.169922,1381.9,23.6,413.519989,,,,
2006-12-04,2420.919922,1409.12,23.360001,435.76001,,,,
2006-12-11,2437.360107,1413.04,23.379999,424.0,,,,
2006-12-18,2462.429932,1422.48,23.610001,430.640015,,,,
2006-12-25,2415.97998,1410.76,23.23,426.559998,,,,
2007-01-01,2423.030029,1418.3,23.32,408.160004,,,,
2007-01-08,2435.25,1412.84,23.5,389.76001,25.940001,,,
2007-01-15,2481.719971,1430.73,23.98,354.23999,25.299999,,,
2007-01-22,2454.5,1422.96,23.35,358.559998,25.809999,,,
2007-01-29,2434.639893,1420.62,23.389999,367.440002,25.950001,,,
2007-02-05,2475.030029,1446.99,23.6,396.959991,26.049999,,,
2007-02-12,2460.629883,1433.37,23.450001,394.640015,26.190001,,,
2007-02-19,2491.47998,1455.54,23.77,389.279999,26.32,,,
2007-02-26,2525.040039,1449.37,23.9,406.480011,27.5,,,
2007-03-05,2368.0,1374.12,22.459999,400.23999,25.84,,,
2007-03-12,2385.139893,1406.6,22.91,396.799988,26.34,,,
2007-03-19,2384.659912,1402.06,23.07,388.0,25.879999,,,
2007-03-26,2451.600098,1437.5,23.57,410.480011,26.01,,,
2007-04-02,2425.360107,1424.55,23.389999,428.399994,24.879999,,,
2007-04-09,2478.02002,1444.61,23.860001,415.679993,26.01,,,
2007-04-16,2500.550049,1468.47,23.91,412.799988,25.709999,,,
2007-04-23,2525.77002,1480.93,24.200001,400.079987,25.25,,,
2007-04-30,2558.050049,1482.37,24.59,412.799988,24.92,,,
2007-05-07,2572.639893,1509.48,24.950001,382.799988,25.66,,,
2007-05-14,2564.050049,1503.15,25.26,390.880005,25.469999,,,
2007-05-21,2560.929932,1525.1,25.370001,401.440002,25.049999,,,
2007-05-28,2547.409912,1515.73,25.030001,395.679993,25.790001,,,
2007-06-04,2606.050049,1539.18,25.57,395.600006,26.389999,,,
2007-06-11,2569.639893,1509.12,25.32,395.200012,26.58,,,
2007-06-18,2631.340088,1531.05,25.940001,411.359985,27.950001,,,
2007-06-25,2590.590088,1497.74,25.540001,406.880005,26.700001,,,
2007-07-02,2617.389893,1519.43,25.68,421.600006,26.809999,,,
2007-07-09,2668.98999,1531.85,26.200001,438.0,26.5,,,
2007-07-16,2703.399902,1549.52,26.620001,445.359985,27.08,,,
2007-07-23,2698.48999,1541.57,26.83,449.600006,26.23,,,
2007-07-30,2568.139893,1473.91,25.75,463.600006,26.26,,,
2007-08-06,2524.870117,1467.67,25.52,444.0,25.860001,,,
2007-08-13,2566.600098,1452.92,25.6,435.600006,26.459999,,,
2007-08-20,2511.070068,1445.55,25.030001,427.119995,25.85,,,
2007-08-27,2570.409912,1466.79,25.629999,426.399994,26.559999,,,
2007-09-03,2596.189941,1473.99,26.15,448.23999,27.209999,,,
2007-09-10,2581.780029,1451.7,25.92,457.76001,27.17,,,
2007-09-17,2594.040039,1476.65,25.860001,478.160004,27.58,,,
2007-09-24,2676.419922,1517.73,26.77,495.839996,28.969999,,,
2007-10-01,2704.25,1547.04,27.17,498.160004,29.639999,,,
2007-10-08,2777.719971,1552.58,27.379999,491.359985,28.219999,,,
2007-10-15,2809.169922,1548.71,27.42,520.0,29.0,,,
2007-10-22,2705.860107,1506.33,26.950001,533.280029,29.0,,,
2007-10-29,2815.159912,1540.98,28.02,572.559998,29.75,,,
2007-11-05,2782.800049,1502.17,28.030001,586.320007,28.940001,,,
2007-11-12,2619.409912,1439.18,25.5,584.47998,29.620001,,,
2007-11-19,2622.439941,1433.27,26.309999,594.0,30.02,,,
2007-11-26,2599.820068,1407.22,26.08,611.280029,31.02,,,
2007-12-03,2654.909912,1472.42,26.34,553.280029,30.860001,,,
2007-12-10,2710.72998,1515.96,27.190001,560.880005,32.5,,,
2007-12-17,2623.22998,1445.9,26.530001,572.880005,31.93,,,
2007-12-24,2694.350098,1496.45,27.27,587.440002,33.189999,,,
2007-12-31,2663.780029,1468.36,26.99,609.679993,32.799999,,,
2008-01-07,2514.149902,1417.97,24.959999,616.559998,34.5,,,
2008-01-14,2470.870117,1412.87,24.6,592.559998,36.34,,,
2008-01-21,2365.560059,1333.94,23.52,572.23999,36.869999,,,
2008-01-28,2324.850098,1334.17,22.75,569.039978,36.5,,,
2008-02-04,2413.419922,1395.27,23.690001,565.200012,37.490002,,,
2008-02-11,2310.75,1331.23,22.42,581.359985,39.080002,,,
2008-02-18,2320.580078,1347.2,22.559999,611.52002,39.389999,,,
2008-02-25,2303.409912,1352.75,22.41,626.880005,41.27,,,
2008-03-03,2271.26001,1329.68,22.18,651.840027,42.700001,,,
2008-03-10,2211.139893,1293.68,21.959999,664.559998,39.240002,,,
2008-03-17,2166.939941,1283.21,21.18,671.359985,40.52,,,
2008-03-24,2268.199951,1333.66,22.77,647.679993,36.16,,,
2008-03-31,2265.149902,1314.42,22.52,677.76001,37.299999,,,
2008-04-07,2386.620117,1381.19,23.33,691.919983,38.889999,,,
2008-04-14,2287.02002,1331.83,22.59,710.799988,38.91,,,
2008-04-21,2393.070068,1382.69,23.76,747.76001,38.25,,,
2008-04-28,2422.629883,1398.44,24.450001,766.960022,37.200001,,,
2008-05-05,2475.310059,1410.83,24.84,761.840027,36.389999,,,
2008-05-12,2454.649902,1390.4,24.6,806.559998,37.599998,,,
2008-05-19,2530.820068,1425.74,25.48,819.599976,37.07,,,
2008-05-26,2454.139893,1389.24,24.5,863.359985,35.939999,,,
2008-06-02,2514.820068,1395.74,25.280001,815.52002,35.939999,,,
2008-06-09,2483.219971,1366.18,24.9,880.159973,38.400002,,,
2008-06-16,2443.129883,1351.74,24.4,902.0,41.5,,,
2008-06-23,2416.550049,1322.35,23.75,875.679993,39.810001,,,
2008-06-30,2312.419922,1280.33,22.799999,921.280029,41.720001,,,
2008-07-07,2263.689941,1265.67,22.6,914.320007,40.720001,,,
2008-07-14,2262.860107,1253.5,22.42,940.0,39.639999,,,
2008-07-21,2290.75,1264.67,22.530001,840.799988,36.759998,,,
2008-07-28,2307.189941,1254.67,22.370001,798.400024,35.990002,,,
2008-08-04,2309.75,1258.07,22.18,801.200012,35.700001,,,
2008-08-11,2407.550049,1293.73,23.41,748.400024,33.080002,,,
2008-08-18,2456.959961,1299.98,23.76,741.119995,34.919998,,,
2008-08-25,2399.72998,1284.71,23.23,741.280029,37.41,,,
2008-09-01,2388.669922,1293.82,23.1,763.599976,35.599998,,,
2008-09-08,2296.179932,1274.42,22.09,698.960022,33.220001,,,
2008-09-15,2202.280029,1213.16,20.92,617.679993,32.040001,,,
2008-09-22,2265.77002,1245.87,21.049999,680.159973,32.75,,,
2008-09-29,2147.159912,1188.46,20.32,653.919983,32.0,,,
2008-10-06,1898.630005,1065.59,18.15,586.320007,26.75,,,
2008-10-13,1734.599976,944.62,16.780001,537.599976,26.18,,,
2008-10-20,1735.130005,954.92,16.799999,483.040009,26.25,,,
2008-10-27,1528.119995,860.23,14.9,411.519989,23.65,,,
2008-11-03,1718.890015,968.24,16.690001,430.399994,25.969999,,,
2008-11-10,1680.670044,949.74,16.219999,423.440002,25.969999,,,
2008-11-17,1494.73999,862.09,14.56,372.399994,25.02,,,
2008-11-24,1409.719971,818.21,14.17,332.559998,23.85,,,
2008-12-01,1496.089966,870.24,14.97,328.720001,24.530001,,,
2008-12-08,1541.439941,898.02,15.39,280.880005,22.75,,,
2008-12-15,1544.160034,883.16,15.49,320.959991,24.27,,,
2008-12-22,1562.170044,888.33,15.29,262.720001,24.200001,,,
2008-12-29,1529.540039,873.76,15.07,243.440002,25.940001,,,
2009-01-05,1621.47998,929.17,15.89,286.079987,26.02,,,
2009-01-12,1573.449951,888.53,15.6,247.919998,26.33,,,
2009-01-19,1532.469971,858.13,15.12,248.080002,25.219999,,,
2009-01-26,1479.97998,834.57,14.98,259.040009,25.700001,,,
2009-02-02,1460.849976,815.11,14.6,227.520004,24.799999,,,
2009-02-09,1590.73999,868.17,16.01,231.600006,25.389999,,,
2009-02-16,1539.719971,832.9,15.44,209.199997,24.889999,,,
2009-02-23,1452.579956,777.52,14.6,199.279999,23.58,,,
2009-03-02,1356.130005,719.75,13.94,204.320007,23.25,,,
2009-03-09,1284.839966,675.13,13.37,223.919998,23.290001,,,
2009-03-16,1445.27002,764.5,14.82,216.080002,23.84,,,
2009-03-23,1491.26001,789.14,15.41,245.360001,25.24,,,
2009-03-30,1516.790039,797.29,15.57,237.759995,23.440001,,,
2009-04-06,1602.23999,832.49,16.549999,239.600006,24.92,,,
2009-04-13,1641.609985,847.32,16.780001,232.800003,24.360001,,,
2009-04-20,1641.349976,854.15,16.690001,221.759995,23.99,,,
2009-04-27,1672.869995,854.65,16.969999,217.119995,23.969999,,,
2009-05-04,1733.709961,885.58,17.6,239.679993,26.16,,,
2009-05-11,1713.650024,913.36,16.93,257.839996,26.360001,,,
2009-05-18,1696.819946,893.68,17.0,256.959991,26.120001,,,
2009-05-25,1702.060059,890.65,16.950001,267.839996,27.299999,,,
2009-06-01,1796.089966,932.42,17.889999,295.920013,28.41,,,
2009-06-08,1836.869995,934.27,18.16,299.040009,27.6,,,
2009-06-15,1837.939941,934.87,18.24,312.23999,26.76,,,
2009-06-22,1809.530029,910.36,17.950001,296.0,25.540001,,,
2009-06-29,1842.089966,916.0,18.200001,304.559998,25.969999,,,
2009-07-06,1783.5,889.38,17.75,277.279999,24.690001,,,
2009-07-13,1761.030029,881.64,17.51,256.480011,23.91,,,
2009-07-20,1896.98999,945.1,19.1,277.76001,24.68,,,
2009-07-27,1964.619995,978.09,19.68,290.480011,24.379999,,,
2009-08-03,1998.349976,998.22,19.950001,303.440002,25.959999,,,
2009-08-10,1991.439941,1004.8,19.690001,303.200012,25.959999,,,
2009-08-17,1949.22998,985.21,19.4,282.480011,25.209999,,,
2009-08-24,2026.109985,1030.69,20.15,308.480011,25.42,,,
2009-08-31,2011.140015,1019.42,20.049999,292.559998,25.799999,,,
2009-09-07,1986.97998,1004.45,19.74,279.920013,24.57,,,
2009-09-14,2066.149902,1035.0,20.51,284.640015,24.34,,,
2009-09-21,2121.340088,1060.03,20.75,288.799988,24.459999,,,
2009-09-28,2101.919922,1049.36,20.700001,272.0,24.91,,,
2009-10-05,2056.52002,1029.67,20.299999,283.600006,24.52,,,
2009-10-12,2145.629883,1076.27,21.1,302.559998,25.219999,,,
2009-10-19,2162.409912,1090.58,21.18,322.320007,26.360001,,,
2009-10-26,2158.810059,1080.95,21.379999,330.399994,26.879999,,,
2009-11-02,2047.420044,1040.8,20.629999,314.640015,25.799999,,,
2009-11-09,2128.459961,1076.84,21.42,322.959991,25.709999,,,
2009-11-16,2177.310059,1094.13,22.0,314.480011,25.82,,,
2009-11-23,2168.949951,1094.86,21.91,321.279999,26.32,,,
2009-11-30,2135.929932,1091.07,21.700001,305.279999,26.34,,,
2009-12-07,2191.350098,1105.52,22.24,301.119995,26.139999,,,
2009-12-14,2202.310059,1107.84,22.41,284.959991,26.34,,,
2009-12-21,2224.040039,1105.31,22.469999,295.600006,26.280001,,,
2009-12-28,2290.040039,1127.53,23.049999,311.519989,26.24,,,
2010-01-04,2294.409912,1116.56,23.139999,320.320007,26.83,,,
2010-01-11,2324.780029,1145.96,23.139999,328.720001,26.91,,,
2010-01-18,2316.97998,1147.72,23.02,311.76001,26.389999,,,
2010-01-25,2220.290039,1092.4,21.860001,292.0,26.110001,,,
2010-02-01,2155.810059,1073.89,21.059999,288.160004,25.360001,,,
2010-02-08,2140.100098,1065.51,21.1,280.640015,24.99,,,
2010-02-15,2157.689941,1075.95,21.17,289.200012,25.34,,,
2010-02-22,2250.919922,1110.0,21.93,313.040009,25.700001,,,
2010-03-01,2247.399902,1105.36,21.799999,312.399994,25.360001,,,
2010-03-08,2326.25,1138.4,22.35,320.079987,24.98,,,
2010-03-15,2361.919922,1148.53,22.67,313.040009,24.459999,,,
2010-03-22,2360.350098,1157.25,22.68,307.040009,24.66,,,
2010-03-29,2403.77002,1167.71,23.1,314.559998,24.190001,,,
2010-04-05,2409.47998,1178.71,23.139999,332.160004,24.459999,,,
2010-04-12,2455.399902,1194.94,23.5,328.880005,24.58,,,
2010-04-19,2477.800049,1192.06,23.690001,317.440002,24.6,,,
2010-04-26,2529.850098,1217.07,24.129999,326.720001,24.969999,,,
2010-05-03,2472.320068,1188.58,23.459999,330.399994,24.93,,,
2010-05-10,2365.969971,1122.27,22.690001,298.0,24.41,,,
2010-05-17,2352.77002,1136.52,22.469999,275.600006,23.74,,,
2010-05-24,2220.600098,1084.78,21.48,259.200012,23.83,,,
2010-05-31,2275.189941,1102.59,21.83,273.519989,23.790001,,,
2010-06-07,2226.600098,1065.84,21.530001,262.959991,23.030001,,,
2010-06-14,2263.659912,1095.0,21.969999,277.76001,23.66,,,
2010-06-21,2341.110107,1122.79,22.58,287.76001,24.25,,,
2010-06-28,2227.429932,1074.89,21.450001,282.720001,24.219999,,,
2010-07-05,2105.5,1027.65,20.41,263.600006,24.139999,,,
2010-07-12,2194.120117,1077.23,21.34,272.720001,24.540001,,,
2010-07-19,2185.810059,1066.85,21.459999,275.76001,25.18,,,
2010-07-26,2271.620117,1102.89,22.190001,282.320007,25.09,,,
2010-08-02,2283.320068,1107.53,22.18,289.440002,26.209999,,,
2010-08-09,2298.810059,1122.8,22.34,290.880005,25.799999,,,
2010-08-16,2161.310059,1077.49,21.139999,268.640015,26.110001,,,
2010-08-23,2188.340088,1073.36,21.459999,263.359985,26.280001,,,
2010-08-30,2145.76001,1062.9,20.93,265.040009,26.24,,,
2010-09-06,2227.959961,1093.61,21.6,267.200012,26.67,,,
2010-09-13,2263.800049,1113.38,21.950001,273.519989,27.08,,,
2010-09-20,2322.800049,1126.57,22.610001,262.079987,27.92,,,
2010-09-27,2379.72998,1148.64,23.17,268.799988,28.030001,,,
2010-10-04,2362.25,1144.96,22.91,285.76001,26.42,,,
2010-10-11,2403.459961,1165.32,23.360001,286.799988,28.959999,,,
2010-10-18,2470.120117,1176.83,24.1,284.799988,28.59,,,
2010-10-25,2491.620117,1184.74,24.200001,286.880005,29.57,,,
2010-11-01,2520.449951,1185.71,24.469999,289.119995,29.77,,,
2010-11-08,2570.860107,1223.24,25.049999,299.440002,30.360001,,,
2010-11-15,2529.02002,1200.44,24.459999,294.799988,29.1,,,
2010-11-22,2509.389893,1198.07,24.200001,280.0,29.030001,,,
2010-11-29,2522.23999,1189.08,24.23,289.839996,29.27,,,
2010-12-06,2591.280029,1223.87,24.780001,306.160004,30.4,,,
2010-12-13,2645.350098,1242.52,25.290001,306.0,30.440001,,,
2010-12-20,2651.97998,1245.76,25.139999,303.200012,31.309999,,,
2010-12-27,2657.090088,1254.66,25.1,310.399994,31.93,,,
2011-01-03,2676.649902,1257.62,25.379999,314.720001,32.580002,,,
2011-01-10,2691.469971,1270.84,25.719999,304.640015,31.77,,,
2011-01-17,2732.47998,1282.9,25.959999,308.079987,32.52,,,
2011-01-24,2693.030029,1283.29,25.73,295.200012,33.619999,,,
2011-01-31,2693.300049,1276.5,25.85,298.23999,34.0,,,
2011-02-07,2773.26001,1311.85,26.75,297.679993,34.549999,,,
2011-02-14,2810.189941,1328.73,26.879999,289.519989,34.860001,,,
2011-02-21,2833.350098,1340.38,27.07,291.040009,35.029999,,,
2011-02-28,2791.280029,1321.61,26.540001,315.600006,34.900002,,,
2011-03-07,2793.189941,1322.72,26.530001,342.0,35.450001,,,
2011-03-14,2695.659912,1301.19,25.67,325.040009,33.68,,,
2011-03-21,2675.469971,1281.65,25.299999,330.160004,33.709999,,,
2011-03-28,2752.330078,1315.45,25.98,331.519989,34.029999,,,
2011-04-04,2796.26001,1333.56,26.07,344.959991,34.5,,,
2011-04-11,2789.48999,1329.01,25.969999,358.320007,34.369999,,,
2011-04-18,2731.219971,1313.35,25.469999,345.279999,33.830002,,,
