,Average
1996-05-13,9.14451070733463
1996-05-20,9.14451070733463
1996-05-27,9.14451070733463
1996-06-03,9.20910308980649
1996-06-10,9.20910308980649
1996-06-17,9.20910308980649
1996-06-24,9.20910308980649
1996-07-01,9.16329567475573
1996-07-08,9.16329567475573
1996-07-15,9.16329567475573
1996-07-22,9.16329567475573
1996-07-29,9.16329567475573
1996-08-05,9.11608148065326
1996-08-12,9.11608148065326
1996-08-19,9.11608148065326
1996-08-26,9.11608148065326
1996-09-02,9.23617263029907
1996-09-09,9.23617263029907
1996-09-16,9.23617263029907
1996-09-23,9.23617263029907
1996-09-30,9.23617263029907
1996-10-07,9.25776053839984
1996-10-14,9.25776053839984
1996-10-21,9.25776053839984
1996-10-28,9.25776053839984
1996-11-04,9.26244731480207
1996-11-11,9.26244731480207
1996-11-18,9.26244731480207
1996-11-25,9.26244731480207
1996-12-02,9.23295573522927
1996-12-09,9.23295573522927
1996-12-16,9.23295573522927
1996-12-23,9.23295573522927
1996-12-30,9.23295573522927
1997-01-06,9.19687258327744
1997-01-13,9.19687258327744
1997-01-20,9.19687258327744
1997-01-27,9.19687258327744
1997-02-03,9.19334671493384
1997-02-10,9.19334671493384
1997-02-17,9.19334671493384
1997-02-24,9.19334671493384
1997-03-03,9.17003595706651
1997-03-10,9.17003595706651
1997-03-17,9.17003595706651
1997-03-24,9.17003595706651
1997-03-31,9.17003595706651
1997-04-07,9.19746017394641
1997-04-14,9.19746017394641
1997-04-21,9.19746017394641
1997-04-28,9.19746017394641
1997-05-05,9.1848478731658
1997-05-12,9.1848478731658
1997-05-19,9.1848478731658
1997-05-26,9.1848478731658
1997-06-02,9.15262739161945
1997-06-09,9.15262739161945
1997-06-16,9.15262739161945
1997-06-23,9.15262739161945
1997-06-30,9.15262739161945
1997-07-07,9.01847962117572
1997-07-14,9.01847962117572
1997-07-21,9.01847962117572
1997-07-28,9.01847962117572
1997-08-04,8.96691478745173
1997-08-11,8.96691478745173
1997-08-18,8.96691478745173
1997-08-25,8.96691478745173
1997-09-01,8.9445986117637
1997-09-08,8.9445986117637
1997-09-15,8.9445986117637
1997-09-22,8.9445986117637
1997-09-29,8.9445986117637
1997-10-06,8.98567696853587
1997-10-13,8.98567696853587
1997-10-20,8.98567696853587
1997-10-27,8.98567696853587
1997-11-03,8.97554733878593
1997-11-10,8.97554733878593
1997-11-17,8.97554733878593
1997-11-24,8.97554733878593
1997-12-01,8.8919778421477
1997-12-08,8.8919778421477
1997-12-15,8.8919778421477
1997-12-22,8.8919778421477
1997-12-29,8.8919778421477
1998-01-05,8.88432051177348
1998-01-12,8.88432051177348
1998-01-19,8.88432051177348
1998-01-26,8.88432051177348
1998-02-02,8.83109724033873
1998-02-09,8.83109724033873
1998-02-16,8.83109724033873
1998-02-23,8.83109724033873
1998-03-02,8.78148683945954
1998-03-09,8.78148683945954
1998-03-16,8.78148683945954
1998-03-23,8.78148683945954
1998-03-30,8.78148683945954
1998-04-06,8.84752511911413
1998-04-13,8.84752511911413
1998-04-20,8.84752511911413
1998-04-27,8.84752511911413
1998-05-04,8.85628090107804
1998-05-11,8.85628090107804
1998-05-18,8.85628090107804
1998-05-25,8.85628090107804
1998-06-01,8.85606832739353
1998-06-08,8.85606832739353
1998-06-15,8.85606832739353
1998-06-22,8.85606832739353
1998-06-29,8.85606832739353
1998-07-06,8.79785614240637
1998-07-13,8.79785614240637
1998-07-20,8.79785614240637
1998-07-27,8.79785614240637
1998-08-03,8.75045123975178
1998-08-10,8.75045123975178
1998-08-17,8.75045123975178
1998-08-24,8.75045123975178
1998-08-31,8.75045123975178
1998-09-07,8.74826294925769
1998-09-14,8.74826294925769
1998-09-21,8.74826294925769
1998-09-28,8.74826294925769
1998-10-05,8.72743157978816
1998-10-12,8.72743157978816
1998-10-19,8.72743157978816
1998-10-26,8.72743157978816
1998-11-02,8.69697374017061
1998-11-09,8.69697374017061
1998-11-16,8.69697374017061
1998-11-23,8.69697374017061
1998-11-30,8.69697374017061
1998-12-07,8.69680056826316
1998-12-14,8.69680056826316
1998-12-21,8.69680056826316
1998-12-28,8.69680056826316
1999-01-04,8.58745521157482
1999-01-11,8.58745521157482
1999-01-18,8.58745521157482
1999-01-25,8.58745521157482
1999-02-01,8.57674396628405
1999-02-08,8.57674396628405
1999-02-15,8.57674396628405
1999-02-22,8.57674396628405
1999-03-01,8.52167222194938
1999-03-08,8.52167222194938
1999-03-15,8.52167222194938
1999-03-22,8.52167222194938
1999-03-29,8.52167222194938
1999-04-05,8.51717335808728
1999-04-12,8.51717335808728
1999-04-19,8.51717335808728
1999-04-26,8.51717335808728
1999-05-03,8.40239203831917
1999-05-10,8.40239203831917
1999-05-17,8.40239203831917
1999-05-24,8.40239203831917
1999-05-31,8.40239203831917
1999-06-07,8.32352078660207
1999-06-14,8.32352078660207
1999-06-21,8.32352078660207
1999-06-28,8.32352078660207
1999-07-05,8.27888796604594
1999-07-12,8.27888796604594
1999-07-19,8.27888796604594
1999-07-26,8.27888796604594
1999-08-02,8.17512972039999
1999-08-09,8.17512972039999
1999-08-16,8.17512972039999
1999-08-23,8.17512972039999
1999-08-30,8.17512972039999
1999-09-06,8.13857625253868
1999-09-13,8.13857625253868
1999-09-20,8.13857625253868
1999-09-27,8.13857625253868
1999-10-04,8.00437094040866
1999-10-11,8.00437094040866
1999-10-18,8.00437094040866
1999-10-25,8.00437094040866
1999-11-01,7.92830118559606
1999-11-08,7.92830118559606
1999-11-15,7.92830118559606
1999-11-22,7.92830118559606
1999-11-29,7.92830118559606
1999-12-06,7.83889281646091
1999-12-13,7.83889281646091
1999-12-20,7.83889281646091
1999-12-27,7.83889281646091
2000-01-03,7.80707378825529
2000-01-10,7.80707378825529
2000-01-17,7.80707378825529
2000-01-24,7.80707378825529
2000-01-31,7.80707378825529
2000-02-07,7.76737796737407
2000-02-14,7.76737796737407
2000-02-21,7.76737796737407
2000-02-28,7.76737796737407
2000-03-06,7.70971814504454
2000-03-13,7.70971814504454
2000-03-20,7.70971814504454
2000-03-27,7.70971814504454
2000-04-03,7.56004309467245
2000-04-10,7.56004309467245
2000-04-17,7.56004309467245
2000-04-24,7.56004309467245
2000-05-01,7.49436404160745
2000-05-08,7.49436404160745
2000-05-15,7.49436404160745
2000-05-22,7.49436404160745
2000-05-29,7.49436404160745
2000-06-05,7.42485558798853
2000-06-12,7.42485558798853
2000-06-19,7.42485558798853
2000-06-26,7.42485558798853
2000-07-03,7.35111357660978
2000-07-10,7.35111357660978
2000-07-17,7.35111357660978
2000-07-24,7.35111357660978
2000-07-31,7.35111357660978
2000-08-07,7.35382640900213
2000-08-14,7.35382640900213
2000-08-21,7.35382640900213
2000-08-28,7.35382640900213
2000-09-04,7.27883048092498
2000-09-11,7.27883048092498
2000-09-18,7.27883048092498
2000-09-25,7.27883048092498
2000-10-02,7.17379133829851
2000-10-09,7.17379133829851
2000-10-16,7.17379133829851
2000-10-23,7.17379133829851
2000-10-30,7.17379133829851
2000-11-06,7.13574333181276
2000-11-13,7.13574333181276
2000-11-20,7.13574333181276
2000-11-27,7.13574333181276
2000-12-04,7.08950006045552
2000-12-11,7.08950006045552
2000-12-18,7.08950006045552
2000-12-25,7.08950006045552
2001-01-01,6.98468961756221
2001-01-08,6.98468961756221
2001-01-15,6.98468961756221
2001-01-22,6.98468961756221
2001-01-29,6.98468961756221
2001-02-05,6.98808626132759
2001-02-12,6.98808626132759
2001-02-19,6.98808626132759
2001-02-26,6.98808626132759
2001-03-05,6.96831678287639
2001-03-12,6.96831678287639
2001-03-19,6.96831678287639
2001-03-26,6.96831678287639
2001-04-02,6.95214493695444
2001-04-09,6.95214493695444
2001-04-16,6.95214493695444
2001-04-23,6.95214493695444
2001-04-30,6.95214493695444
2001-05-07,6.94568678705236
2001-05-14,6.94568678705236
2001-05-21,6.94568678705236
2001-05-28,6.94568678705236
2001-06-04,7.01151413244362
2001-06-11,7.01151413244362
2001-06-18,7.01151413244362
2001-06-25,7.01151413244362
2001-07-02,7.0333209504737
2001-07-09,7.0333209504737
2001-07-16,7.0333209504737
2001-07-23,7.0333209504737
2001-07-30,7.0333209504737
2001-08-06,7.06666633850737
2001-08-13,7.06666633850737
2001-08-20,7.06666633850737
2001-08-27,7.06666633850737
2001-09-03,7.1061975568098
2001-09-10,7.1061975568098
2001-09-17,7.1061975568098
2001-09-24,7.1061975568098
2001-10-01,7.16351660807158
2001-10-08,7.16351660807158
2001-10-15,7.16351660807158
2001-10-22,7.16351660807158
2001-10-29,7.16351660807158
2001-11-05,7.2288695844359
2001-11-12,7.2288695844359
2001-11-19,7.2288695844359
2001-11-26,7.2288695844359
2001-12-03,7.33595259493699
2001-12-10,7.33595259493699
2001-12-17,7.33595259493699
2001-12-24,7.33595259493699
2001-12-31,7.33595259493699
2002-01-07,7.27026918340713
2002-01-14,7.27026918340713
2002-01-21,7.27026918340713
2002-01-28,7.27026918340713
2002-02-04,7.26726150630369
2002-02-11,7.26726150630369
2002-02-18,7.26726150630369
2002-02-25,7.26726150630369
2002-03-04,7.25345522642321
2002-03-11,7.25345522642321
2002-03-18,7.25345522642321
2002-03-25,7.25345522642321
2002-04-01,7.33639649325756
2002-04-08,7.33639649325756
2002-04-15,7.33639649325756
2002-04-22,7.33639649325756
2002-04-29,7.33639649325756
2002-05-06,7.32430774708994
2002-05-13,7.32430774708994
2002-05-20,7.32430774708994
2002-05-27,7.32430774708994
2002-06-03,7.32339735945531
2002-06-10,7.32339735945531
2002-06-17,7.32339735945531
2002-06-24,7.32339735945531
2002-07-01,7.30255747991525
2002-07-08,7.30255747991525
2002-07-15,7.30255747991525
2002-07-22,7.30255747991525
2002-07-29,7.30255747991525
2002-08-05,7.30097704872519
2002-08-12,7.30097704872519
2002-08-19,7.30097704872519
2002-08-26,7.30097704872519
2002-09-02,7.34338048110444
2002-09-09,7.34338048110444
2002-09-16,7.34338048110444
2002-09-23,7.34338048110444
2002-09-30,7.34338048110444
2002-10-07,7.34779820921124
2002-10-14,7.34779820921124
2002-10-21,7.34779820921124
2002-10-28,7.34779820921124
2002-11-04,7.35733833924872
2002-11-11,7.35733833924872
2002-11-18,7.35733833924872
2002-11-25,7.35733833924872
2002-12-02,7.37779785273621
2002-12-09,7.37779785273621
2002-12-16,7.37779785273621
2002-12-23,7.37779785273621
2002-12-30,7.37779785273621
2003-01-06,7.40553622896511
2003-01-13,7.40553622896511
2003-01-20,7.40553622896511
2003-01-27,7.40553622896511
2003-02-03,7.42272921712572
2003-02-10,7.42272921712572
2003-02-17,7.42272921712572
2003-02-24,7.42272921712572
2003-03-03,7.45675169732548
2003-03-10,7.45675169732548
2003-03-17,7.45675169732548
2003-03-24,7.45675169732548
2003-03-31,7.45675169732548
2003-04-07,7.48742122042245
2003-04-14,7.48742122042245
2003-04-21,7.48742122042245
2003-04-28,7.48742122042245
2003-05-05,7.53184188591785
2003-05-12,7.53184188591785
2003-05-19,7.53184188591785
2003-05-26,7.53184188591785
2003-06-02,7.56181443929272
2003-06-09,7.56181443929272
2003-06-16,7.56181443929272
2003-06-23,7.56181443929272
2003-06-30,7.56181443929272
2003-07-07,7.52553294477771
2003-07-14,7.52553294477771
2003-07-21,7.52553294477771
2003-07-28,7.52553294477771
2003-08-04,7.48352954429022
2003-08-11,7.48352954429022
2003-08-18,7.48352954429022
2003-08-25,7.48352954429022
2003-09-01,7.53315815658549
2003-09-08,7.53315815658549
2003-09-15,7.53315815658549
2003-09-22,7.53315815658549
2003-09-29,7.53315815658549
2003-10-06,7.46772220316018
2003-10-13,7.46772220316018
2003-10-20,7.46772220316018
2003-10-27,7.46772220316018
2003-11-03,7.43971598426922
2003-11-10,7.43971598426922
2003-11-17,7.43971598426922
2003-11-24,7.43971598426922
2003-12-01,7.42800267448973
2003-12-08,7.42800267448973
2003-12-15,7.42800267448973
2003-12-22,7.42800267448973
2003-12-29,7.42800267448973
2004-01-05,7.43496719593164
2004-01-12,7.43496719593164
2004-01-19,7.43496719593164
2004-01-26,7.43496719593164
2004-02-02,7.45930695399529
2004-02-09,7.45930695399529
2004-02-16,7.45930695399529
2004-02-23,7.45930695399529
2004-03-01,7.54452933106129
2004-03-08,7.54452933106129
2004-03-15,7.54452933106129
2004-03-22,7.54452933106129
2004-03-29,7.54452933106129
2004-04-05,7.45706465809705
2004-04-12,7.45706465809705
2004-04-19,7.45706465809705
2004-04-26,7.45706465809705
2004-05-03,7.44042857395163
2004-05-10,7.44042857395163
2004-05-17,7.44042857395163
2004-05-24,7.44042857395163
2004-05-31,7.44042857395163
2004-06-07,7.42468294367324
2004-06-14,7.42468294367324
2004-06-21,7.42468294367324
2004-06-28,7.42468294367324
2004-07-05,7.40734792588169
2004-07-12,7.40734792588169
2004-07-19,7.40734792588169
2004-07-26,7.40734792588169
2004-08-02,7.39077306760728
2004-08-09,7.39077306760728
2004-08-16,7.39077306760728
2004-08-23,7.39077306760728
2004-08-30,7.39077306760728
2004-09-06,7.40878887403436
2004-09-13,7.40878887403436
2004-09-20,7.40878887403436
2004-09-27,7.40878887403436
2004-10-04,7.45934275812278
2004-10-11,7.45934275812278
2004-10-18,7.45934275812278
2004-10-25,7.45934275812278
2004-11-01,7.50917538319222
2004-11-08,7.50917538319222
2004-11-15,7.50917538319222
2004-11-22,7.50917538319222
2004-11-29,7.50917538319222
2004-12-06,7.45730664140922
2004-12-13,7.45730664140922
2004-12-20,7.45730664140922
2004-12-27,7.45730664140922
2005-01-03,7.38335341543223
2005-01-10,7.38335341543223
2005-01-17,7.38335341543223
2005-01-24,7.38335341543223
2005-01-31,7.38335341543223
2005-02-07,7.46553124016973
2005-02-14,7.46553124016973
2005-02-21,7.46553124016973
2005-02-28,7.46553124016973
2005-03-07,7.41587471631449
2005-03-14,7.41587471631449
2005-03-21,7.41587471631449
2005-03-28,7.41587471631449
2005-04-04,7.48884740087349
2005-04-11,7.48884740087349
2005-04-18,7.48884740087349
2005-04-25,7.48884740087349
2005-05-02,7.50321081854614
2005-05-09,7.50321081854614
2005-05-16,7.50321081854614
2005-05-23,7.50321081854614
2005-05-30,7.50321081854614
2005-06-06,7.50382181223633
2005-06-13,7.50382181223633
2005-06-20,7.50382181223633
2005-06-27,7.50382181223633
2005-07-04,7.44942898898152
2005-07-11,7.44942898898152
2005-07-18,7.44942898898152
2005-07-25,7.44942898898152
2005-08-01,7.43665434502777
2005-08-08,7.43665434502777
2005-08-15,7.43665434502777
2005-08-22,7.43665434502777
2005-08-29,7.43665434502777
2005-09-05,7.46911086343177
2005-09-12,7.46911086343177
2005-09-19,7.46911086343177
2005-09-26,7.46911086343177
2005-10-03,7.47627093540602
2005-10-10,7.47627093540602
2005-10-17,7.47627093540602
2005-10-24,7.47627093540602
2005-10-31,7.47627093540602
2005-11-07,7.39060080891187
2005-11-14,7.39060080891187
2005-11-21,7.39060080891187
2005-11-28,7.39060080891187
2005-12-05,7.34599620859477
2005-12-12,7.34599620859477
2005-12-19,7.34599620859477
2005-12-26,7.34599620859477
2006-01-02,7.3125427207784
2006-01-09,7.3125427207784
2006-01-16,7.3125427207784
2006-01-23,7.3125427207784
2006-01-30,7.3125427207784
2006-02-06,7.27075192977821
2006-02-13,7.27075192977821
2006-02-20,7.27075192977821
2006-02-27,7.27075192977821
2006-03-06,7.20975650683308
2006-03-13,7.20975650683308
2006-03-20,7.20975650683308
2006-03-27,7.20975650683308
2006-04-03,7.13323707523643
2006-04-10,7.13323707523643
2006-04-17,7.13323707523643
2006-04-24,7.13323707523643
2006-05-01,7.0503728132635
2006-05-08,7.0503728132635
2006-05-15,7.0503728132635
2006-05-22,7.0503728132635
2006-05-29,7.0503728132635
2006-06-05,6.99444003380097
2006-06-12,6.99444003380097
2006-06-19,6.99444003380097
2006-06-26,6.99444003380097
2006-07-03,7.00212051612295
2006-07-10,7.00212051612295
2006-07-17,7.00212051612295
2006-07-24,7.00212051612295
2006-07-31,7.00212051612295
2006-08-07,6.98521419471772
2006-08-14,6.98521419471772
2006-08-21,6.98521419471772
2006-08-28,6.98521419471772
2006-09-04,6.90240058258628
2006-09-11,6.90240058258628
2006-09-18,6.90240058258628
2006-09-25,6.90240058258628
2006-10-02,6.77906160622196
2006-10-09,6.77906160622196
2006-10-16,6.77906160622196
2006-10-23,6.77906160622196
2006-10-30,6.77906160622196
2006-11-06,6.73906354604073
2006-11-13,6.73906354604073
2006-11-20,6.73906354604073
2006-11-27,6.73906354604073
2006-12-04,6.612543537088
2006-12-11,6.612543537088
2006-12-18,6.612543537088
2006-12-25,6.612543537088
2007-01-01,6.64333829441936
2007-01-08,6.64333829441936
2007-01-15,6.64333829441936
2007-01-22,6.64333829441936
2007-01-29,6.64333829441936
2007-02-05,6.57363914741145
2007-02-12,6.57363914741145
2007-02-19,6.57363914741145
2007-02-26,6.57363914741145
2007-03-05,6.49635403593035
2007-03-12,6.49635403593035
2007-03-19,6.49635403593035
2007-03-26,6.49635403593035
2007-04-02,6.39706979062359
2007-04-09,6.39706979062359
2007-04-16,6.39706979062359
2007-04-23,6.39706979062359
2007-04-30,6.39706979062359
2007-05-07,6.34589696248169
2007-05-14,6.34589696248169
2007-05-21,6.34589696248169
2007-05-28,6.34589696248169
2007-06-04,6.29157487503972
2007-06-11,6.29157487503972
2007-06-18,6.29157487503972
2007-06-25,6.29157487503972
2007-07-02,6.32283253836674
2007-07-09,6.32283253836674
2007-07-16,6.32283253836674
2007-07-23,6.32283253836674
2007-07-30,6.32283253836674
2007-08-06,6.25604752011219
2007-08-13,6.25604752011219
2007-08-20,6.25604752011219
2007-08-27,6.25604752011219
2007-09-03,6.2593610529304
2007-09-10,6.2593610529304
2007-09-17,6.2593610529304
2007-09-24,6.2593610529304
2007-10-01,6.22197729422369
2007-10-08,6.22197729422369
2007-10-15,6.22197729422369
2007-10-22,6.22197729422369
2007-10-29,6.22197729422369
2007-11-05,6.16044946247527
2007-11-12,6.16044946247527
2007-11-19,6.16044946247527
2007-11-26,6.16044946247527
2007-12-03,6.1889673865384
2007-12-10,6.1889673865384
2007-12-17,6.1889673865384
2007-12-24,6.1889673865384
2007-12-31,6.1889673865384
2008-01-07,6.16447657353453
2008-01-14,6.16447657353453
2008-01-21,6.16447657353453
2008-01-28,6.16447657353453
2008-02-04,6.11967112518267
2008-02-11,6.11967112518267
2008-02-18,6.11967112518267
2008-02-25,6.11967112518267
2008-03-03,6.09934826905761
2008-03-10,6.09934826905761
2008-03-17,6.09934826905761
2008-03-24,6.09934826905761
2008-03-31,6.09934826905761
2008-04-07,6.14708452853415
2008-04-14,6.14708452853415
2008-04-21,6.14708452853415
2008-04-28,6.14708452853415
2008-05-05,6.21497526189342
2008-05-12,6.21497526189342
2008-05-19,6.21497526189342
2008-05-26,6.21497526189342
2008-06-02,6.22936207919492
2008-06-09,6.22936207919492
2008-06-16,6.22936207919492
2008-06-23,6.22936207919492
2008-06-30,6.22936207919492
2008-07-07,6.26756547276465
2008-07-14,6.26756547276465
2008-07-21,6.26756547276465
2008-07-28,6.26756547276465
2008-08-04,6.34843225348115
2008-08-11,6.34843225348115
2008-08-18,6.34843225348115
2008-08-25,6.34843225348115
2008-09-01,6.3758691582426
2008-09-08,6.3758691582426
2008-09-15,6.3758691582426
2008-09-22,6.3758691582426
2008-09-29,6.3758691582426
2008-10-06,6.50304540608294
2008-10-13,6.50304540608294
2008-10-20,6.50304540608294
2008-10-27,6.50304540608294
2008-11-03,6.69845752714413
2008-11-10,6.69845752714413
2008-11-17,6.69845752714413
2008-11-24,6.69845752714413
2008-12-01,6.8855512751882
2008-12-08,6.8855512751882
2008-12-15,6.8855512751882
2008-12-22,6.8855512751882
2008-12-29,6.8855512751882
2009-01-05,7.18605789035792
2009-01-12,7.18605789035792
2009-01-19,7.18605789035792
2009-01-26,7.18605789035792
2009-02-02,7.52632514517621
2009-02-09,7.52632514517621
2009-02-16,7.52632514517621
2009-02-23,7.52632514517621
2009-03-02,7.78685135793747
2009-03-09,7.78685135793747
2009-03-16,7.78685135793747
2009-03-23,7.78685135793747
2009-03-30,7.78685135793747
2009-04-06,7.92729701806486
2009-04-13,7.92729701806486
2009-04-20,7.92729701806486
2009-04-27,7.92729701806486
2009-05-04,8.10964987852228
2009-05-11,8.10964987852228
2009-05-18,8.10964987852228
2009-05-25,8.10964987852228
2009-06-01,8.22464307553324
2009-06-08,8.22464307553324
2009-06-15,8.22464307553324
2009-06-22,8.22464307553324
2009-06-29,8.22464307553324
2009-07-06,8.24085028228983
2009-07-13,8.24085028228983
2009-07-20,8.24085028228983
2009-07-27,8.24085028228983
2009-08-03,8.26850029486673
2009-08-10,8.26850029486673
2009-08-17,8.26850029486673
2009-08-24,8.26850029486673
2009-08-31,8.26850029486673
2009-09-07,8.33886516577714
2009-09-14,8.33886516577714
2009-09-21,8.33886516577714
2009-09-28,8.33886516577714
2009-10-05,8.38397089238741
2009-10-12,8.38397089238741
2009-10-19,8.38397089238741
2009-10-26,8.38397089238741
2009-11-02,8.39083250508104
2009-11-09,8.39083250508104
2009-11-16,8.39083250508104
2009-11-23,8.39083250508104
2009-11-30,8.39083250508104
2009-12-07,8.36986846615733
2009-12-14,8.36986846615733
2009-12-21,8.36986846615733
2009-12-28,8.36986846615733
2010-01-04,8.35688096175409
2010-01-11,8.35688096175409
2010-01-18,8.35688096175409
2010-01-25,8.35688096175409
2010-02-01,8.36198714336956
2010-02-08,8.36198714336956
2010-02-15,8.36198714336956
2010-02-22,8.36198714336956
2010-03-01,8.31848420416461
2010-03-08,8.31848420416461
2010-03-15,8.31848420416461
2010-03-22,8.31848420416461
2010-03-29,8.31848420416461
2010-04-05,8.32102634372289
2010-04-12,8.32102634372289
2010-04-19,8.32102634372289
2010-04-26,8.32102634372289
2010-05-03,8.22470479204985
2010-05-10,8.22470479204985
2010-05-17,8.22470479204985
2010-05-24,8.22470479204985
2010-05-31,8.22470479204985
2010-06-07,8.09504857576798
2010-06-14,8.09504857576798
2010-06-21,8.09504857576798
2010-06-28,8.09504857576798
2010-07-05,8.08698277013393
2010-07-12,8.08698277013393
2010-07-19,8.08698277013393
2010-07-26,8.08698277013393
2010-08-02,8.09156095429613
2010-08-09,8.09156095429613
2010-08-16,8.09156095429613
2010-08-23,8.09156095429613
2010-08-30,8.09156095429613
2010-09-06,8.10873303316679
2010-09-13,8.10873303316679
2010-09-20,8.10873303316679
2010-09-27,8.10873303316679
2010-10-04,8.10858120743232
2010-10-11,8.10858120743232
2010-10-18,8.10858120743232
2010-10-25,8.10858120743232
2010-11-01,8.11997932174092
2010-11-08,8.11997932174092
2010-11-15,8.11997932174092
2010-11-22,8.11997932174092
2010-11-29,8.11997932174092
2010-12-06,7.96477697567831
2010-12-13,7.96477697567831
2010-12-20,7.96477697567831
2010-12-27,7.96477697567831
2011-01-03,7.88625515152303
2011-01-10,7.88625515152303
2011-01-17,7.88625515152303
2011-01-24,7.88625515152303
2011-01-31,7.88625515152303
2011-02-07,7.83465497989455
2011-02-14,7.83465497989455
2011-02-21,7.83465497989455
2011-02-28,7.83465497989455
2011-03-07,7.77859989262771
2011-03-14,7.77859989262771
2011-03-21,7.77859989262771
2011-03-28,7.77859989262771
2011-04-04,7.79510260821511
2011-04-11,7.79510260821511
2011-04-18,7.79510260821511
2011-04-25,7.79510260821511
2011-05-02,7.81813474701585
2011-05-09,7.81813474701585
2011-05-16,7.81813474701585
2011-05-23,7.81813474701585
2011-05-30,7.81813474701585
2011-06-06,7.85010519444326
2011-06-13,7.85010519444326
2011-06-20,7.85010519444326
2011-06-27,7.85010519444326
2011-07-04,7.84956650639896
2011-07-11,7.84956650639896
2011-07-18,7.84956650639896
2011-07-25,7.84956650639896
2011-08-01,7.87512578900083
2011-08-08,7.87512578900083
2011-08-15,7.87512578900083
2011-08-22,7.87512578900083
2011-08-29,7.87512578900083
2011-09-05,7.94467895457007
2011-09-12,7.94467895457007
2011-09-19,7.94467895457007
2011-09-26,7.94467895457007
2011-10-03,7.92822322056294
2011-10-10,7.92822322056294
2011-10-17,7.92822322056294
2011-10-24,7.92822322056294
2011-10-31,7.92822322056294
2011-11-07,7.99960007697618
2011-11-14,7.99960007697618
2011-11-21,7.99960007697618
2011-11-28,7.99960007697618
2011-12-05,8.00389931330936
2011-12-12,8.00389931330936
2011-12-19,8.00389931330936
2011-12-26,8.00389931330936
2012-01-02,7.9991980028073
2012-01-09,7.9991980028073
2012-01-16,7.9991980028073
2012-01-23,7.9991980028073
2012-01-30,7.9991980028073
2012-02-06,8.04053934075355
2012-02-13,8.04053934075355
2012-02-20,8.04053934075355
2012-02-27,8.04053934075355
2012-03-05,8.0855070107203
2012-03-12,8.0855070107203
2012-03-19,8.0855070107203
2012-03-26,8.0855070107203
2012-04-02,8.12027930135648
2012-04-09,8.12027930135648
2012-04-16,8.12027930135648
2012-04-23,8.12027930135648
2012-04-30,8.12027930135648
2012-05-07,8.13345129691746
2012-05-14,8.13345129691746
2012-05-21,8.13345129691746
2012-05-28,8.13345129691746
2012-06-04,8.15808418461627
2012-06-11,8.15808418461627
2012-06-18,8.15808418461627
2012-06-25,8.15808418461627
2012-07-02,8.15693896774453
2012-07-09,8.15693896774453
2012-07-16,8.15693896774453
2012-07-23,8.15693896774453
2012-07-30,8.15693896774453
2012-08-06,8.12094344366226
2012-08-13,8.12094344366226
2012-08-20,8.12094344366226
2012-08-27,8.12094344366226
2012-09-03,8.15450744753078
2012-09-10,8.15450744753078
2012-09-17,8.15450744753078
2012-09-24,8.15450744753078
2012-10-01,8.29044458363941
2012-10-08,8.29044458363941
2012-10-15,8.29044458363941
2012-10-22,8.29044458363941
2012-10-29,8.29044458363941
2012-11-05,8.28925146226615
2012-11-12,8.28925146226615
2012-11-19,8.28925146226615
2012-11-26,8.28925146226615
2012-12-03,8.33316207679714
2012-12-10,8.33316207679714
2012-12-17,8.33316207679714
2012-12-24,8.33316207679714
2012-12-31,8.33316207679714
2013-01-07,8.50370197282945
2013-01-14,8.50370197282945
2013-01-21,8.50370197282945
2013-01-28,8.50370197282945
2013-02-04,8.42184400176929
2013-02-11,8.42184400176929
2013-02-18,8.42184400176929
2013-02-25,8.42184400176929
2013-03-04,8.41006334475853
2013-03-11,8.41006334475853
2013-03-18,8.41006334475853
2013-03-25,8.41006334475853
2013-04-01,8.47927079816863
2013-04-08,8.47927079816863
2013-04-15,8.47927079816863
2013-04-22,8.47927079816863
2013-04-29,8.47927079816863
2013-05-06,8.41193929872445
2013-05-13,8.41193929872445
2013-05-20,8.41193929872445
2013-05-27,8.41193929872445
2013-06-03,8.44448862790121
2013-06-10,8.44448862790121
2013-06-17,8.44448862790121
2013-06-24,8.44448862790121
2013-07-01,8.34976055702968
2013-07-08,8.34976055702968
2013-07-15,8.34976055702968
2013-07-22,8.34976055702968
2013-07-29,8.34976055702968
2013-08-05,8.33543614503006
2013-08-12,8.33543614503006
2013-08-19,8.33543614503006
2013-08-26,8.33543614503006
2013-09-02,8.36688504903777
2013-09-09,8.36688504903777
2013-09-16,8.36688504903777
2013-09-23,8.36688504903777
2013-09-30,8.36688504903777
2013-10-07,8.3261647601715
2013-10-14,8.3261647601715
2013-10-21,8.3261647601715
2013-10-28,8.3261647601715
2013-11-04,8.2674822403703
2013-11-11,8.2674822403703
2013-11-18,8.2674822403703
2013-11-25,8.2674822403703
2013-12-02,8.29080324820898
2013-12-09,8.29080324820898
2013-12-16,8.29080324820898
2013-12-23,8.29080324820898
2013-12-30,8.29080324820898
2014-01-06,8.3320086869329
2014-01-13,8.3320086869329
2014-01-20,8.3320086869329
2014-01-27,8.3320086869329
2014-02-03,8.33514004946985
2014-02-10,8.33514004946985
2014-02-17,8.33514004946985
2014-02-24,8.33514004946985
2014-03-03,8.25488001158406
2014-03-10,8.25488001158406
2014-03-17,8.25488001158406
2014-03-24,8.25488001158406
