,0,1,2,3,4
2006-12-04 00:00:00+00:00,0.03342174,0.86458004,0.034171842,0.03353113,0.03429524
2006-12-05 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-06 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-07 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-08 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-09 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-10 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-11 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-12 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-13 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-14 00:00:00+00:00,0.86581963,0.033832166,0.033345327,0.033344664,0.03365821
2006-12-15 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-16 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-17 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-18 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-19 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-21 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-22 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-23 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-24 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-25 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-26 00:00:00+00:00,0.86539006,0.033452667,0.033657767,0.03361557,0.03388388
2006-12-27 00:00:00+00:00,0.050013125,0.79742223,0.050251998,0.051534943,0.05077771
2006-12-28 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-29 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-30 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-31 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-01-01 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-01-02 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-01-03 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-01-04 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-01-05 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-01-06 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-01-07 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-01-08 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-01-09 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-01-10 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-01-11 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-01-12 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-01-13 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-01-14 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-01-15 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-01-16 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-01-17 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-01-18 00:00:00+00:00,0.03439779,0.033496168,0.034086674,0.03377262,0.8642468
2007-01-19 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-01-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-01-21 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-01-22 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-01-23 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-01-24 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-01-25 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-01-26 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-01-27 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-01-28 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-01-29 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-01-30 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-01-31 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-02-01 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-02-02 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-02-03 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-02-04 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-02-05 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-02-06 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-02-07 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-02-08 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-02-09 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-02-10 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-02-11 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-02-12 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-02-13 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-02-14 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-02-15 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-02-16 00:00:00+00:00,0.865225,0.034162212,0.033343744,0.033525724,0.033743277
2007-02-17 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-02-18 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-02-19 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-02-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-02-21 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-02-22 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-02-23 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-02-24 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-02-25 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-02-26 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-02-27 00:00:00+00:00,0.83994436,0.0400135,0.04001453,0.040013716,0.04001388
2007-02-28 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-03-01 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-03-02 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-03-03 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-03-04 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-03-05 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-03-06 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-03-07 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-03-08 00:00:00+00:00,0.025312189,0.8993822,0.025056515,0.025120221,0.025128888
2007-03-09 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-03-10 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-03-11 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-03-12 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-03-13 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-03-14 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-03-15 00:00:00+00:00,0.028711928,0.029018896,0.02888269,0.8841105,0.029275937
2007-03-16 00:00:00+00:00,0.88468146,0.028803786,0.028874058,0.028852139,0.028788539
2007-03-17 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-03-18 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-03-19 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-03-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-03-21 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-03-22 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-03-23 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-03-24 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2007-03-25 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
