EventCode,NumMentions,Actor1Code,Actor1Name,Actor2Code,Actor2Name,NumArticles,DATEADDED
043,5,NRMRAC020,CREATIVITY,,,5,20230524070000
020,10,OPP,ACTIVIST,COP,BORDER PATROL,10,20230524070000
014,5,OPP,THE OPPOSITION,IRNLAB,KURDISTAN,5,20230524070000
163,10,PTY,POLITICAL PARTIES,LEG,PARLIAMENT,10,20230524070000
010,5,REL,BISHOP,EDU,SCHOOL,5,20230524070000
115,10,USA,CLEVELAND,,,10,20230524070000
015,10,USA,LAWRENCE,COP,PRISON,10,20230524070000
010,10,USA,OREGON,EDU,SCHOOL,10,20230524070000
043,10,USA,OREGON,EDU,SCHOOL,10,20230524070000
036,5,USA,SEATTLE,NGOHLHIRC,RED CROSS,5,20230524070000
0874,20,,,BUS,BANK,10,20230524063000
036,5,,,USAEDU,NORTH CAROLINA,5,20230524063000
036,10,,,ben,BENGALI,10,20230524063000
0841,10,COP,POLICE,FJIGOV,VOREQE BAINIMARAMA,10,20230524063000
046,10,COP,DEPUTY,GOVBUS,PREMIER,10,20230524063000
190,5,COP,DEPUTY,MIL,COMMANDER,5,20230524063000
016,10,CRM,CRIMINAL,,,10,20230524063000
015,10,CRM,THIEF,GBR,EDINBURGH,10,20230524063000
120,10,EDU,STUDENT,CVLEDU,COMMUNITY,10,20230524063000
060,10,EDU,UNIVERSITY,USA,FLORIDA,10,20230524063000
043,10,GBR,MANCHESTER,USA,RICHMOND,10,20230524063000
1721,10,GOV,GOVERNMENT,,,10,20230524063000
100,10,GOV,REGULATOR,BUS,COMPANIES,10,20230524063000
122,5,GOV,FINANCE MINIST,EDU,SCHOOL,5,20230524063000
010,5,GOV,PRESIDENT,JUD,PROSECUTOR,5,20230524063000
112,5,GOV,GOVERNMENT,JUD,LAWYER,5,20230524063000
046,10,GOVBUS,PREMIER,COP,DEPUTY,10,20230524063000
111,10,IND,DELHI,BUS,INDUSTRY,10,20230524063000
125,10,JUD,LAWYER,,,10,20230524063000
013,10,MED,WEBSITE,MNCUSA,MICROSOFT,10,20230524063000
060,10,MED,WEBSITE,MNCUSA,MICROSOFT,10,20230524063000
040,30,MMR,RAKHINE STATE,,,30,20230524063000
1712,15,MMR,RAKHINE STATE,,,15,20230524063000
110,10,MNCUSAMED,GOOGLE,,,10,20230524063000
1014,20,OPP,THE OPPOSITION,,,20,20230524063000
017,10,SIK,SIKH,,,10,20230524063000
051,10,SIK,SIKH,,,10,20230524063000
010,5,SIKEDU,SIKH,,,5,20230524063000
042,10,USA,RICHMOND,GBR,MANCHESTER,10,20230524063000
036,5,USAEDU,NORTH CAROLINA,,,5,20230524063000
090,10,USAEDU,ARIZONA,SPY,INTELLIGENCE,10,20230524063000
190,10,USAELI,LOUISVILLE,,,10,20230524063000
111,10,ZAF,BLOEMFONTEIN,JPN,SAGA,10,20230524063000
012,10,ZWE,BULAWAYO,,,10,20230524063000
036,10,ben,BENGALI,,,10,20230524063000
057,10,,,CVL,SETTLEMENT,10,20230524061500
040,10,,,ESP,GALICIA,10,20230524061500
036,10,,,EUR,EUROPEAN,10,20230524061500
042,10,,,ITA,PIEDMONT,10,20230524061500
051,10,BUS,BUSINESS,GOV,PRESIDENT,10,20230524061500
040,10,BUS,COMPANIES,SPY,INTELLIGENCE,10,20230524061500
1712,10,COP,POLICE,CVL,VILLAGE,10,20230524061500
173,10,COP,POLICE,ELI,ACTOR,10,20230524061500
084,10,CRM,THIEVES,,,10,20230524061500
057,10,CVL,SETTLEMENT,,,10,20230524061500
051,10,CVL,VILLAGE,AGR,FARMER,10,20230524061500
051,10,CVL,VOTER,TURGOV,RECEP TAYYIP ERDOGAN,10,20230524061500
114,10,EDU,STUDENT,,,10,20230524061500
040,10,ESP,GALICIA,,,10,20230524061500
036,10,EUR,EUROPEAN,,,10,20230524061500
173,10,EUR,EUROPEAN,,,10,20230524061500
040,10,FRA,REIMS,CVL,TOURIST,10,20230524061500
046,10,GOV,GOVERNMENT,KOR,SEOUL,10,20230524061500
043,10,GOV,MINIST OF JUSTICE,LEG,NATIONAL ASSEMBLY,10,20230524061500
084,10,HINAST700,YOGA,,,10,20230524061500
020,10,IND,TAMIL NADU,LAB,WORKER,10,20230524061500
043,10,ITA,PIEDMONT,,,10,20230524061500
0841,10,ITA,CALABRIA,ELIELI,ACTOR,10,20230524061500
112,10,JUD,PROSECUTOR,LEG,PARLIAMENT,10,20230524061500
046,10,KOR,SEOUL,GOV,GOVERNMENT,10,20230524061500
010,10,LEG,LEGISLATOR,DOM,REPUBLICA DOMINICANA,10,20230524061500
042,10,LEG,NATIONAL ASSEMBLY,GOV,MINIST OF JUSTICE,10,20230524061500
016,10,MDV,MALE,,,10,20230524061500
040,10,MED,MEDIA,LAB,WORKER,10,20230524061500
010,10,NPL,GORKHA,,,10,20230524061500
180,10,OPP,ACTIVIST,LEG,SENATE,10,20230524061500
160,10,OPPGOV,THE OPPOSITION,,,10,20230524061500
060,10,REL,PRIEST,,,10,20230524061500
040,10,SPY,INTELLIGENCE,BUS,COMPANIES,10,20230524061500
012,10,ZAFGOVEDU,WESTERN CAPE,,,10,20230524061500
172,10,ZAFGOVEDU,WESTERN CAPE,,,10,20230524061500
190,10,,,AFR,AFRICA,10,20230524063000
173,10,,,ELI,ACTOR,10,20230524063000
040,10,,,GOVEDU,MINIST OF EDUCATION,10,20230524063000
043,10,,,GOVREL,FOREIGN MINIST,10,20230524063000
112,10,,,HLH,HOSPITAL,10,20230524063000
043,10,,,SAUGOV,ABDULLAH,10,20230524063000
036,10,BUS,CORPORATION,COP,POLICE,10,20230524063000
070,10,BUSBUS,AEROSPACE,BUS,AEROSPACE,10,20230524063000
022,10,BUSCOP,CORPORATION,,,10,20230524063000
1014,10,COP,POLICE,,,10,20230524063000
036,10,COP,POLICE,BUS,CORPORATION,10,20230524063000
020,10,COP,DEPUTIES,JUD,PROSECUTOR,10,20230524063000
173,10,COP,POLICE,NPL,JHAPA,10,20230524063000
1712,10,CVL,RESIDENTS,,,10,20230524063000
1822,10,CVL,VILLAGE,,,10,20230524063000
112,10,CVL,VILLAGE,RUS,IVANOVO,10,20230524063000
190,10,CVL,VILLAGE,RUS,IVANOVO,10,20230524063000
071,10,EDU,SCHOOL,BUS,BOSS,10,20230524063000
173,20,ELI,ACTOR,,,20,20230524063000
050,10,ESPBUS,TOLEDO,NGOCHRCTH,CARITAS,10,20230524063000
036,10,EUR,EUROPEAN,GOV,PRESIDENT,10,20230524063000
172,10,EUR,EUROPE,LEG,LEGISLATOR,10,20230524063000
020,10,GOV,GOVERNOR,AGR,FARMER,10,20230524063000
114,10,GOV,GOVERNOR,AGR,FARMER,10,20230524063000
0356,10,GOV,GOVERNMENT,BUS,INDUSTRY,10,20230524063000
036,10,GOV,PRESIDENT,EUR,EUROPEAN,10,20230524063000
141,10,GOV,PRESIDENT,REL,SAINT,10,20230524063000
040,10,GOVEDU,MINIST OF EDUCATION,,,10,20230524063000
040,10,GOVPTY,RULING PARTY,,,10,20230524063000
042,10,GOVREL,FOREIGN MINIST,,,10,20230524063000
051,10,HIN,HINDU,IDN,BANDUNG,10,20230524063000
180,10,HLH,HOSPITAL,,,10,20230524063000
060,10,IDN,RIAU,GOV,MINISTRY,10,20230524063000
051,10,IDN,BALI,HIN,HINDU,10,20230524063000
114,10,JUD,PROSECUTOR,BUS,COMPANY,10,20230524063000
043,10,KOR,SEOUL,LEG,REPRESENTATIVES,10,20230524063000
186,10,LAB,WORKER,,,10,20230524063000
042,10,LEG,REPRESENTATIVES,KOR,SEOUL,10,20230524063000
040,10,MUSGOV,PRAVIND JUGNAUTH,GOV,GOVERNMENT,10,20230524063000
012,10,OPP,THE OPPOSITION,,,10,20230524063000
084,10,REL,PILGRIM,,,10,20230524063000
010,10,REL,PREACHER,MOS,ISLAM,10,20230524063000
042,10,SAUGOV,ABDULLAH,,,10,20230524063000
100,10,,,EDU,ACADEMICS,10,20230524064500
040,10,,,NLD,HOLLAND,10,20230524064500
042,10,,,NZL,WAIKATO,10,20230524064500
040,5,,,SPY,INTELLIGENCE,5,20230524064500
043,10,CHRPRO210,LUTHERAN,NGOUSAEDU,DELTA KAPPA GAMMA,10,20230524064500
090,10,CVL,SETTLEMENT,JUD,ATTORNEY,10,20230524064500
041,5,CVL,VILLAGER,MIL,MAJOR GENERAL,5,20230524064500
046,5,CVL,VILLAGER,MIL,MAJOR GENERAL,5,20230524064500
010,10,CVL,COMMUNITY,USACOP,MEMPHIS,10,20230524064500
010,10,EDU,UNIVERSITY,BUS,BUSINESS,10,20230524064500
012,10,EDU,SCHOOL,EDUMED,SCHOOL,10,20230524064500
020,10,EDU,SCHOOL,LAB,STAFF MEMBER,10,20230524064500
051,10,EDUEDU,SCHOOL,EDU,SCHOOL,10,20230524064500
030,10,ELI,ACTOR,USA,INDIANAPOLIS,10,20230524064500
173,10,GOV,AUTHORITIES,JUD,SUPREME COURT,10,20230524064500
120,10,IND,CHANDIGARH,,,10,20230524064500
120,10,IND,CHANDIGARH,MILJUD,ARMED FORCES,10,20230524064500
120,10,INDEDU,KARNATAKA,,,10,20230524064500
192,20,JUD,JUDGE,,,20,20230524064500
081,10,JUD,JUDGE,COP,PRISON,10,20230524064500
128,10,JUD,JUDGE,COP,PRISON,10,20230524064500
130,10,JUD,JUDGE,COP,PRISON,10,20230524064500
071,10,JUD,ATTORNEY,CVL,SETTLEMENT,10,20230524064500
020,10,LAB,UNIONS,EDU,SCHOOL,10,20230524064500
100,5,LEG,PARLIAMENT HOUSE,GOV,PRIME MINISTER,5,20230524064500
010,10,LEG,SENATOR,LAB,WORKER,10,20230524064500
0214,10,LEG,SENATOR,LAB,WORKER,10,20230524064500
031,10,MIL,MILITARY,,,10,20230524064500
040,5,MIL,MAJOR GENERAL,CVL,VILLAGER,5,20230524064500
041,5,MIL,MAJOR GENERAL,CVL,VILLAGER,5,20230524064500
046,5,MIL,MAJOR GENERAL,CVL,VILLAGER,5,20230524064500
010,10,MNCKOR,SAMSUNG,,,10,20230524064500
042,10,NGOUSAEDU,DELTA KAPPA GAMMA,CHRPRO210,LUTHERAN,10,20230524064500
040,10,NLD,HOLLAND,,,10,20230524064500
043,10,NZL,WAIKATO,,,10,20230524064500
060,10,NZL,AUCKLAND,,,10,20230524064500
163,10,OPP,THE OPPOSITION,,,10,20230524064500
1822,10,OPP,HUMAN RIGHTS ACTIVIST,,,10,20230524064500
163,10,OPP,THE OPPOSITION,GOV,GOVERNMENT,10,20230524064500
010,5,OPP,OPPOSITION PARTIES,LEG,PARLIAMENT HOUSE,5,20230524064500
163,20,OPP,OPPOSITION PARTIES,LEG,PARLIAMENT,10,20230524064500
013,5,SPY,INTELLIGENCE,,,5,20230524064500
040,5,SPY,INTELLIGENCE,,,5,20230524064500
010,25,USA,NEW YORK,BUS,COMPANY,10,20230524064500
125,10,USA,MEMPHIS,CVL,COMMUNITY,10,20230524064500
112,10,USA,ARKANSAS,EDU,UNIVERSITY,10,20230524064500
130,10,USAMED,WALL STREET JOURNAL,,,10,20230524064500
0214,5,kisLEG,KISII,GOV,GOVERNOR,5,20230524064500
042,10,,,HINAST700,YOGA,10,20230524040000
046,10,,,NPL,BARA,10,20230524040000
010,10,AFR,AFRICA,,,10,20230524040000
075,10,CVL,COMMUNITY,IND,MIZORAM,10,20230524040000
083,10,GOV,ELECTION COMMISSION,,,10,20230524040000
043,10,HINAST700,YOGA,,,10,20230524040000
036,2,IDN,INDONESIA,,,2,20230524040000
051,1,IDN,SEMARANG,,,1,20230524040000
051,1,IDN,JAKARTA,REL,PILGRIM,1,20230524040000
120,10,IND,KARNATAKA,GOV,GOVERNMENT,10,20230524040000
036,10,ITA,SICILY,,,10,20230524040000
180,10,LEG,LEGISLATOR,,,10,20230524040000
190,10,MEX,MEXICO,CRM,CRIMINAL,10,20230524040000
0874,10,MIL,ARMY,HLH,HOSPITAL,10,20230524040000
072,10,MIL,MILITARY,UKR,DONETSK,10,20230524040000
046,10,NPL,BARA,,,10,20230524040000
020,10,OPP,PRISONER,MIL,MILITARY,10,20230524040000
042,1,UKRGOV,UKRAINE,,,1,20230524040000
036,10,,,CRM,CRIMINAL,10,20230524034500
042,10,,,PTY,POLITICIAN,10,20230524034500
028,20,BUS,BANK,,,10,20230524034500
033,10,BUS,BUSINESS,,,10,20230524034500
043,10,BUS,BANK,JUD,MAGISTRATE,10,20230524034500
173,10,COP,POLICE,CVLEDU,NEIGHBORHOOD,10,20230524034500
173,10,COP,POLICE,LAB,WORKER,10,20230524034500
036,10,CRM,CRIMINAL,,,10,20230524034500
020,10,CRM,CRIMINAL,JUD,APPEALS COURT,10,20230524034500
043,10,CVL,POPULATION,RUSCVL,IRKUTSK,10,20230524034500
012,10,EDUEDU,UNIVERSITY,,,10,20230524034500
129,10,GOV,GOVERNOR,JUD,PROSECUTOR,10,20230524034500
010,10,GOVCOP,HIGH OFFICIAL,CRM,CRIMINAL,10,20230524034500
071,10,GOVMED,MINIST OF COMMUNICATION,,,10,20230524034500
110,10,GOVMED,MINIST OF COMMUNICATION,,,10,20230524034500
022,10,HLHEDU,HOSPITAL,,,10,20230524034500
042,10,JUD,MAGISTRATE,BUS,BANK,10,20230524034500
090,10,KOR,SEOUL,BUS,COMPANY,10,20230524034500
030,10,LAB,WORKER,,,10,20230524034500
020,20,LAB,WORKER,LEG,PARLIAMENT,10,20230524034500
100,10,LAB,WORKER,MIL,MILITARY,10,20230524034500
040,10,LEG,DELEGATE,REL,SAINT,10,20230524034500
114,10,MIL,MILITARY,,,10,20230524034500
020,10,NPLHLH,GULMI,NPL,GULMI,10,20230524034500
043,10,PTY,POLITICIAN,,,10,20230524034500
051,10,REL,MONK,CVL,RESIDENTS,10,20230524034500
040,10,REL,SAINT,LEG,DELEGATE,10,20230524034500
042,10,RUSCVL,IRKUTSK,CVL,POPULATION,10,20230524034500
010,10,SAU,MEDINA,,,10,20230524034500
042,10,,,IDN,PAPUA,10,20230524041500
051,10,,,ace,ACEHNESE,10,20230524041500
043,10,AGR,FARMER,BUS,PRODUCER,10,20230524041500
100,10,AGR,FARMER,BUS,COMPANY,10,20230524041500
186,10,BUS,MERCHANT,,,10,20230524041500
042,10,BUS,PRODUCER,AGR,FARMER,10,20230524041500
090,10,BUS,INVESTOR,CRM,CRIMINAL,10,20230524041500
010,10,COP,POLICE CHIEF,ELI,ACTOR,10,20230524041500
051,10,COPGOV,POLICE,BUS,INDUSTRY,10,20230524041500
051,20,CRM,CRIMINAL,,,10,20230524041500
0841,10,CRM,CRIMINAL,JUD,JUDGE,10,20230524041500
043,10,CVL,NEIGHBORHOOD,EDU,COLLEGE,10,20230524041500
042,10,EDU,COLLEGE,CVL,NEIGHBORHOOD,10,20230524041500
111,10,EDU,STUDENT,GOV,AUTHORITIES,10,20230524041500
046,10,EDU,SCHOOL,MCOELI,ALBERT,10,20230524041500
1821,10,ELI,ACTOR,,,10,20230524041500
180,10,ELI,ACTOR,IDN,PAPUA,10,20230524041500
0332,10,GOV,GOVERNMENT,,,10,20230524041500
141,10,GOV,GOVERNMENT,,,10,20230524041500
190,10,GOV,GOVERNMENT,CRM,ORGANIZED CRIME,10,20230524041500
012,10,GOV,GOVERNMENT,CVL,VOTER,10,20230524041500
084,10,GOV,REGIME,ESP,GALICIA,10,20230524041500
051,10,GOV,MAYOR,FRA,LOIRE,10,20230524041500
046,10,GOV,MAYOR,LAB,WORKER,10,20230524041500
051,10,GOVJUD,MINIST,,,10,20230524041500
043,10,IDN,PAPUA,,,10,20230524041500
1821,10,LAB,WORKER,COP,POLICE,10,20230524041500
046,10,LAB,WORKER,GOV,MAYOR,10,20230524041500
040,10,LEG,REPRESENTATIVES,RUS,TATARSTAN,10,20230524041500
057,10,LEG,REPRESENTATIVES,RUS,TATARSTAN,10,20230524041500
051,10,MOS,ISLAM,,,10,20230524041500
040,10,RUS,TATARSTAN,LEG,REPRESENTATIVES,10,20230524041500
057,10,RUS,TATARSTAN,LEG,REPRESENTATIVES,10,20230524041500
040,10,,,AGR,FARMER,10,20230524040000
1823,10,,,COP,POLICE,10,20230524040000
042,10,,,FRA,CANNES,10,20230524040000
046,10,,,MNCUSA,MICROSOFT,10,20230524040000
040,10,AGR,FARMER,,,10,20230524040000
051,10,AGR,FISHER,,,10,20230524040000
130,10,AUS,VICTORIA,,,10,20230524040000
011,10,BUS,BUSINESS,,,10,20230524040000
124,10,BUS,BUSINESS,,,10,20230524040000
020,10,BUS,INDUSTRY,ELI,ACTOR,10,20230524040000
090,5,BUS,COMPANY,MNCUSAMED,GOOGLE,5,20230524040000
111,10,CANELI,ALBERTA,CAN,ALBERTA,10,20230524040000
010,10,COPCOP,POLICE,,,10,20230524040000
112,5,CVL,VILLAGE,COP,POLICE,5,20230524040000
130,5,CVL,RESIDENTS,MED,MEDIA,5,20230524040000
0831,5,EDU,SCHOOL,,,5,20230524040000
042,10,EDU,SCHOOL,JUD,PROSECUTOR,10,20230524040000
0831,5,EDU,SCHOOL,LAB,EMPLOYEE,5,20230524040000
043,10,FRA,CANNES,,,10,20230524040000
111,10,GBRGOV,WALES,,,10,20230524040000
080,10,GOV,MINIST,PNG,PORT MORESBY,10,20230524040000
020,10,IRL,CORK,,,10,20230524040000
013,10,JUD,PUBLIC DEFENDER,,,10,20230524040000
018,5,JUD,JUDGE,,,5,20230524040000
028,10,JUD,LAWYER,,,10,20230524040000
043,10,JUD,PROSECUTOR,EDU,SCHOOL,10,20230524040000
026,10,JUD,LAWYER,GOV,ATTORNEY GENERAL,10,20230524040000
020,10,JUD,ATTORNEY,MED,PUBLICATION,10,20230524040000
124,10,JUD,ATTORNEY,MED,PUBLICATION,10,20230524040000
090,10,LEG,CONGRESS,,,5,20230524040000
026,5,LEG,CHAMBER,CVL,CONSTITUENT,5,20230524040000
010,10,MED,TELEVISION,BUS,COMPANIES,10,20230524040000
090,10,MED,SPOKESMAN,COP,POLICE,10,20230524040000
051,10,MED,COLUMNIST,CVL,COMMUNITY,10,20230524040000
020,10,MNCKOR,SAMSUNG,BUS,INDUSTRY,10,20230524040000
046,10,MNCUSA,MICROSOFT,,,10,20230524040000
060,10,MNCUSAMED,GOOGLE,,,10,20230524040000
111,10,MNCUSAMED,GOOGLE,,,10,20230524040000
090,10,MNCUSAMED,GOOGLE,MNCUSA,MICROSOFT,10,20230524040000
033,5,NGO,ROTARY CLUB,,,5,20230524040000
154,5,ZAF,SOUTH AFRICAN,MIL,DEFENCE FORCE,5,20230524040000
190,10,,,BEL,WATERLOO,10,20230524041500
190,5,,,CAN,EDMONTON,5,20230524041500
013,10,,,COP,PRISON,10,20230524041500
060,5,,,IND,RAJASTHAN,5,20230524041500
042,5,,,MYS,SABAH,5,20230524041500
017,5,AFR,AFRICA,,,5,20230524041500
013,10,AUSCOP,TASMANIA,,,10,20230524041500
173,20,CANCOP,EDMONTON,,,10,20230524041500
120,20,CANGOV,DAVID JOHNSTON,,,10,20230524041500
060,5,COP,POLICE,IND,RAJASTHAN,5,20230524041500
163,10,CVL,VILLAGE,,,10,20230524041500
172,10,CVL,ENGINEER,,,10,20230524041500
073,10,EDU,COLLEGE,HLH,HOSPITAL,10,20230524041500
015,10,GOV,MAYOR,,,10,20230524041500
022,10,GOV,GOVERNMENT,,,10,20230524041500
0234,10,GOV,GOVERNMENT,,,10,20230524041500
017,5,GOV,ADMINISTRATION,AFR,AFRICA,5,20230524041500
020,5,GOV,ADMINISTRATION,AFR,AFRICA,5,20230524041500
018,5,GOV,STATE LEADER,USA,CHARLOTTE,5,20230524041500
141,10,GOV,FIRE DEPARTMENT,USA,COLUMBUS,10,20230524041500
014,10,HLH,SURGEON,MED,MEDIA,10,20230524041500
051,10,HLH,SURGEON,MED,MEDIA,10,20230524041500
173,5,IND,MADHYA PRADESH,CVL,VILLAGE,5,20230524041500
141,40,LEG,HOUSE OF ASSEMBLY,,,20,20230524041500
010,70,LEG,SENATOR,GOV,MINIST,70,20230524041500
073,10,MED,WEBSITE,,,10,20230524041500
111,10,MNCKOR,HYUNDAI,,,10,20230524041500
043,5,MYS,SABAH,,,5,20230524041500
016,10,SLV,SANTA ANA,USA,CALIFORNIA,10,20230524041500
0311,5,USA,PORTLAND,,,5,20230524041500
173,5,USA,PORTLAND,COP,PRISON,5,20230524041500
020,10,USA,THE US,MED,MEDIA,10,20230524041500
100,10,ZAF,LIMPOPO,GOV,GOVERNMENT,10,20230524041500
061,10,,,BUS,ENTREPRENEUR,10,20230524051500
057,10,,,GOVEDU,MINIST OF EDUCATION,10,20230524051500
040,10,,,MNG,KHENTII,10,20230524051500
061,10,BUS,ENTREPRENEUR,,,10,20230524051500
046,10,BUS,BUSINESS,LAB,EMPLOYEE,10,20230524051500
043,10,COP,SECURITY FORCE,GOV,GOVERNMENT,10,20230524051500
193,10,CRM,ASSAILANT,REL,SAINT,10,20230524051500
010,10,CVL,RESIDENTS,JUD,PROSECUTOR,10,20230524051500
080,10,EDU,SCHOOL,JUD,PROSECUTOR,10,20230524051500
081,10,EDU,SCHOOL,JUD,PROSECUTOR,10,20230524051500
172,10,EDU,SCHOOL,LABEDU,EMPLOYEE,10,20230524051500
112,10,ESP,ANDALUSIA,,,10,20230524051500
042,10,GOV,GOVERNMENT,COP,SECURITY FORCE,10,20230524051500
120,10,GOV,GOVERNMENT,COP,SECURITY FORCE,10,20230524051500
180,10,GOV,GOVERNOR,CRM,CRIMINAL,10,20230524051500
057,10,GOVEDU,MINIST OF EDUCATION,,,10,20230524051500
061,10,HLH,DOCTOR,,,10,20230524051500
1041,10,JUD,ADVOCATE,,,10,20230524051500
046,10,LAB,EMPLOYEE,BUS,BUSINESS,10,20230524051500
051,10,LAB,EMPLOYEE,GOVENV,MINIST OF ENVIRONMENT,10,20230524051500
050,10,LEG,SENATE,,,10,20230524051500
051,10,LEG,CONGRESS,GOV,GOVERNMENT,10,20230524051500
1384,10,MIL,MILITARY,GOV,GOVERNMENT,10,20230524051500
043,10,MIL,MILITARY,RUS,ALTAI,10,20230524051500
040,10,MNG,KHENTII,,,10,20230524051500
040,10,MNG,KHENTII,LEG,PARLIAMENT,10,20230524051500
042,10,RUS,ALTAI,MIL,MILITARY,10,20230524051500
172,10,,,AGR,FARMER,10,20230524051500
160,10,,,COP,POLICE,10,20230524051500
0841,10,,,MNCHKG,LENOVO,10,20230524051500
190,10,,,dak,SIOUX,10,20230524051500
015,5,AGR,FARMER,,,5,20230524051500
172,10,AGR,FARMER,,,10,20230524051500
051,10,AUS,MELBOURNE,GRC,CRETE,10,20230524051500
045,10,BUS,COMPANY,,,10,20230524051500
084,10,COPJUD,POLICE,,,10,20230524051500
172,5,COPJUD,POLICE,,,5,20230524051500
023,5,CVL,RESIDENTS,,,5,20230524051500
090,5,CVL,SCIENTIST,USAEDU,WASHINGTON,5,20230524051500
143,10,EDU,STUDENT,,,10,20230524051500
036,10,EDU,SCHOOL,EDUEDU,SCHOOL,10,20230524051500
030,5,EDUEDU,SCHOOL,,,5,20230524051500
036,10,EDUEDU,SCHOOL,EDU,SCHOOL,10,20230524051500
043,10,FRA,CANNES,GOV,KING,10,20230524051500
020,10,GOV,ADMINISTRATION,EDUCOP,SCHOOL,10,20230524051500
020,10,GOV,KING,FRA,CANNES,10,20230524051500
042,10,GOV,KING,FRA,CANNES,10,20230524051500
010,10,GOV,CHIEF EXECUTIVE,GOVHLH,MINIST OF HEALTH,10,20230524051500
120,10,HIN,HINDU,MYS,PERLIS,10,20230524051500
010,10,HLHGOV,HOSPITAL,CVL,COMMUNITY,10,20230524051500
020,10,HLHGOV,HOSPITAL,CVL,COMMUNITY,10,20230524051500
040,10,IND,WEST BENGAL,,,10,20230524051500
014,5,JUD,MAGISTRATE,COP,POLICE,5,20230524051500
112,10,JUD,JUDGE,HINREL,HINDU,10,20230524051500
027,10,LEG,NATIONAL ASSEMBLY,,,10,20230524051500
180,10,MDV,MALE,,,10,20230524051500
110,5,MED,GAZETTE,CVL,VILLAGE,5,20230524051500
020,10,MYS,PUTRAJAYA,MOS,ISLAM,10,20230524051500
017,5,REL,BISHOP,CHE,SWITZERLAND,5,20230524051500
100,10,USA,FRESNO,GOV,KING,10,20230524051500
173,10,USA,COLUMBUS,MED,MAGAZINE,10,20230524051500
180,20,USACOP,PITTSBURGH,,,10,20230524051500
173,10,USACVL,FRESNO,USA,FRESNO,10,20230524051500
051,10,USAGOV,JOE BIDEN,BUS,BANK,10,20230524051500
193,10,USAGOV,JOE BIDEN,USAGOV,JOE BIDEN,10,20230524051500
010,10,chy,CHEYENNE,,,10,20230524051500
190,10,dak,SIOUX,,,10,20230524051500
043,10,,,GBR,LONDON,10,20230524050000
043,10,,,IDNCOP,MALUKU,10,20230524050000
040,10,,,SAU,MEDINA,10,20230524050000
112,10,COP,POLICE,OPP,PROTESTER,10,20230524050000
010,10,COPGOV,DEPUTIES,GOV,GOVERNMENT,10,20230524050000
020,10,COPGOV,DEPUTIES,GOV,GOVERNMENT,10,20230524050000
138,10,EDU,SCHOOL,,,10,20230524050000
020,10,EDU,STUDENT,COP,POLICE,10,20230524050000
036,10,ESP,ANDALUSIA,CVL,VILLAGE,10,20230524050000
042,10,GBR,LONDON,,,10,20230524050000
110,10,GOV,MAYOR,BUS,COMPANY,10,20230524050000
141,10,GOV,MINIST,LEG,SENATE,10,20230524050000
043,10,GOVBUS,CENTRAL BANK,LEG,CONGRESS,10,20230524050000
010,10,HLH,NURSE,FRA,REIMS,10,20230524050000
090,10,IDN,JAMBI,,,10,20230524050000
042,10,IDNCOP,MALUKU,,,10,20230524050000
091,10,IDNCOP,MALUKU,ELI,ACTOR,10,20230524050000
111,10,JUD,MAGISTRATE,CRI,COSTA RICA,10,20230524050000
042,10,LEG,CONGRESS,GOVBUS,CENTRAL BANK,10,20230524050000
010,10,MED,PUBLICATION,OPP,OPPOSITION PARTIES,10,20230524050000
036,10,PTY,POLITICIAN,,,10,20230524050000
040,10,SAU,MEDINA,,,10,20230524050000
080,10,,,BUS,COMPANY,10,20230524053000
042,10,,,IND,SRINAGAR,10,20230524053000
100,10,,,MNCUSA,NETFLIX,10,20230524053000
051,5,,,UIS,THE INTERNATIONAL COMMUNITY,5,20230524053000
080,10,,,USA,NASHVILLE,10,20230524053000
100,5,BUS,INDUSTRY,CVL,COMMUNITY,5,20230524053000
043,5,BUS,COMPANY,GBR,LONDON,5,20230524053000
042,10,BUS,BUSINESS,tms,TAMA,10,20230524053000
190,5,COP,POLICE,LAB,STAFF MEMBER,5,20230524053000
128,10,CRM,CRIMINAL,,,10,20230524053000
010,10,CVL,COMMUNITY,COP,POLICE,10,20230524053000
021,10,CVL,COMMUNITY,COP,POLICE,10,20230524053000
071,10,CVL,COMMUNITY,COP,POLICE,10,20230524053000
042,5,GBR,LONDON,BUS,COMPANY,5,20230524053000
100,20,GOV,PREMIER,AUS,VICTORIA,10,20230524053000
111,10,GOV,PREMIER,AUS,VICTORIA,10,20230524053000
173,5,GOV,CIVIL SERVICE,COP,POLICE,5,20230524053000
020,10,GOV,GOVERNMENT,IND,NEW DELHI,10,20230524053000
032,10,GOV,GOVERNMENT,LAB,WORKER,10,20230524053000
0353,5,GOV,GOVERNMENT,LAB,WORKER,5,20230524053000
014,5,GOV,CHIEF EXECUTIVE,LEG,DELEGATE,5,20230524053000
010,10,GOV,PRESIDENT,MED,MEDIA,10,20230524053000
036,5,GOV,CHIEF MINISTER,MED,MEDIA,5,20230524053000
032,5,IGOEUREEC,EUROPEAN COMMISSION,,,5,20230524053000
100,5,IGOUNO,THE UN,UIS,THE INTERNATIONAL COMMUNITY,5,20230524053000
043,10,IND,SRINAGAR,,,10,20230524053000
051,5,IND,MAHARASHTRA,sen,SENA,5,20230524053000
114,5,JUD,JUDGE,,,5,20230524053000
