Date,Action,Forecast,Actual,Return (%),Budget,LongOnly
2020-11-23,,2595.887,3566.82,,,17047.038244262407
2020-11-30,,2622.42,3634.18,,,17368.974449659232
2020-12-07,,2624.5789,3694.73,,,17658.363363506887
2020-12-14,Sell,2624.9768,3675.27,0.024308418157033402,7616.013018608878,17565.357446686485
2020-12-21,,2591.7236,3684.28,,,17608.419281761093
2020-12-28,,2590.5623,3723.03,,,17793.618627947657
2021-01-04,,2574.32,3764.61,,,17992.3435005783
2021-01-11,Sell,2558.7197,3803.14,-0.018923836619214596,7760.137204662844,18176.49139241232
2021-01-18,,2529.599,3788.73,,,18107.62113232075
2021-01-25,,2517.4866,3851.68,,,18408.480457287056
2021-02-01,,2526.2512,3731.17,,,17832.52243899175
2021-02-08,Buy,2507.8826,3892.59,-0.012865470034090394,7660.2993919958235,18604.00317348041
2021-02-15,,2515.729,3911.65,,,18695.09735511437
2021-02-22,,2504.4856,3885.55,,,18570.35663419903
2021-03-01,,2533.8416,3842.51,,,18364.653928137875
2021-03-08,Sell,2499.4507,3844.39,0.03249410179508325,7411.384843771497,18373.63908351415
2021-03-15,,2514.9512,3942.96,,,18844.738426833115
2021-03-22,,2507.7632,3916.48,,,18718.181557490658
2021-03-29,,2490.1826,3969.31,,,18970.67398223998
2021-04-05,Sell,2473.0508,4034.44,0.03732612208881522,7134.746588245687,19281.952263972395
2021-04-12,,2438.152,4124.71,,,19713.383102172687
2021-04-19,,2422.136,4179.8,,,19976.67683072541
2021-04-26,,2404.199,4185.03,,,20001.672768288136
2021-05-03,Sell,2400.3662,4191.98,-0.005205177505617801,7171.884210695108,20034.889167152563
2021-05-10,,2365.2715,4228.29,,,20208.426928701836
2021-05-17,,2368.8186,4169.92,,,19929.45697162029
2021-05-24,,2344.7336,4170.16,,,19930.604012732154
2021-05-31,Buy,4116.4736,4210.77,-0.00887486136739855,7108.234732582154,20124.692927535678
2021-06-07,,4099.989,4229.34,,,20213.445233566246
2021-06-14,,4108.7485,4248.31,,,20304.10927478326
2021-06-21,,4125.4824,4173.4,,,19946.089067742334
2021-06-28,Sell,4133.615,4284.9,0.0026838432635534087,7089.157344679356,20478.985250963033
2021-07-05,,4139.6323,4326.6,,,20678.283644149615
2021-07-12,,4125.984,4372.41,,,20897.225116376878
2021-07-19,,4098.0513,4296.4,,,20533.94763757324
2021-07-26,Sell,4139.99,4409.58,0.011808380843526983,7005.445874893696,21074.873108576998
2021-08-02,,4112.1724,4406.86,,,21061.873309309194
2021-08-09,,4123.382,4437.77,,,21209.6026458415
2021-08-16,,4123.1553,4461.65,,,21323.733236472082
2021-08-23,Sell,4110.649,4450.29,0.00550975329697625,6966.847596387712,21269.439957177132
2021-08-30,,4101.969,4513.76,,,21572.78453788581
2021-09-06,,4101.369,4532.42,,,21661.96698433333
2021-09-13,,4098.5674,4474.81,,,21386.629324106027
2021-09-20,Sell,4116.686,4402.95,-0.003976879137850809,6994.553907250372,21043.186097861722
2021-09-27,,4111.0967,4442.12,,,21230.392765994053
2021-10-04,,4099.4746,4348.84,,,20784.576120515787
2021-10-11,,4095.2646,4385.44,,,20959.499890075225
2021-10-18,Sell,4103.802,4463.72,0.053264989739499634,6621.989065148303,21333.626466061924
2021-10-25,,4129.592,4553.69,,,21763.62350287238
2021-11-01,,4134.243,4610.62,,,22035.711213282735
2021-11-08,,4102.023,4701.48,,,22469.961860883028
2021-11-15,Sell,4068.0366,4689.3,-0.030053526112639475,6821.003186435351,22411.749524455874
2021-11-22,,4084.5679,4712.0,,,22520.240496286453
2021-11-29,,4074.3691,4628.75,,,22122.36061060822
2021-12-06,,4052.1304,4548.37,,,21738.197424892704
2021-12-13,Buy,4047.9087,4710.3,0.014402479672207745,6919.24254617205,22512.115621744077
2021-12-20,,4043.1096,4587.9,,,21927.12465469283
2021-12-27,,4048.3584,4733.99,,,22625.3381381611
2022-01-03,,4082.84,4778.14,,,22836.345909364634
2022-01-10,Buy,4055.924,4655.34,-0.0480201231274193,6586.97966715639,22249.443207126948
2022-01-17,,4086.9756,4637.99,,,22166.521693415027
2022-01-24,,4053.136,4356.32,,,20820.32556850225
2022-01-31,,4085.5928,4431.79,,,21181.02220480419
2022-02-07,Buy,4068.2676,4505.75,-0.033641458136825154,6365.384066435629,21534.50204077731
2022-02-14,,4062.3813,4412.61,,,21089.354502614297
2022-02-21,,4081.3557,4384.57,,,20955.341866044713
2022-02-28,,4072.7646,4354.17,,,20810.049991875127
2022-03-07,Sell,4106.865,4327.01,0.04947527276340936,6050.454953504867,20680.243172715716
2022-03-14,,4100.744,4202.75,,,20086.362637047518
2022-03-21,,4064.6897,4462.4,,,21327.317739946662
2022-03-28,,4070.586,4541.09,,,21703.40384449946
2022-04-04,Buy,4072.212,4547.97,-0.06434299258790188,5661.1505752780695,21736.285689706263
2022-04-11,,4041.5823,4462.64,,,21328.46478105853
2022-04-18,,4054.4846,4385.63,,,20960.40796428879
2022-04-25,,4084.3608,4255.34,,,20337.708020684975
2022-05-02,Buy,4067.7356,4130.61,-0.05112804162097114,5371.707033042668,19741.581196172705
2022-05-09,,4071.2722,4081.27,,,19505.76866092509
2022-05-16,,4072.1035,4013.02,,,19179.578844738426
2022-05-23,,4085.7837,3919.42,,,18732.232811111004
2022-05-30,Nothing,4006.6294,,0,5371.707033042668,
2022-06-06,,4037.2017,4134.72,,,19761.224275213397
2022-06-13,,4041.3494,3838.15,,,18343.816014605658
2022-06-20,,4055.3625,,,,
2022-06-27,Buy,4040.2266,3920.76,-0.00942929432048895,5321.055626424668,18738.637123985587
2022-07-04,,4043.6135,,,,
2022-07-11,,4022.3315,3880.94,,,18548.323886175287
2022-07-18,,4045.2754,3883.79,,,18561.944999378684
2022-07-25,Sell,4004.1038,3965.72,0.07656869370505233,4913.629347977412,18953.516158941664
2022-08-01,,4013.305,4112.38,,,19654.453865050615
2022-08-08,,3975.735,4155.93,,,19862.594033474485
2022-08-15,,3960.26,4269.37,,,20404.762132349428
2022-08-22,Sell,3926.849,4195.08,-0.026557300456725462,5044.122078904632,20049.70511484749
2022-08-29,,3939.42,4034.58,,,19282.62137128765
2022-09-05,,3899.4475,,,,
2022-09-12,,3874.3718,4083.67,,,19517.23907204374
2022-09-19,Sell,3837.661,3849.91,-0.05257265754264376,5309.304981562173,18400.02102908705
2022-09-26,,3823.7983,3682.72,,,17600.963514533967
2022-10-03,,3782.836,3609.78,,,17252.358603286273
2022-10-10,,3751.8171,3647.51,,,17432.683024747414
2022-10-17,Sell,3739.7903,3638.65,0.03904195237244581,5102.0193493412335,17390.33809036772
2022-10-24,,3735.3625,3762.01,,,17979.917221866428
2022-10-31,,3702.1777,3881.85,,,18552.673083724443
2022-11-07,,3676.8486,3780.71,,,18069.29084183259
2022-11-14,Sell,3666.8066,3977.97,0.018615022234959082,5007.045145710055,19012.06304902645
2022-11-21,,3633.847,3956.23,,,18908.160241643327
2022-11-28,,3615.2737,4005.36,,,19142.969115918062
2022-12-05,,3625.5435,4052.02,,,19365.97302541652
2022-12-12,Nothing,3571.8647,3939.29,0,5007.045145710055,18827.198256497508
2022-12-19,,3567.403,3853.79,,,18418.564860395538
2022-12-26,,3535.8274,,,,
2023-01-02,,3522.2188,,,,
2023-01-09,Sell,3490.2778,3910.82,0.035401782746329366,4829.786821260565,18691.130504602505
2023-01-16,,3448.8965,,,,
2023-01-23,,3452.6978,3978.14,,,19012.875536480686
2023-01-30,,3423.0198,4049.27,,,19352.829846009732
2023-02-06,Sell,3402.5557,4119.57,-0.030879436446036745,4978.9279164555865,19688.817305026907
2023-02-13,,3396.9956,4096.62,,,19579.1314987048
2023-02-20,,3359.1506,4077.73,,,19488.849804525078
2023-02-27,,3346.1482,3992.36,,,19080.837722358698
2023-03-06,Sell,3314.137,4055.15,-0.017809452178094584,5067.599895081882,19380.932353250428
2023-03-13,,3294.1643,3835.12,,,18329.33462056836
