Date,Action,Forecast,Actual,Return (%),Budget,LongOnly
2022-08-22,Sell,3989.4329,4195.08,-0.026557300456725462,5719.794965067628,20049.70511484749
2022-08-29,,3989.9731,4034.58,,,19282.62137128765
2022-09-05,,3985.0747,,,,
2022-09-12,,3961.0107,4083.67,,,19517.23907204374
2022-09-19,Sell,3933.2385,3849.91,-0.05257265754264376,6020.499786980266,18400.02102908705
2022-09-26,,3923.1577,3682.72,,,17600.963514533967
2022-10-03,,3935.277,3609.78,,,17252.358603286273
2022-10-10,,3924.2676,3647.51,,,17432.683024747414
2022-10-17,Sell,3914.8984,3638.65,0.03904195237244581,5785.447721038663,17390.33809036772
2022-10-24,,3908.945,3762.01,,,17979.917221866428
2022-10-31,,3922.7085,3881.85,,,18552.673083724443
2022-11-07,,3906.0,3780.71,,,18069.29084183259
2022-11-14,Sell,3864.385,3977.97,0.018615022234959082,5677.751483072335,19012.06304902645
2022-11-21,,3876.63,3956.23,,,18908.160241643327
2022-11-28,,3862.4546,4005.36,,,19142.969115918062
2022-12-05,,3863.7444,4052.02,,,19365.97302541652
2022-12-12,Nothing,3844.3103,3939.29,0,5677.751483072335,18827.198256497508
2022-12-19,,3811.7466,3853.79,,,18418.564860395538
2022-12-26,,3833.0256,,,,
2023-01-02,,3804.2156,,,,
2023-01-09,Sell,3760.7898,3910.82,0.035401782746329366,5476.748958580959,18691.130504602505
2023-01-16,,3763.2224,,,,
2023-01-23,,3724.6494,3978.14,,,19012.875536480686
2023-01-30,,3755.3909,4049.27,,,19352.829846009732
2023-02-06,Sell,3750.4573,4119.57,-0.030879436446036745,5645.867879978357,19688.817305026907
2023-02-13,,3740.8625,4096.62,,,19579.1314987048
2023-02-20,,3715.8027,4077.73,,,19488.849804525078
2023-02-27,,3713.6533,3992.36,,,19080.837722358698
2023-03-06,Sell,3712.0894,4055.15,-0.017809452178094584,5746.417693990672,19380.932353250428
2023-03-13,,3700.9685,3835.12,,,18329.33462056836
2023-03-20,,3650.4712,3917.47,,,18722.9131020771
2023-03-27,,3671.397,3982.93,,,19035.768565338327
2023-04-03,Sell,3652.559,4102.2,0.007281458729462214,5704.575390709628,19605.800204555664
2023-04-10,,3575.1804,4085.2,,,19524.55145913188
2023-04-17,,3582.3975,4137.17,,,19772.933653230353
2023-04-24,,3565.8535,4132.07,,,19748.559029603217
2023-05-01,Sell,3528.8752,4166.79,0.005757429580084377,5671.731699613335,19914.49764378638
2023-05-08,,3520.2715,4136.98,,,19772.025579016794
2023-05-15,,3508.7632,4126.65,,,19722.655017826928
2023-05-22,,3484.6272,4190.78,,,20029.153961593238
