,published_at,topic_class
58,2011-11-28T15:05:41+0000,"[(2, 0.98829514)]"
59,2017-10-23T20:11:12+0000,"[(4, 0.98694116)]"
60,2020-09-29T15:55:01+0000,"[(1, 0.6679459), (8, 0.32961243)]"
61,2014-01-02T12:38:05+0000,"[(6, 0.9861442)]"
62,2019-01-11T18:29:51+0000,"[(1, 0.99099314)]"
63,2016-12-14T04:06:02+0000,"[(0, 0.9902128)]"
64,2013-05-31T17:12:25+0000,"[(3, 0.28142375), (6, 0.68480825), (7, 0.026468193)]"
65,2020-04-13T21:08:49+0000,"[(2, 0.014949047), (4, 0.7331275), (7, 0.24852219)]"
66,2021-02-22T13:30:41+0000,"[(3, 0.12476825), (9, 0.8712662)]"
67,2014-04-07T20:24:50+0000,"[(9, 0.9936113)]"
68,2012-11-01T19:27:00+0000,"[(6, 0.9297531), (9, 0.068574995)]"
69,2007-05-04T02:46:24+0000,"[(5, 0.9964121)]"
70,2019-06-09T20:35:14+0000,"[(3, 0.9965085)]"
71,2020-02-14T16:54:58+0000,"[(4, 0.9974558)]"
72,2009-07-28T16:50:50+0000,"[(4, 0.95496863)]"
73,2007-04-16T17:48:42+0000,"[(2, 0.35988557), (5, 0.6299789)]"
74,2017-10-24T09:26:38+0000,"[(6, 0.55938053), (9, 0.43548456)]"
75,2016-07-08T09:29:58-0400,"[(2, 0.12026333), (5, 0.87766767)]"
76,2011-09-07T14:51:39+0000,"[(4, 0.9499624)]"
77,2020-12-23T16:13:36+0000,"[(7, 0.76624), (8, 0.22605896)]"
78,2012-07-18T16:51:47+0000,"[(2, 0.6057853), (6, 0.3741956)]"
79,2009-08-17T18:49:35+0000,"[(5, 0.9470236)]"
80,2019-01-21T14:51:25+0000,"[(1, 0.393334), (3, 0.56450105)]"
81,2007-07-18T18:09:35+0000,"[(3, 0.82946384), (9, 0.16820784)]"
82,2020-06-09T06:27:35+0000,"[(5, 0.84399205), (8, 0.11153258)]"
83,2020-06-29T23:01:54+0000,"[(1, 0.5379634), (2, 0.45853892)]"
84,2012-10-01T20:39:00+0000,
85,2010-06-28T18:32:18+0000,"[(8, 0.94994617)]"
86,2017-01-24T23:15:09+0000,"[(4, 0.42098075), (6, 0.5713919)]"
87,2015-02-13T22:39:51+0000,"[(8, 0.96397835)]"
88,2014-12-05T15:35:11+0000,"[(9, 0.97269624)]"
89,2016-09-20T11:24:53+0000,"[(3, 0.9888766)]"
90,2011-06-07T17:57:49+0000,"[(8, 0.99356574)]"
91,2021-10-18T08:00:25+0000,"[(2, 0.9816077)]"
92,2016-02-05T16:37:00+0000,"[(1, 0.9865573)]"
93,2015-10-12T05:13:49+0000,"[(3, 0.17236222), (5, 0.34634927), (9, 0.4733254)]"
94,2015-03-29T03:13:57+0000,"[(9, 0.9926154)]"
95,2012-10-02T18:23:00+0000,"[(5, 0.93603605), (9, 0.062312804)]"
96,2018-11-30T11:38:30+0000,"[(2, 0.9941867)]"
97,2016-07-22T11:44:12+0000,"[(9, 0.9964668)]"
98,2011-11-17T11:50:06+0000,"[(4, 0.40097558), (9, 0.55454063)]"
99,2021-02-19T16:48:01+0000,"[(4, 0.3109827), (9, 0.6806747)]"
100,2014-08-21T08:59:31+0000,"[(2, 0.9699837)]"
101,2018-02-13T05:00:00+0000,"[(2, 0.15399967), (6, 0.8264803), (9, 0.01723707)]"
102,2012-10-09T06:12:00+0000,"[(2, 0.98711526)]"
103,2008-03-18T01:15:41+0000,"[(6, 0.36926162), (9, 0.6294103)]"
104,2007-08-16T21:27:50+0000,"[(6, 0.97565675)]"
105,2015-10-16T17:21:29+0000,"[(7, 0.9812307)]"
106,2017-11-08T12:52:00+0000,"[(1, 0.98362184)]"
107,2018-05-09T14:37:57+0000,"[(9, 0.97952867)]"
108,2017-04-27T19:23:42+0000,"[(1, 0.5602465), (3, 0.43423057)]"
109,2011-06-13T21:32:25+0000,"[(0, 0.96083045)]"
110,2016-07-21T18:59:41+0000,"[(4, 0.9941127)]"
111,2013-05-20T17:39:16+0000,"[(8, 0.9931764)]"
112,2020-09-06T18:58:46+0000,"[(4, 0.99586743)]"
113,2017-06-26T15:12:46+0000,"[(3, 0.30385324), (9, 0.68401325)]"
114,2017-09-06T07:25:38+0000,"[(2, 0.2711929), (5, 0.7205524)]"
115,2011-08-16T01:13:41+0000,"[(7, 0.9947934)]"
116,2020-02-28T20:36:23+0000,"[(4, 0.8804796), (5, 0.11483799)]"
117,2011-03-30T20:25:57+0000,"[(2, 0.5593619), (4, 0.43750986)]"
118,2015-09-25T10:00:00+0000,"[(6, 0.9932265)]"
119,2013-04-09T21:52:09+0000,"[(8, 0.99741995)]"
120,2007-11-12T14:23:23+0000,"[(4, 0.5444341), (6, 0.4514173)]"
121,2020-02-20T03:08:38+0000,"[(3, 0.9942627)]"
122,2008-06-11T16:42:59+0000,"[(3, 0.9571055)]"
123,2018-11-07T10:46:58+0000,"[(6, 0.9954961)]"
124,2013-03-11T16:59:38+0000,"[(9, 0.9819852)]"
125,2016-09-23T09:16:52+0000,"[(6, 0.9890166)]"
126,2021-09-09T11:40:58+0000,"[(0, 0.010002731), (1, 0.010003436), (2, 0.010004249), (3, 0.0100044925), (4, 0.010002653), (5, 0.9099658), (6, 0.010003893), (7, 0.010003973), (8, 0.010003841), (9, 0.0100049125)]"
127,2011-05-19T17:45:37+0000,"[(6, 0.43195847), (8, 0.5209348)]"
128,2013-07-28T11:00:00+0000,"[(2, 0.16021611), (4, 0.8350177)]"
129,2016-08-20T08:11:46+0000,"[(2, 0.99530643)]"
130,2020-09-16T03:07:16+0000,"[(3, 0.34444663), (9, 0.65057874)]"
131,2020-11-12T00:23:38+0000,"[(2, 0.98299795)]"
132,2008-03-14T09:54:35+0000,"[(1, 0.96997434)]"
133,2017-03-13T13:30:24+0000,"[(8, 0.9891447)]"
134,2019-03-27T16:51:47+0000,"[(2, 0.9972865)]"
135,2014-03-18T12:56:09+0000,"[(9, 0.9780203)]"
136,2019-02-01T07:02:21+0000,"[(9, 0.939966)]"
137,2016-09-09T09:17:00+0000,"[(9, 0.986754)]"
138,2021-05-07T13:10:06+0000,"[(6, 0.40164718), (7, 0.5956567)]"
139,2017-01-30T14:06:33+0000,"[(3, 0.46316236), (6, 0.52451557)]"
140,2011-07-18T07:54:48+0000,"[(3, 0.9718359)]"
141,2021-02-11T21:53:14+0000,"[(6, 0.07736217), (9, 0.9187695)]"
142,2012-01-11T14:38:47+0000,"[(6, 0.103981614), (8, 0.8867099)]"
143,2017-02-02T23:10:50+0000,"[(7, 0.9608305)]"
144,2016-11-30T20:06:08+0000,"[(1, 0.38948235), (2, 0.2817531), (5, 0.26380232), (6, 0.059871912)]"
145,2018-06-06T16:30:41+0000,"[(4, 0.99322736)]"
146,2016-01-11T11:29:03-0500,"[(2, 0.014141376), (3, 0.12893815), (7, 0.85556275)]"
147,2014-11-29T12:21:36+0000,"[(1, 0.9849867)]"
148,2020-09-17T15:57:50+0000,"[(4, 0.99010175)]"
149,2011-02-07T23:10:42+0000,"[(1, 0.32953104), (6, 0.3278727), (9, 0.3341505)]"
150,2015-04-13T16:16:05+0000,"[(2, 0.40455824), (6, 0.060866628), (9, 0.53084826)]"
151,2012-11-05T06:36:34+0000,"[(1, 0.3682263), (9, 0.6009611)]"
152,2020-12-04T18:28:39+0000,"[(7, 0.99718565)]"
153,2020-10-14T09:48:51+0000,"[(7, 0.99383)]"
154,2009-04-01T14:20:14+0000,"[(9, 0.98843104)]"
155,2016-07-08T13:34:27+0000,"[(1, 0.9867522)]"
156,2016-04-28T20:26:47+0000,"[(2, 0.42384595), (7, 0.5703513)]"
157,2012-10-08T10:56:30+0000,
158,2020-07-28T15:00:07+0000,"[(3, 0.101404764), (7, 0.8962262)]"
159,2018-02-26T06:41:19+0000,"[(2, 0.9175594), (6, 0.078813165)]"
160,2009-08-20T15:32:56+0000,"[(8, 0.99230164)]"
161,2016-03-14T19:58:52+0000,"[(1, 0.98362464)]"
162,2016-12-12T20:19:03+0000,"[(6, 0.06723313), (9, 0.9289363)]"
163,2015-08-03T10:18:40+0000,"[(2, 0.98872817)]"
164,2010-11-12T18:28:03+0000,"[(2, 0.9989911)]"
165,2007-01-18T19:57:17+0000,"[(1, 0.9209926), (8, 0.073522866)]"
166,2016-10-12T09:45:55+0000,"[(6, 0.9871282)]"
167,2011-03-02T13:08:52+0000,"[(2, 0.1615555), (5, 0.62144434), (9, 0.21090782)]"
168,2011-06-11T19:58:27+0000,"[(2, 0.9398838)]"
169,2014-04-24T04:08:05+0000,"[(0, 0.9830071)]"
170,2012-07-10T18:59:14+0000,"[(4, 0.50824267), (6, 0.42500085)]"
171,2015-06-16T12:56:19+0000,"[(5, 0.99080896)]"
172,2009-09-25T13:31:52+0000,"[(6, 0.36619833), (8, 0.17126991), (9, 0.4604882)]"
173,2014-05-08T14:53:51+0000,"[(7, 0.9878275)]"
174,2009-07-14T20:07:09+0000,"[(5, 0.66270494), (6, 0.3275298)]"
175,2019-09-26T09:27:32+0000,"[(5, 0.98233676)]"
176,2013-02-28T11:47:45+0000,"[(0, 0.08227284), (2, 0.6987174), (6, 0.21734497)]"
177,2012-09-24T21:22:51+0000,"[(0, 0.4111451), (1, 0.56661093)]"
178,2015-10-14T18:20:54+0000,"[(6, 0.9899929)]"
179,2012-09-10T00:02:03+0000,"[(2, 0.9248943)]"
180,2019-06-04T00:48:42+0000,"[(4, 0.9935668)]"
181,2019-03-12T14:43:17+0000,"[(4, 0.99142116)]"
182,2009-07-06T19:41:44+0000,"[(7, 0.9470124)]"
183,2017-02-03T13:01:52+0000,"[(6, 0.9979488)]"
184,2017-10-12T11:20:30+0000,
185,2007-03-15T01:22:09+0000,"[(5, 0.9965755)]"
186,2012-10-26T04:59:00+0000,"[(1, 0.558165), (6, 0.43481216)]"
187,2015-03-25T16:57:43+0000,"[(2, 0.6372701), (6, 0.3509514)]"
188,2011-02-18T00:01:57+0000,"[(2, 0.9249724)]"
189,2021-04-19T13:06:24+0000,"[(2, 0.2357226), (9, 0.7573735)]"
190,2007-11-14T21:36:16+0000,"[(9, 0.96534556)]"
191,2021-07-27T14:17:49+0000,"[(7, 0.9966647)]"
192,2015-07-04T15:28:03+0000,"[(2, 0.99523234)]"
193,2020-07-30T16:35:10+0000,"[(2, 0.9301059), (3, 0.06688259)]"
194,2014-02-12T14:24:15+0000,"[(0, 0.49142015), (4, 0.49831122)]"
195,2012-10-02T13:35:00+0000,"[(7, 0.99775994)]"
196,2021-06-17T13:36:06+0000,"[(9, 0.9954497)]"
197,2017-08-04T09:36:11+0000,"[(6, 0.9865578)]"
198,2018-06-07T15:06:40+0000,"[(0, 0.6333344), (9, 0.357245)]"
199,2012-06-11T16:32:50+0000,"[(3, 0.6179005), (7, 0.35243386)]"
200,2011-01-27T22:45:01+0000,"[(2, 0.23534112), (3, 0.5929636), (7, 0.12788759)]"
201,2015-05-09T18:00:00+0000,"[(1, 0.04124812), (2, 0.4683462), (3, 0.088921085), (5, 0.3983865)]"
202,2014-08-25T21:02:12+0000,"[(2, 0.37199414), (6, 0.08526138), (7, 0.3150299), (9, 0.22503376)]"
203,2008-05-07T22:43:32+0000,"[(0, 0.4635009), (8, 0.4964644)]"
204,2018-06-12T12:37:08+0000,"[(2, 0.026986627), (8, 0.9634824)]"
205,2015-07-24T22:13:30+0000,"[(2, 0.5396537), (5, 0.4527917)]"
206,2015-08-24T01:00:15+0000,"[(1, 0.37606585), (2, 0.065315835), (9, 0.544671)]"
207,2017-05-28T19:12:49+0000,"[(2, 0.9963078)]"
208,2019-05-13T13:51:01+0000,"[(1, 0.9960844)]"
209,2013-04-17T16:11:36+0000,"[(8, 0.9924942)]"
210,2012-10-02T15:00:00+0000,"[(3, 0.07515993), (4, 0.92267454)]"
211,2014-07-18T12:39:41+0000,"[(5, 0.9867552)]"
212,2012-10-03T15:24:00+0000,"[(2, 0.7161789), (4, 0.28036767)]"
213,2011-10-27T23:36:57+0000,"[(8, 0.22353768), (9, 0.75644684)]"
214,2008-12-02T23:03:21+0000,"[(8, 0.9859269)]"
215,2015-06-20T13:53:30+0000,"[(3, 0.12177442), (9, 0.87160707)]"
216,2016-03-16T23:11:42+0000,"[(2, 0.98198074)]"
217,2021-03-30T12:27:27+0000,"[(0, 0.9927941)]"
218,2017-12-13T21:31:38+0000,"[(9, 0.9933762)]"
219,2013-05-14T12:02:00+0000,"[(2, 0.52220994), (4, 0.27841255), (6, 0.19103298)]"
220,2011-03-31T10:00:22+0000,"[(5, 0.993996)]"
221,2018-10-31T10:38:22+0000,"[(0, 0.9978139)]"
222,2015-01-16T13:24:27+0000,"[(9, 0.96397036)]"
223,2019-08-25T19:04:53+0000,"[(1, 0.99142236)]"
224,2016-06-20T10:00:00+0000,"[(3, 0.99108267)]"
225,2013-03-25T16:49:04+0000,"[(2, 0.9749621)]"
226,2007-11-20T23:20:17+0000,"[(5, 0.17395085), (9, 0.79844266)]"
227,2017-03-28T17:54:40+0000,"[(2, 0.99273103)]"
228,2017-05-30T01:02:20+0000,"[(8, 0.9881493)]"
229,2009-08-07T15:05:40+0000,"[(0, 0.939945)]"
230,2012-10-24T12:00:00+0000,"[(4, 0.99586827)]"
231,2013-08-16T17:03:20+0000,"[(2, 0.37037537), (6, 0.6209183)]"
232,2016-06-20T15:20:56+0000,"[(6, 0.32878116), (9, 0.66588116)]"
233,2008-12-05T02:12:17+0000,"[(3, 0.9927351)]"
234,2011-09-26T22:57:13+0000,"[(3, 0.9762905)]"
235,2007-04-20T00:45:20+0000,"[(1, 0.9841979)]"
236,2012-10-03T12:47:00+0000,"[(4, 0.9957109)]"
237,2008-06-13T15:56:23+0000,"[(2, 0.54014593), (3, 0.4517664)]"
238,2012-10-05T17:37:00+0000,"[(0, 0.99090165)]"
239,2015-10-30T06:37:06+0000,"[(0, 0.16582017), (3, 0.13536008), (6, 0.6865175)]"
240,2017-03-08T19:54:28+0000,"[(1, 0.8579501), (4, 0.13906203)]"
241,2018-06-06T09:53:18+0000,"[(7, 0.99411196)]"
242,2008-01-24T16:35:23+0000,"[(2, 0.5450297), (5, 0.42293167)]"
243,2015-11-24T11:25:41+0000,"[(1, 0.42093635), (3, 0.22706956), (4, 0.23948763), (7, 0.10072179)]"
244,2017-02-09T10:03:23+0000,"[(3, 0.92622095), (4, 0.071709804)]"
245,2016-10-21T12:08:24-0400,"[(7, 0.9974699)]"
246,2020-06-15T11:48:04+0000,"[(2, 0.989989)]"
247,2012-11-02T18:26:00+0000,"[(3, 0.6213023), (4, 0.3205734), (7, 0.052024372)]"
248,2018-12-20T13:03:48+0000,"[(1, 0.4863787), (6, 0.5113003)]"
249,2010-03-04T17:05:29+0000,"[(1, 0.6354425), (3, 0.35358655)]"
250,2014-10-02T19:56:18+0000,"[(7, 0.98901474)]"
251,2017-04-11T17:15:00+0000,"[(7, 0.9639766)]"
252,2015-04-28T16:56:26+0000,"[(8, 0.993228)]"
253,2020-01-22T14:26:48+0000,"[(3, 0.9944394)]"
254,2021-03-15T21:39:14+0000,"[(1, 0.99530935)]"
255,2013-07-15T11:54:10+0000,"[(2, 0.41487843), (6, 0.5669193)]"
256,2019-10-15T13:32:12+0000,"[(3, 0.9969154)]"
257,2017-11-07T18:52:08+0000,"[(2, 0.9924276)]"
258,2015-08-06T20:00:00+0000,"[(2, 0.9019967), (6, 0.09659834)]"
259,2013-10-25T22:51:10+0000,"[(2, 0.70440364), (6, 0.28582537)]"
260,2012-10-03T06:01:00+0000,"[(3, 0.9978393)]"
261,2019-09-24T22:23:26+0000,"[(1, 0.6482258), (6, 0.34881967)]"
262,2015-05-13T14:22:33+0000,"[(2, 0.99273485)]"
263,2012-10-03T18:53:00+0000,"[(2, 0.86514395), (9, 0.13135715)]"
264,2019-11-25T15:11:21+0000,"[(9, 0.99671245)]"
265,2016-03-10T01:36:05+0000,"[(2, 0.9702813), (6, 0.023155272)]"
266,2018-01-11T13:51:04+0000,"[(2, 0.5517886), (3, 0.15502177), (5, 0.2846427)]"
267,2010-09-07T21:44:38+0000,"[(2, 0.32160386), (8, 0.6716682)]"
268,2010-10-08T14:47:13+0000,"[(4, 0.9678261)]"
269,2010-08-19T19:18:53+0000,"[(4, 0.39845717), (8, 0.56670964)]"
270,2007-11-06T14:57:02+0000,"[(4, 0.06516986), (6, 0.8947837)]"
271,2012-05-17T17:04:05+0000,"[(3, 0.94701767)]"
272,2015-01-26T22:47:26+0000,"[(9, 0.9960143)]"
273,2011-10-07T15:00:51+0000,"[(3, 0.198545), (5, 0.79822695)]"
274,2015-09-28T00:19:46+0000,"[(0, 0.9861445)]"
275,2020-02-06T16:28:31+0000,"[(3, 0.99662656)]"
276,2014-01-26T18:36:10+0000,"[(1, 0.99744844)]"
277,2008-12-29T17:43:45+0000,"[(2, 0.98873633)]"
278,2010-02-23T21:03:25+0000,"[(3, 0.9965086)]"
279,2012-10-01T13:55:00+0000,"[(9, 0.98887444)]"
280,2014-01-20T14:00:00+0000,"[(2, 0.9841882)]"
281,2012-10-01T20:06:00+0000,
282,2020-03-31T09:50:29+0000,"[(5, 0.99681777)]"
283,2007-10-03T03:48:34+0000,"[(4, 0.6860534), (5, 0.30710107)]"
284,2019-05-31T11:55:17+0000,"[(1, 0.32499158), (6, 0.6727208)]"
285,2020-01-27T22:17:55+0000,"[(2, 0.51728064), (4, 0.018550375), (6, 0.4626617)]"
286,2010-05-19T02:19:35+0000,"[(9, 0.9937007)]"
287,2012-11-01T15:59:00+0000,"[(2, 0.8471257), (3, 0.14927949)]"
288,2020-11-18T20:48:46+0000,"[(2, 0.3483064), (4, 0.6457612)]"
289,2016-01-20T00:00:00+0000,"[(2, 0.12928581), (9, 0.8654109)]"
290,2012-08-30T19:26:04+0000,"[(0, 0.918113)]"
291,2020-05-04T17:58:29+0000,"[(4, 0.5719428), (6, 0.41573524)]"
292,2007-02-16T15:23:11+0000,"[(3, 0.96892565)]"
293,2019-02-08T08:57:19+0000,"[(2, 0.035518296), (7, 0.95663166)]"
294,2018-04-11T08:43:15+0000,"[(8, 0.98570293)]"
295,2012-10-26T10:24:05+0000,"[(3, 0.30564466), (6, 0.6609857)]"
296,2009-04-20T13:19:42+0000,"[(2, 0.61526746), (7, 0.33132562)]"
297,2019-10-24T11:48:02+0000,"[(2, 0.996956)]"
298,2017-07-10T12:01:16+0000,"[(1, 0.98964584)]"
299,2012-10-10T09:45:00+0000,"[(9, 0.9976658)]"
300,2010-07-08T21:47:16+0000,"[(1, 0.9749811)]"
301,2007-09-04T17:47:18+0000,"[(3, 0.23165242), (4, 0.76488096)]"
302,2011-06-19T12:04:23+0000,"[(4, 0.9936115)]"
303,2021-03-15T01:03:39+0000,"[(1, 0.994968)]"
304,2019-09-19T14:35:24+0000,"[(0, 0.5176594), (2, 0.47073546)]"
305,2010-07-19T21:52:34+0000,"[(0, 0.15938865), (1, 0.011132809), (2, 0.011136547), (3, 0.011134429), (4, 0.011132675), (5, 0.011131983), (6, 0.7515437), (7, 0.011132667), (8, 0.011131992), (9, 0.011134551)]"
306,2019-07-10T07:51:02-0400,"[(5, 0.9871308)]"
307,2017-11-20T16:17:49+0000,"[(0, 0.27399704), (6, 0.08926302), (9, 0.6302517)]"
308,2017-12-07T22:02:15+0000,"[(1, 0.9849868)]"
309,2012-06-22T15:47:01+0000,"[(9, 0.9869438)]"
310,2006-12-26T17:43:11+0000,"[(6, 0.99433476)]"
311,2011-02-17T22:45:28+0000,"[(2, 0.98901254)]"
312,2017-03-09T13:53:00+0000,"[(8, 0.98446816)]"
313,2010-11-08T18:36:52+0000,"[(6, 0.9525589)]"
314,2017-07-24T05:14:30+0000,"[(1, 0.48991337), (6, 0.5013845)]"
315,2015-12-27T21:25:25+0000,"[(4, 0.50181264), (8, 0.48690572)]"
316,2019-04-30T17:14:38+0000,"[(1, 0.7475473), (2, 0.2482382)]"
317,2011-07-06T15:46:48+0000,"[(2, 0.185814), (5, 0.08252429), (8, 0.728069)]"
318,2013-10-22T20:40:32+0000,"[(2, 0.9804131)]"
319,2014-08-18T13:35:18+0000,"[(0, 0.15462409), (3, 0.83584327)]"
320,2008-05-27T23:10:21+0000,"[(2, 0.7790429), (8, 0.1901449)]"
321,2017-04-06T22:33:07+0000,"[(0, 0.91573465), (2, 0.07450038)]"
322,2020-06-26T17:59:23+0000,"[(9, 0.9970169)]"
323,2013-10-04T22:11:11+0000,"[(1, 0.7076598), (2, 0.28313518)]"
324,2015-03-20T16:55:45+0000,"[(4, 0.39158884), (8, 0.432961), (9, 0.15042095)]"
325,2006-12-04T19:51:48+0000,"[(9, 0.9909905)]"
326,2009-09-15T09:05:26+0000,"[(2, 0.3021125), (5, 0.6940566)]"
327,2013-09-25T06:05:37+0000,"[(2, 0.9971668)]"
328,2007-10-29T20:28:20+0000,"[(9, 0.94368905)]"
329,2020-08-03T06:12:49+0000,"[(1, 0.6561663), (7, 0.33151454)]"
330,2019-11-08T17:58:48+0000,"[(1, 0.2525211), (6, 0.74486184)]"
331,2019-08-22T12:51:36+0000,"[(6, 0.99798036)]"
332,2020-04-08T16:59:29+0000,"[(2, 0.99551654)]"
333,2010-08-04T17:41:20+0000,"[(9, 0.9926773)]"
334,2019-09-05T05:34:44+0000,"[(2, 0.9971296)]"
335,2018-03-23T01:29:13+0000,"[(3, 0.7405603), (6, 0.25001648)]"
336,2010-02-03T17:47:30+0000,"[(0, 0.55487007), (3, 0.38349795)]"
337,2017-02-14T14:00:00+0000,"[(1, 0.7752854), (3, 0.218739)]"
338,2016-09-25T08:07:18+0000,"[(0, 0.99457437)]"
339,2015-09-21T17:27:37+0000,"[(2, 0.9833082)]"
340,2016-03-08T15:08:24+0000,"[(2, 0.9823248)]"
341,2019-08-21T10:57:38+0000,"[(4, 0.4569926), (6, 0.13919085), (9, 0.40020382)]"
342,2011-08-28T02:22:08+0000,"[(7, 0.94995123)]"
343,2019-05-05T15:00:39+0000,"[(2, 0.8499461), (6, 0.13936652)]"
344,2008-06-26T12:05:08+0000,"[(0, 0.7068983), (5, 0.16133824), (8, 0.119020864)]"
345,2014-11-25T19:08:51+0000,"[(1, 0.99460685)]"
346,2015-07-29T07:59:52+0000,"[(8, 0.9678319)]"
347,2012-12-12T18:09:32+0000,"[(8, 0.9957323)]"
348,2020-01-15T15:33:43+0000,"[(8, 0.9969876)]"
349,2009-02-18T05:06:58+0000,"[(2, 0.48483902), (9, 0.5066402)]"
350,2021-08-29T10:32:53+0000,"[(7, 0.9971587)]"
351,2020-12-28T20:11:50+0000,"[(1, 0.9915027)]"
352,2020-06-12T18:05:28+0000,"[(0, 0.95636326), (3, 0.037230413)]"
353,2020-12-30T14:34:13+0000,"[(7, 0.81254184), (9, 0.18152599)]"
354,2012-10-12T09:55:00+0000,"[(6, 0.24693279), (9, 0.7407439)]"
355,2014-06-03T16:15:52+0000,"[(9, 0.9944037)]"
356,2015-04-10T17:18:57+0000,"[(1, 0.5032633), (2, 0.4854592)]"
357,2017-09-20T10:05:17+0000,"[(2, 0.9907102)]"
358,2008-06-09T16:46:43+0000,"[(2, 0.9924924)]"
359,2015-01-21T12:09:21+0000,"[(9, 0.9768985)]"
360,2012-08-20T16:06:23+0000,"[(8, 0.98123103)]"
