,published_at,topic_class
0,2021-09-29T17:09:39+0000,"[(18, 0.92997926)]"
1,2016-06-24T13:50:48-0400,"[(0, 0.63638425), (9, 0.012104105), (19, 0.016507298), (21, 0.038318105), (30, 0.2368159), (40, 0.054390986)]"
2,2014-03-25T13:29:45-0400,"[(2, 0.013218955), (7, 0.016305387), (17, 0.03063797), (23, 0.017700074), (30, 0.23875104), (31, 0.1481843), (35, 0.37719896), (39, 0.1327411)]"
3,2009-04-22T19:49:03+0000,"[(6, 0.80249995), (34, 0.1632049)]"
4,2018-04-14T14:59:04+0000,
5,2017-03-07T23:07:14+0000,"[(19, 0.6602999), (39, 0.32617584)]"
6,2017-02-28T11:00:37-0500,"[(4, 0.99413085)]"
7,2020-12-17T06:08:38+0000,"[(18, 0.22349204), (21, 0.47887516), (27, 0.24537945)]"
8,2019-07-28T21:00:47+0000,"[(17, 0.7358731), (21, 0.2589643)]"
9,2012-04-05T06:53:57+0000,"[(29, 0.9662005)]"
10,2010-11-30T15:42:50+0000,"[(2, 0.9387337)]"
11,2019-02-11T10:04:30+0000,"[(12, 0.98491913)]"
12,2019-01-30T20:32:22+0000,"[(45, 0.98675376)]"
13,2021-06-03T10:44:44+0000,"[(37, 0.99140143)]"
14,2007-04-30T06:55:55+0000,"[(24, 0.99314505)]"
15,2015-10-06T19:24:25+0000,"[(5, 0.98444086)]"
16,2021-05-12T21:01:16+0000,"[(0, 0.99319303)]"
17,2014-05-29T01:01:17+0000,"[(35, 0.98999774)]"
18,2014-05-12T15:38:19+0000,"[(41, 0.9901976)]"
19,2008-03-04T00:25:24+0000,
20,2015-03-19T19:43:07+0000,"[(9, 0.98514915)]"
21,2016-05-19T03:03:37+0000,"[(8, 0.9831003)]"
22,2016-12-17T15:07:56+0000,"[(3, 0.92582947), (28, 0.062602036)]"
23,2018-02-26T21:26:02+0000,"[(25, 0.98693025)]"
24,2007-07-05T00:57:16+0000,"[(45, 0.97999597)]"
25,2018-02-28T14:30:29+0000,"[(21, 0.9948407)]"
26,2010-07-26T14:19:22+0000,"[(15, 0.80736446), (21, 0.180165)]"
