,published_at,topic_class
43,2006-12-14T23:29:44+0000,"[(18, 0.96633923), (28, 0.030828265)]"
44,2012-10-08T09:04:00+0000,"[(13, 0.010313127), (17, 0.09444373), (23, 0.039057326), (35, 0.01394069), (37, 0.77017546), (40, 0.04541608), (42, 0.017952695)]"
45,2009-02-09T22:23:28+0000,"[(37, 0.9964354)]"
46,2014-11-13T18:25:56+0000,"[(22, 0.9946146)]"
47,2010-01-04T20:19:07+0000,"[(7, 0.96837914)]"
48,2010-07-08T18:10:10+0000,"[(31, 0.98898727)]"
49,2015-11-23T20:57:10+0000,"[(2, 0.9443607), (49, 0.04573864)]"
50,2008-08-29T15:25:24+0000,"[(16, 0.9927923)]"
51,2014-06-17T06:09:51-0400,"[(46, 0.99304837)]"
52,2017-08-30T20:20:38+0000,"[(28, 0.9947275)]"
53,2012-08-30T18:05:09+0000,"[(17, 0.1771922), (20, 0.7945546)]"
54,2011-11-18T17:50:14+0000,"[(16, 0.23041713), (21, 0.19315834), (37, 0.2954626), (45, 0.26587528)]"
55,2016-02-05T15:27:47+0000,"[(28, 0.19159049), (35, 0.092604004), (42, 0.7097394)]"
56,2015-01-23T19:24:15+0000,"[(46, 0.9912485)]"
57,2013-02-13T12:55:50+0000,"[(5, 0.04879498), (29, 0.9464277)]"
58,2011-11-28T15:05:41+0000,"[(13, 0.9872693)]"
59,2017-10-23T20:11:12+0000,"[(8, 0.9857941)]"
60,2020-09-29T15:55:01+0000,"[(6, 0.056026343), (21, 0.44077304), (28, 0.40063995), (35, 0.08325096), (42, 0.016564215)]"
61,2014-01-02T12:38:05+0000,"[(18, 0.59813267), (28, 0.16243446), (30, 0.22496639)]"
62,2019-01-11T18:29:51+0000,"[(3, 0.9901961)]"
63,2016-12-14T04:06:02+0000,"[(12, 0.46437883), (42, 0.5251844)]"
64,2013-05-31T17:12:25+0000,"[(36, 0.98978996)]"
65,2020-04-13T21:08:49+0000,"[(45, 0.9952411)]"
66,2021-02-22T13:30:41+0000,"[(5, 0.41351518), (18, 0.03858874), (20, 0.11940011), (32, 0.22871853), (35, 0.19531916)]"
67,2014-04-07T20:24:50+0000,"[(11, 0.9930481)]"
68,2012-11-01T19:27:00+0000,"[(2, 0.17244187), (3, 0.0118374685), (7, 0.08069898), (16, 0.014466104), (30, 0.015519331), (42, 0.05284477), (44, 0.6503952)]"
69,2007-05-04T02:46:24+0000,"[(9, 0.9676572), (18, 0.02851705)]"
70,2019-06-09T20:35:14+0000,"[(28, 0.9961998)]"
71,2020-02-14T16:54:58+0000,"[(47, 0.9972313)]"
72,2009-07-28T16:50:50+0000,"[(2, 0.42722836), (22, 0.5247427)]"
73,2007-04-16T17:48:42+0000,"[(45, 0.9875915)]"
74,2017-10-24T09:26:38+0000,"[(7, 0.260085), (23, 0.08785901), (30, 0.32306156), (38, 0.32309547)]"
75,2016-07-08T09:29:58-0400,"[(2, 0.24087279), (7, 0.7566458)]"
76,2011-09-07T14:51:39+0000,"[(22, 0.94554585)]"
77,2020-12-23T16:13:36+0000,"[(36, 0.99057484)]"
78,2012-07-18T16:51:47+0000,"[(14, 0.97549677)]"
79,2009-08-17T18:49:35+0000,"[(28, 0.9423168)]"
80,2019-01-21T14:51:25+0000,"[(21, 0.9484093)]"
81,2007-07-18T18:09:35+0000,"[(5, 0.9629825), (28, 0.034225937)]"
82,2020-06-09T06:27:35+0000,"[(2, 0.8830323), (26, 0.063605234)]"
83,2020-06-29T23:01:54+0000,"[(25, 0.99571955)]"
84,2012-10-01T20:39:00+0000,
85,2010-06-28T18:32:18+0000,"[(7, 0.94553375)]"
86,2017-01-24T23:15:09+0000,"[(17, 0.9906641)]"
87,2015-02-13T22:39:51+0000,"[(37, 0.21186848), (45, 0.749715)]"
88,2014-12-05T15:35:11+0000,"[(24, 0.97029984)]"
89,2016-09-20T11:24:53+0000,"[(34, 0.9878993)]"
90,2011-06-07T17:57:49+0000,"[(9, 0.98383397)]"
91,2021-10-18T08:00:25+0000,"[(17, 0.19104987), (23, 0.78935075)]"
92,2016-02-05T16:37:00+0000,"[(2, 0.40212977), (25, 0.05042386), (28, 0.07686524), (43, 0.45684552)]"
93,2015-10-12T05:13:49+0000,"[(17, 0.9888608)]"
94,2015-03-29T03:13:57+0000,"[(23, 0.9919646)]"
95,2012-10-02T18:23:00+0000,"[(2, 0.8382444), (3, 0.050961133), (13, 0.017313449), (16, 0.03673501), (23, 0.043734137)]"
96,2018-11-30T11:38:30+0000,"[(48, 0.99367625)]"
97,2016-07-22T11:44:12+0000,"[(2, 0.05292945), (27, 0.9433047)]"
98,2011-11-17T11:50:06+0000,"[(10, 0.46979076), (12, 0.47686642)]"
99,2021-02-19T16:48:01+0000,"[(44, 0.98978996)]"
100,2014-08-21T08:59:31+0000,"[(4, 0.13297093), (41, 0.75321573), (46, 0.08247104)]"
101,2018-02-13T05:00:00+0000,"[(17, 0.9968069)]"
102,2012-10-09T06:12:00+0000,"[(3, 0.9859932)]"
103,2008-03-18T01:15:41+0000,"[(2, 0.3283895), (13, 0.010340248), (16, 0.14939085), (18, 0.014322365), (28, 0.23997477), (30, 0.08349934), (42, 0.06935138), (45, 0.08749003)]"
104,2007-08-16T21:27:50+0000,"[(5, 0.5944401), (7, 0.37960675)]"
105,2015-10-16T17:21:29+0000,"[(46, 0.9795789)]"
106,2017-11-08T12:52:00+0000,"[(10, 0.9821797)]"
107,2018-05-09T14:37:57+0000,"[(36, 0.977723)]"
108,2017-04-27T19:23:42+0000,"[(41, 0.99323976)]"
109,2011-06-13T21:32:25+0000,"[(40, 0.9573761)]"
110,2016-07-21T18:59:41+0000,"[(2, 0.9935921)]"
111,2013-05-20T17:39:16+0000,"[(18, 0.9925741)]"
112,2020-09-06T18:58:46+0000,"[(47, 0.9955039)]"
113,2017-06-26T15:12:46+0000,"[(36, 0.98514843)]"
114,2017-09-06T07:25:38+0000,"[(10, 0.9898957)]"
115,2011-08-16T01:13:41+0000,"[(0, 0.21292327), (18, 0.060329013), (20, 0.06835947), (44, 0.6530674)]"
116,2020-02-28T20:36:23+0000,"[(18, 0.9942678)]"
117,2011-03-30T20:25:57+0000,"[(7, 0.9320225), (28, 0.06422658)]"
118,2015-09-25T10:00:00+0000,"[(18, 0.99263006)]"
119,2013-04-09T21:52:09+0000,"[(37, 0.9971914)]"
120,2007-11-12T14:23:23+0000,"[(35, 0.9949216)]"
121,2020-02-20T03:08:38+0000,"[(20, 0.05098281), (22, 0.061286535), (28, 0.849916), (37, 0.03195129)]"
122,2008-06-11T16:42:59+0000,"[(8, 0.95332503)]"
123,2018-11-07T10:46:58+0000,"[(13, 0.070309706), (25, 0.7292593), (34, 0.19572926)]"
124,2013-03-11T16:59:38+0000,"[(7, 0.98039603)]"
125,2016-09-23T09:16:52+0000,"[(2, 0.19517575), (35, 0.27364427), (47, 0.519714)]"
126,2021-09-09T11:40:58+0000,"[(7, 0.33002862), (29, 0.5739628)]"
127,2011-05-19T17:45:37+0000,"[(7, 0.33327314), (26, 0.29658082), (28, 0.31477743)]"
128,2013-07-28T11:00:00+0000,"[(9, 0.99416524)]"
129,2016-08-20T08:11:46+0000,"[(13, 0.08866633), (15, 0.71853733), (17, 0.10658638), (25, 0.081416585)]"
130,2020-09-16T03:07:16+0000,"[(30, 0.9939111)]"
131,2020-11-12T00:23:38+0000,"[(39, 0.98150617)]"
132,2008-03-14T09:54:35+0000,"[(21, 0.96732706)]"
133,2017-03-13T13:30:24+0000,"[(6, 0.98818934)]"
134,2019-03-27T16:51:47+0000,"[(2, 0.22070411), (13, 0.016210541), (16, 0.75465304)]"
135,2014-03-18T12:56:09+0000,"[(9, 0.9760901)]"
136,2019-02-01T07:02:21+0000,"[(7, 0.4316224), (30, 0.50435746)]"
137,2016-09-09T09:17:00+0000,"[(13, 0.98558503)]"
138,2021-05-07T13:10:06+0000,"[(3, 0.21519518), (23, 0.58302045), (28, 0.03676489), (30, 0.12361618), (35, 0.038371086)]"
139,2017-01-30T14:06:33+0000,"[(7, 0.41261116), (25, 0.57261544)]"
140,2011-07-18T07:54:48+0000,"[(45, 0.9693571)]"
141,2021-02-11T21:53:14+0000,"[(30, 0.13751505), (49, 0.85784596)]"
142,2012-01-11T14:38:47+0000,"[(2, 0.7582796), (30, 0.23055258)]"
143,2017-02-02T23:10:50+0000,"[(12, 0.9573834)]"
144,2016-11-30T20:06:08+0000,"[(2, 0.26733083), (3, 0.42119315), (7, 0.15470162), (42, 0.14897352)]"
145,2018-06-06T16:30:41+0000,"[(2, 0.9926282)]"
146,2016-01-11T11:29:03-0500,"[(0, 0.11436704), (3, 0.13367331), (9, 0.033842716), (15, 0.034100167), (16, 0.025313966), (17, 0.11470917), (28, 0.1015765), (37, 0.06263733), (40, 0.33854017), (42, 0.03405638)]"
147,2014-11-29T12:21:36+0000,"[(5, 0.9836621)]"
148,2020-09-17T15:57:50+0000,"[(4, 0.09743719), (30, 0.8920097)]"
149,2011-02-07T23:10:42+0000,"[(7, 0.14017674), (28, 0.29561815), (30, 0.5528731)]"
150,2015-04-13T16:16:05+0000,"[(28, 0.99478555)]"
151,2012-11-05T06:36:34+0000,"[(10, 0.18519206), (18, 0.7778758)]"
152,2020-12-04T18:28:39+0000,"[(0, 0.3042881), (8, 0.013965611), (13, 0.6724136)]"
153,2020-10-14T09:48:51+0000,"[(0, 0.46907213), (15, 0.40774912), (24, 0.11673715)]"
154,2009-04-01T14:20:14+0000,"[(15, 0.995682)]"
155,2016-07-08T13:34:27+0000,"[(3, 0.9855824)]"
156,2016-04-28T20:26:47+0000,"[(2, 0.13276325), (11, 0.022090223), (45, 0.8383313)]"
157,2012-10-08T10:56:30+0000,
158,2020-07-28T15:00:07+0000,"[(0, 0.13683851), (2, 0.43815884), (17, 0.09456903), (18, 0.08240302), (23, 0.018042486), (28, 0.11129837), (30, 0.046919163), (32, 0.023661016), (49, 0.031788472)]"
159,2018-02-26T06:41:19+0000,"[(31, 0.99556506)]"
160,2009-08-20T15:32:56+0000,"[(41, 0.9916222)]"
161,2016-03-14T19:58:52+0000,"[(14, 0.98217916)]"
162,2016-12-12T20:19:03+0000,"[(2, 0.20449586), (7, 0.10320968), (28, 0.68779486)]"
163,2015-08-03T10:18:40+0000,"[(28, 0.98774046)]"
164,2010-11-12T18:28:03+0000,"[(3, 0.99890226)]"
165,2007-01-18T19:57:17+0000,"[(19, 0.9932869)]"
166,2016-10-12T09:45:55+0000,"[(27, 0.9859967)]"
167,2011-03-02T13:08:52+0000,"[(28, 0.99147433)]"
168,2011-06-11T19:58:27+0000,"[(15, 0.93465)]"
169,2014-04-24T04:08:05+0000,"[(7, 0.9815049)]"
170,2012-07-10T18:59:14+0000,"[(8, 0.66835), (38, 0.2516258)]"
171,2015-06-16T12:56:19+0000,"[(29, 0.71700805), (45, 0.27319035)]"
172,2009-09-25T13:31:52+0000,"[(7, 0.17402808), (28, 0.7642089), (30, 0.059020963)]"
173,2014-05-08T14:53:51+0000,"[(48, 0.9867537)]"
174,2009-07-14T20:07:09+0000,"[(7, 0.3960177), (48, 0.5922718)]"
175,2019-09-26T09:27:32+0000,"[(47, 0.9807813)]"
176,2013-02-28T11:47:45+0000,"[(2, 0.21763065), (4, 0.027717797), (9, 0.011996201), (13, 0.015126159), (17, 0.11714827), (23, 0.42135695), (30, 0.047111884), (42, 0.11356185), (45, 0.01764965)]"
177,2012-09-24T21:22:51+0000,"[(16, 0.9727704)]"
178,2015-10-14T18:20:54+0000,"[(30, 0.39557064), (48, 0.59376025)]"
179,2012-09-10T00:02:03+0000,"[(17, 0.40692917), (28, 0.34588245), (41, 0.1688075)]"
180,2019-06-04T00:48:42+0000,"[(23, 0.9929981)]"
181,2019-03-12T14:43:17+0000,"[(32, 0.99066365)]"
182,2009-07-06T19:41:44+0000,"[(36, 0.9423382)]"
183,2017-02-03T13:01:52+0000,"[(30, 0.9977672)]"
184,2017-10-12T11:20:30+0000,
185,2007-03-15T01:22:09+0000,"[(9, 0.07372475), (13, 0.79477787), (30, 0.122314535)]"
186,2012-10-26T04:59:00+0000,"[(9, 0.58607763), (18, 0.062232226), (30, 0.34344196)]"
187,2015-03-25T16:57:43+0000,"[(28, 0.62941784), (35, 0.35646066)]"
188,2011-02-18T00:01:57+0000,"[(3, 0.29177338), (8, 0.13952906), (41, 0.49034816)]"
189,2021-04-19T13:06:24+0000,"[(49, 0.9915498)]"
190,2007-11-14T21:36:16+0000,"[(9, 0.07236968), (35, 0.3551121), (42, 0.53635204)]"
191,2021-07-27T14:17:49+0000,"[(8, 0.9963698)]"
192,2015-07-04T15:28:03+0000,"[(17, 0.9948022)]"
193,2020-07-30T16:35:10+0000,"[(3, 0.6462648), (4, 0.04813762), (9, 0.10782488), (28, 0.19431202)]"
194,2014-02-12T14:24:15+0000,"[(2, 0.5948376), (15, 0.19976489), (23, 0.19333927)]"
195,2012-10-02T13:35:00+0000,"[(6, 0.12251093), (40, 0.8751002)]"
196,2021-06-17T13:36:06+0000,"[(6, 0.99504936)]"
197,2017-08-04T09:36:11+0000,"[(2, 0.27614042), (37, 0.7095266)]"
198,2018-06-07T15:06:40+0000,"[(6, 0.988468)]"
199,2012-06-11T16:32:50+0000,"[(8, 0.96369684)]"
200,2011-01-27T22:45:01+0000,"[(1, 0.06797265), (2, 0.270102), (9, 0.14303744), (22, 0.46136093)]"
201,2015-05-09T18:00:00+0000,"[(6, 0.64601666), (28, 0.13216195), (37, 0.11733927), (45, 0.09973815)]"
202,2014-08-25T21:02:12+0000,"[(44, 0.5276669), (45, 0.46804628)]"
203,2008-05-07T22:43:32+0000,"[(5, 0.69492686), (26, 0.2570644)]"
204,2018-06-12T12:37:08+0000,"[(28, 0.98832804)]"
205,2015-07-24T22:13:30+0000,"[(2, 0.8203475), (17, 0.17059216)]"
206,2015-08-24T01:00:15+0000,"[(2, 0.31382844), (12, 0.5412531), (16, 0.13637061)]"
207,2017-05-28T19:12:49+0000,"[(7, 0.05653285), (17, 0.9395316)]"
208,2019-05-13T13:51:01+0000,"[(3, 0.6391935), (28, 0.35663062)]"
209,2013-04-17T16:11:36+0000,"[(40, 0.99183106)]"
210,2012-10-02T15:00:00+0000,"[(26, 0.99405223)]"
211,2014-07-18T12:39:41+0000,"[(3, 0.5190429), (17, 0.466833)]"
212,2012-10-03T15:24:00+0000,"[(3, 0.32843584), (13, 0.6674248)]"
213,2011-10-27T23:36:57+0000,"[(2, 0.7969558), (37, 0.17903239)]"
214,2008-12-02T23:03:21+0000,"[(9, 0.98468304)]"
215,2015-06-20T13:53:30+0000,"[(18, 0.99189925)]"
216,2016-03-16T23:11:42+0000,"[(42, 0.5974815), (45, 0.38331228)]"
217,2021-03-30T12:27:27+0000,"[(20, 0.11317521), (21, 0.87914306)]"
218,2017-12-13T21:31:38+0000,"[(13, 0.7805138), (17, 0.21242535)]"
219,2013-05-14T12:02:00+0000,"[(2, 0.24651301), (12, 0.10350138), (16, 0.10145681), (28, 0.2207642), (37, 0.31704375)]"
220,2011-03-31T10:00:22+0000,"[(3, 0.020242479), (26, 0.9733561)]"
221,2018-10-31T10:38:22+0000,"[(36, 0.99762094)]"
222,2015-01-16T13:24:27+0000,"[(10, 0.96079475)]"
223,2019-08-25T19:04:53+0000,"[(19, 0.7148244), (30, 0.2760312)]"
224,2016-06-20T10:00:00+0000,"[(18, 0.99029475)]"
225,2013-03-25T16:49:04+0000,"[(28, 0.972761)]"
226,2007-11-20T23:20:17+0000,"[(17, 0.36383724), (28, 0.16269128), (40, 0.44104382)]"
227,2017-03-28T17:54:40+0000,"[(20, 0.9920941)]"
228,2017-05-30T01:02:20+0000,"[(19, 0.9871038)]"
229,2009-08-07T15:05:40+0000,"[(12, 0.93465436)]"
230,2012-10-24T12:00:00+0000,"[(13, 0.99550366)]"
231,2013-08-16T17:03:20+0000,"[(25, 0.98934543)]"
232,2016-06-20T15:20:56+0000,"[(0, 0.51923174), (16, 0.096608825), (30, 0.22365746), (45, 0.15436655)]"
233,2008-12-05T02:12:17+0000,"[(13, 0.9920948)]"
234,2011-09-26T22:57:13+0000,"[(43, 0.9742064)]"
235,2007-04-20T00:45:20+0000,"[(22, 0.7717265), (35, 0.21142714)]"
236,2012-10-03T12:47:00+0000,"[(40, 0.9953323)]"
237,2008-06-13T15:56:23+0000,"[(8, 0.10503975), (13, 0.8852605)]"
238,2012-10-05T17:37:00+0000,"[(34, 0.99009967)]"
239,2015-10-30T06:37:06+0000,"[(30, 0.3458204), (35, 0.13022862), (42, 0.14420488), (49, 0.3636005)]"
240,2017-03-08T19:54:28+0000,"[(28, 0.9963418)]"
241,2018-06-06T09:53:18+0000,"[(39, 0.9935935)]"
242,2008-01-24T16:35:23+0000,"[(2, 0.124381095), (10, 0.4316918), (42, 0.18779084), (47, 0.21932706)]"
243,2015-11-24T11:25:41+0000,"[(1, 0.9807815)]"
244,2017-02-09T10:03:23+0000,"[(13, 0.02858295), (15, 0.96479124)]"
245,2016-10-21T12:08:24-0400,"[(27, 0.99724656)]"
246,2020-06-15T11:48:04+0000,"[(31, 0.9891096)]"
247,2012-11-02T18:26:00+0000,"[(13, 0.9943338)]"
248,2018-12-20T13:03:48+0000,"[(6, 0.36311194), (9, 0.10397517), (28, 0.042106293), (30, 0.4523345), (35, 0.03157589)]"
249,2010-03-04T17:05:29+0000,"[(36, 0.98657274)]"
250,2014-10-02T19:56:18+0000,"[(49, 0.98804635)]"
251,2017-04-11T17:15:00+0000,"[(22, 0.9607913)]"
252,2015-04-28T16:56:26+0000,"[(35, 0.8927976), (47, 0.09998225)]"
253,2020-01-22T14:26:48+0000,"[(0, 0.99394894)]"
254,2021-03-15T21:39:14+0000,"[(35, 0.994895)]"
255,2013-07-15T11:54:10+0000,"[(8, 0.4208924), (40, 0.5572817)]"
256,2019-10-15T13:32:12+0000,"[(23, 0.996643)]"
257,2017-11-07T18:52:08+0000,"[(5, 0.99176294)]"
258,2015-08-06T20:00:00+0000,"[(2, 0.7552949), (3, 0.032544542), (7, 0.09660671), (13, 0.024556683), (28, 0.05289998)]"
259,2013-10-25T22:51:10+0000,"[(35, 0.98804665)]"
260,2012-10-03T06:01:00+0000,"[(49, 0.99764925)]"
261,2019-09-24T22:23:26+0000,"[(28, 0.092121065), (30, 0.095748976), (35, 0.80426604)]"
262,2015-05-13T14:22:33+0000,"[(1, 0.9920956)]"
263,2012-10-03T18:53:00+0000,"[(20, 0.8565259), (29, 0.13928014)]"
264,2019-11-25T15:11:21+0000,"[(8, 0.24787813), (28, 0.7426759)]"
265,2016-03-10T01:36:05+0000,"[(42, 0.9919655)]"
266,2018-01-11T13:51:04+0000,"[(26, 0.98804617)]"
267,2010-09-07T21:44:38+0000,"[(7, 0.24198756), (28, 0.1563796), (37, 0.20705362), (49, 0.38684466)]"
268,2010-10-08T14:47:13+0000,"[(23, 0.53126305), (37, 0.17565025), (44, 0.25949982)]"
269,2010-08-19T19:18:53+0000,"[(23, 0.9573812)]"
270,2007-11-06T14:57:02+0000,"[(42, 0.9509865)]"
271,2012-05-17T17:04:05+0000,"[(1, 0.94234544)]"
272,2015-01-26T22:47:26+0000,"[(9, 0.01839612), (17, 0.26623204), (44, 0.030666644), (49, 0.6806325)]"
273,2011-10-07T15:00:51+0000,"[(46, 0.99604785)]"
274,2015-09-28T00:19:46+0000,"[(2, 0.35815325), (16, 0.1902403), (27, 0.4371389)]"
275,2020-02-06T16:28:31+0000,"[(22, 0.9963289)]"
276,2014-01-26T18:36:10+0000,"[(28, 0.017350627), (32, 0.96599007), (40, 0.013994849)]"
277,2008-12-29T17:43:45+0000,"[(17, 0.21134792), (28, 0.24960339), (30, 0.40962446), (37, 0.11791616)]"
278,2010-02-23T21:03:25+0000,"[(39, 0.996201)]"
279,2012-10-01T13:55:00+0000,"[(16, 0.98789734)]"
280,2014-01-20T14:00:00+0000,"[(35, 0.98280317)]"
281,2012-10-01T20:06:00+0000,
282,2020-03-31T09:50:29+0000,"[(2, 0.27713206), (3, 0.59668744), (45, 0.11821968)]"
283,2007-10-03T03:48:34+0000,"[(20, 0.9916213)]"
284,2019-05-31T11:55:17+0000,"[(6, 0.012345487), (9, 0.03751897), (30, 0.6431754), (41, 0.3006249)]"
285,2020-01-27T22:17:55+0000,"[(17, 0.07438312), (25, 0.014936898), (45, 0.88661635), (49, 0.02208418)]"
286,2010-05-19T02:19:35+0000,"[(2, 0.37420925), (8, 0.47481415), (9, 0.09774571), (22, 0.04679434)]"
287,2012-11-01T15:59:00+0000,"[(42, 0.99560416)]"
288,2020-11-18T20:48:46+0000,"[(36, 0.98349327)]"
289,2016-01-20T00:00:00+0000,"[(28, 0.37616035), (40, 0.6174797)]"
290,2012-08-30T19:26:04+0000,"[(16, 0.11623272), (36, 0.79647535)]"
291,2020-05-04T17:58:29+0000,"[(8, 0.8242031), (18, 0.1610245)]"
292,2007-02-16T15:23:11+0000,"[(14, 0.96620125)]"
293,2019-02-08T08:57:19+0000,"[(44, 0.9903904)]"
294,2018-04-11T08:43:15+0000,"[(28, 0.9844368)]"
295,2012-10-26T10:24:05+0000,"[(23, 0.95915353)]"
296,2009-04-20T13:19:42+0000,"[(26, 0.93465316)]"
297,2019-10-24T11:48:02+0000,"[(34, 0.9966888)]"
298,2017-07-10T12:01:16+0000,"[(35, 0.9887327)]"
299,2012-10-10T09:45:00+0000,"[(16, 0.93926066), (20, 0.054005545)]"
300,2010-07-08T21:47:16+0000,"[(9, 0.972771)]"
301,2007-09-04T17:47:18+0000,"[(0, 0.07627707), (4, 0.7622144), (9, 0.017966432), (28, 0.12596917)]"
302,2011-06-19T12:04:23+0000,"[(44, 0.9930486)]"
303,2021-03-15T01:03:39+0000,"[(6, 0.99452394)]"
304,2019-09-19T14:35:24+0000,"[(9, 0.17025088), (27, 0.44929904), (35, 0.36682302)]"
305,2010-07-19T21:52:34+0000,"[(30, 0.35610732), (49, 0.5371843)]"
306,2019-07-10T07:51:02-0400,"[(29, 0.9859969)]"
307,2017-11-20T16:17:49+0000,"[(42, 0.28367847), (45, 0.7074291)]"
308,2017-12-07T22:02:15+0000,"[(15, 0.5292963), (17, 0.45469844)]"
309,2012-06-22T15:47:01+0000,"[(27, 0.9857943)]"
310,2006-12-26T17:43:11+0000,"[(38, 0.9938359)]"
311,2011-02-17T22:45:28+0000,"[(7, 0.13266024), (14, 0.15021455), (20, 0.7056575)]"
312,2017-03-09T13:53:00+0000,"[(29, 0.98309964)]"
313,2010-11-08T18:36:52+0000,"[(45, 0.94838965)]"
314,2017-07-24T05:14:30+0000,"[(30, 0.34437), (45, 0.64519197)]"
315,2015-12-27T21:25:25+0000,"[(29, 0.98619395)]"
316,2019-04-30T17:14:38+0000,"[(13, 0.08847517), (17, 0.08910101), (28, 0.26711062), (41, 0.550469)]"
317,2011-07-06T15:46:48+0000,"[(2, 0.2445381), (3, 0.36999854), (7, 0.31574902), (13, 0.06499339)]"
318,2013-10-22T20:40:32+0000,"[(31, 0.2696305), (37, 0.70949394)]"
319,2014-08-18T13:35:18+0000,"[(45, 0.98832947)]"
320,2008-05-27T23:10:21+0000,"[(10, 0.741251), (35, 0.22182086)]"
321,2017-04-06T22:33:07+0000,"[(1, 0.9880472)]"
322,2020-06-26T17:59:23+0000,"[(28, 0.3701568), (30, 0.61657727), (34, 0.010151362)]"
323,2013-10-04T22:11:11+0000,"[(8, 0.9705063), (28, 0.018457083)]"
324,2015-03-20T16:55:45+0000,"[(7, 0.15227129), (9, 0.32401553), (19, 0.31947398), (49, 0.17137419)]"
325,2006-12-04T19:51:48+0000,"[(28, 0.048618097), (38, 0.94178027)]"
326,2009-09-15T09:05:26+0000,"[(2, 0.20957547), (13, 0.06534053), (14, 0.019871725), (28, 0.1291677), (37, 0.41079634), (45, 0.16103539)]"
327,2013-09-25T06:05:37+0000,"[(42, 0.9969176)]"
328,2007-10-29T20:28:20+0000,"[(29, 0.9387309)]"
329,2020-08-03T06:12:49+0000,"[(28, 0.9849167)]"
330,2019-11-08T17:58:48+0000,"[(30, 0.99679667)]"
