,published_at,topic_class
79,2009-08-17T18:49:35+0000,"[(147, 0.13758942), (200, 0.1430929), (203, 0.120523274), (256, 0.14988083), (289, 0.1669906), (442, 0.15269084), (466, 0.06759882)]"
80,2019-01-21T14:51:25+0000,"[(22, 0.2206656), (50, 0.058823068), (110, 0.056934398), (201, 0.06555353), (220, 0.108427525), (257, 0.08114809), (378, 0.14365575), (384, 0.11997939), (485, 0.09024231)]"
81,2007-07-18T18:09:35+0000,"[(9, 0.022985315), (53, 0.024768801), (120, 0.07867773), (121, 0.018272966), (139, 0.010436089), (147, 0.013642223), (201, 0.011081633), (202, 0.029819878), (227, 0.06239571), (237, 0.013482015), (257, 0.38730684), (321, 0.046047803), (326, 0.07860782), (329, 0.026167022), (368, 0.019643681), (416, 0.01145723), (468, 0.014506148), (485, 0.046988983), (497, 0.022542844)]"
82,2020-06-09T06:27:35+0000,"[(0, 0.4726749), (198, 0.16111961), (281, 0.15294008), (487, 0.06524459), (491, 0.093015976)]"
83,2020-06-29T23:01:54+0000,"[(493, 0.9956416)]"
84,2012-10-01T20:39:00+0000,
85,2010-06-28T18:32:18+0000,"[(258, 0.2372268), (294, 0.08633664), (368, 0.36228597), (452, 0.090074696), (472, 0.14156431)]"
86,2017-01-24T23:15:09+0000,"[(356, 0.990495)]"
87,2015-02-13T22:39:51+0000,"[(13, 0.12161812), (15, 0.05579371), (60, 0.11021057), (141, 0.39482504), (175, 0.055943765), (253, 0.05422364), (469, 0.15548766)]"
88,2014-12-05T15:35:11+0000,"[(16, 0.072280414), (90, 0.046031356), (197, 0.3756442), (220, 0.079930454), (225, 0.083397046), (400, 0.052011535), (440, 0.2554872)]"
89,2016-09-20T11:24:53+0000,"[(322, 0.9875837)]"
90,2011-06-07T17:57:49+0000,"[(186, 0.99287087)]"
91,2021-10-18T08:00:25+0000,"[(114, 0.97963184)]"
92,2016-02-05T16:37:00+0000,"[(433, 0.9851041)]"
93,2015-10-12T05:13:49+0000,"[(460, 0.98865867)]"
94,2015-03-29T03:13:57+0000,"[(330, 0.9918185)]"
95,2012-10-02T18:23:00+0000,"[(2, 0.033705465), (10, 0.030788705), (48, 0.022603355), (129, 0.014746401), (136, 0.052130707), (140, 0.01324291), (148, 0.017779749), (281, 0.62426406), (309, 0.1477164), (374, 0.024379017)]"
96,2018-11-30T11:38:30+0000,"[(149, 0.97806627), (450, 0.015507228)]"
97,2016-07-22T11:44:12+0000,"[(258, 0.9960861)]"
98,2011-11-17T11:50:06+0000,"[(37, 0.058759958), (364, 0.08161674), (369, 0.22058874), (370, 0.0894237), (374, 0.21179679), (429, 0.06949718), (487, 0.21352954)]"
99,2021-02-19T16:48:01+0000,"[(246, 0.98960394)]"
100,2014-08-21T08:59:31+0000,"[(3, 0.04574941), (160, 0.08539002), (236, 0.27169555), (318, 0.15870722), (374, 0.04118121), (466, 0.32526138), (497, 0.038012553)]"
101,2018-02-13T05:00:00+0000,"[(499, 0.9892645)]"
102,2012-10-09T06:12:00+0000,"[(260, 0.98574173)]"
103,2008-03-18T01:15:41+0000,"[(0, 0.010388353), (2, 0.07966008), (58, 0.38942277), (86, 0.015130489), (102, 0.020799471), (136, 0.024351073), (140, 0.030552402), (184, 0.023356305), (189, 0.010165195), (192, 0.03619538), (226, 0.010626599), (269, 0.026647674), (276, 0.01783358), (322, 0.015810387), (326, 0.026379865), (364, 0.012818528), (369, 0.056816872), (416, 0.033098113), (440, 0.018247256), (473, 0.013492362)]"
104,2007-08-16T21:27:50+0000,"[(1, 0.21405286), (2, 0.10548208), (72, 0.036202103), (130, 0.031584147), (155, 0.14762503), (189, 0.033913262), (206, 0.1011195), (209, 0.032084644), (236, 0.05283877), (303, 0.14245783), (448, 0.038747884), (482, 0.035180155)]"
105,2015-10-16T17:21:29+0000,"[(1, 0.9792077)]"
106,2017-11-08T12:52:00+0000,"[(459, 0.98185426)]"
107,2018-05-09T14:37:57+0000,"[(327, 0.97731775)]"
108,2017-04-27T19:23:42+0000,"[(464, 0.9930985)]"
109,2011-06-13T21:32:25+0000,"[(29, 0.21843237), (37, 0.24003452), (55, 0.109167285), (142, 0.05010317), (166, 0.10584619), (245, 0.05709636), (298, 0.11354012), (416, 0.056569744)]"
110,2016-07-21T18:59:41+0000,"[(12, 0.9934769)]"
111,2013-05-20T17:39:16+0000,"[(49, 0.9924389)]"
112,2020-09-06T18:58:46+0000,"[(122, 0.99542165)]"
113,2017-06-26T15:12:46+0000,"[(225, 0.9848785)]"
114,2017-09-06T07:25:38+0000,"[(304, 0.9897109)]"
115,2011-08-16T01:13:41+0000,"[(279, 0.9942309)]"
116,2020-02-28T20:36:23+0000,"[(179, 0.07693143), (344, 0.9172436)]"
117,2011-03-30T20:25:57+0000,"[(90, 0.03364025), (151, 0.03416748), (158, 0.07772929), (258, 0.018423565), (412, 0.6618336), (422, 0.026107786), (481, 0.0788652), (491, 0.035945512)]"
118,2015-09-25T10:00:00+0000,"[(142, 0.992495)]"
119,2013-04-09T21:52:09+0000,"[(13, 0.93368435), (224, 0.010159013), (326, 0.044050362)]"
120,2007-11-12T14:23:23+0000,"[(117, 0.92826045), (192, 0.018760847), (202, 0.028765919), (224, 0.019072535)]"
121,2020-02-20T03:08:38+0000,"[(347, 0.9702385), (483, 0.013956701)]"
122,2008-06-11T16:42:59+0000,"[(206, 0.11408546), (243, 0.052732285), (374, 0.05272007), (378, 0.11754675), (379, 0.46244627), (444, 0.09242996), (474, 0.056138594)]"
123,2018-11-07T10:46:58+0000,"[(221, 0.99500984)]"
124,2013-03-11T16:59:38+0000,"[(1, 0.98003954)]"
125,2016-09-23T09:16:52+0000,"[(305, 0.987829)]"
126,2021-09-09T11:40:58+0000,"[(59, 0.34345025), (209, 0.10019232), (250, 0.45690873)]"
127,2011-05-19T17:45:37+0000,"[(161, 0.20533046), (202, 0.13698612), (248, 0.13347591), (333, 0.13347979), (369, 0.19287887), (426, 0.13197437)]"
128,2013-07-28T11:00:00+0000,"[(82, 0.99405926)]"
129,2016-08-20T08:11:46+0000,"[(10, 0.99480176)]"
130,2020-09-16T03:07:16+0000,"[(485, 0.99380094)]"
131,2020-11-12T00:23:38+0000,"[(191, 0.9811695)]"
132,2008-03-14T09:54:35+0000,"[(127, 0.20661223), (137, 0.047709446), (139, 0.12716481), (178, 0.09878436), (210, 0.0560464), (411, 0.047667067), (416, 0.06027444), (438, 0.050170608), (466, 0.25879955)]"
133,2017-03-13T13:30:24+0000,"[(121, 0.86827797), (128, 0.11972166)]"
134,2019-03-27T16:51:47+0000,"[(192, 0.99699384)]"
135,2014-03-18T12:56:09+0000,"[(14, 0.063038625), (34, 0.03674752), (49, 0.20782954), (83, 0.15388425), (128, 0.098272465), (198, 0.20071635), (242, 0.035276998), (324, 0.12696463), (487, 0.04746829)]"
136,2019-02-01T07:02:21+0000,"[(303, 0.46332172), (306, 0.09430618), (332, 0.07245247), (460, 0.15486714), (491, 0.14433466)]"
137,2016-09-09T09:17:00+0000,"[(241, 0.9853233)]"
138,2021-05-07T13:10:06+0000,"[(50, 0.044857234), (102, 0.13190871), (201, 0.8198766)]"
139,2017-01-30T14:06:33+0000,"[(25, 0.98464584)]"
140,2011-07-18T07:54:48+0000,"[(26, 0.04553315), (96, 0.09099307), (147, 0.045551036), (202, 0.059427246), (210, 0.04709838), (265, 0.08212041), (283, 0.085057676), (287, 0.04938902), (304, 0.058471486), (329, 0.088468716), (357, 0.045536645), (452, 0.0475826), (472, 0.1650313), (498, 0.045547135)]"
141,2021-02-11T21:53:14+0000,"[(26, 0.6683788), (186, 0.029817183), (236, 0.018238023), (326, 0.051648695), (470, 0.20425567)]"
142,2012-01-11T14:38:47+0000,"[(394, 0.98822916)]"
143,2017-02-02T23:10:50+0000,"[(137, 0.09779487), (141, 0.050088342), (144, 0.05179317), (175, 0.08483334), (180, 0.05339462), (253, 0.16615295), (364, 0.06016105), (390, 0.14674775), (453, 0.05009626), (470, 0.058284), (497, 0.13174501)]"
144,2016-11-30T20:06:08+0000,"[(0, 0.99154204)]"
145,2018-06-06T16:30:41+0000,"[(252, 0.9924954)]"
146,2016-01-11T11:29:03-0500,"[(48, 0.02007268), (49, 0.021767411), (120, 0.020570321), (130, 0.011095092), (135, 0.02807116), (242, 0.01085881), (326, 0.06920769), (411, 0.12860465), (457, 0.66655284)]"
147,2014-11-29T12:21:36+0000,"[(424, 0.9833664)]"
148,2020-09-17T15:57:50+0000,"[(170, 0.94007933), (485, 0.048975393)]"
149,2011-02-07T23:10:42+0000,"[(89, 0.49398887), (388, 0.49401048)]"
150,2015-04-13T16:16:05+0000,"[(54, 0.8989534), (74, 0.09574855)]"
151,2012-11-05T06:36:34+0000,"[(66, 0.2067251), (184, 0.14079474), (210, 0.12751514), (247, 0.13642968), (253, 0.13882965), (374, 0.14252934), (472, 0.06234965)]"
152,2020-12-04T18:28:39+0000,"[(260, 0.9968811)]"
153,2020-10-14T09:48:51+0000,"[(183, 0.993164)]"
154,2009-04-01T14:20:14+0000,"[(421, 0.9956032)]"
155,2016-07-08T13:34:27+0000,"[(53, 0.95590246), (317, 0.029409561)]"
156,2016-04-28T20:26:47+0000,"[(44, 0.99276793)]"
157,2012-10-08T10:56:30+0000,
158,2020-07-28T15:00:07+0000,"[(34, 0.02963826), (83, 0.06527897), (120, 0.049198046), (139, 0.063998446), (147, 0.028338116), (201, 0.47912914), (216, 0.013755169), (251, 0.013374617), (326, 0.05362092), (416, 0.0730748), (448, 0.021919852), (466, 0.01226566), (485, 0.0670217)]"
159,2018-02-26T06:41:19+0000,"[(220, 0.995484)]"
160,2009-08-20T15:32:56+0000,"[(265, 0.99146944)]"
161,2016-03-14T19:58:52+0000,"[(355, 0.98185426)]"
162,2016-12-12T20:19:03+0000,"[(436, 0.9952247)]"
163,2015-08-03T10:18:40+0000,"[(67, 0.98752475)]"
164,2010-11-12T18:28:03+0000,"[(224, 0.03014868), (374, 0.0129696075), (414, 0.93441963)]"
165,2007-01-18T19:57:17+0000,"[(210, 0.99316335)]"
166,2016-10-12T09:45:55+0000,"[(49, 0.9857418)]"
167,2011-03-02T13:08:52+0000,"[(123, 0.9913215)]"
168,2011-06-11T19:58:27+0000,"[(186, 0.06931556), (187, 0.06680412), (209, 0.26428846), (264, 0.06677681), (277, 0.06680968), (292, 0.20015755), (356, 0.06679318), (357, 0.0667811), (411, 0.06679153)]"
169,2014-04-24T04:08:05+0000,"[(332, 0.48298365), (447, 0.4982232)]"
170,2012-07-10T18:59:14+0000,"[(33, 0.1946633), (79, 0.16478415), (129, 0.05958766), (411, 0.10572561), (492, 0.18668029), (496, 0.1897504)]"
171,2015-06-16T12:56:19+0000,"[(156, 0.989816)]"
172,2009-09-25T13:31:52+0000,"[(14, 0.032309193), (102, 0.017905753), (133, 0.024247674), (135, 0.013239251), (148, 0.030878745), (166, 0.03272642), (168, 0.03170572), (176, 0.028072244), (224, 0.052208006), (288, 0.023043545), (290, 0.52654564), (303, 0.011465288), (321, 0.020665424), (322, 0.021912878), (332, 0.031875204), (337, 0.029451173), (413, 0.018589476), (416, 0.026210502)]"
173,2014-05-08T14:53:51+0000,"[(128, 0.2546378), (155, 0.5967637), (348, 0.13516495)]"
174,2009-07-14T20:07:09+0000,"[(352, 0.98782825)]"
175,2019-09-26T09:27:32+0000,"[(242, 0.9804302)]"
176,2013-02-28T11:47:45+0000,"[(335, 0.9933284)]"
177,2012-09-24T21:22:51+0000,"[(92, 0.100409746), (135, 0.2358524), (209, 0.032314226), (221, 0.25884566), (236, 0.09838582), (246, 0.037469033), (403, 0.037178736), (460, 0.08683813), (495, 0.08102442)]"
178,2015-10-14T18:20:54+0000,"[(267, 0.98891085)]"
179,2012-09-10T00:02:03+0000,"[(48, 0.11218895), (142, 0.10662063), (411, 0.09145141), (451, 0.08349772), (483, 0.43711096), (487, 0.08678705)]"
180,2019-06-04T00:48:42+0000,"[(197, 0.01695678), (299, 0.10751879), (396, 0.8684206)]"
181,2019-03-12T14:43:17+0000,"[(493, 0.99049395)]"
182,2009-07-06T19:41:44+0000,"[(139, 0.23853852), (366, 0.077078395), (405, 0.15918037), (459, 0.13228114), (471, 0.08562489), (482, 0.08941508), (496, 0.14202805)]"
183,2017-02-03T13:01:52+0000,"[(186, 0.63520753), (224, 0.36252344)]"
184,2017-10-12T11:20:30+0000,
185,2007-03-15T01:22:09+0000,"[(14, 0.9962052)]"
186,2012-10-26T04:59:00+0000,"[(224, 0.14871718), (440, 0.84254265)]"
187,2015-03-25T16:57:43+0000,"[(139, 0.015887385), (206, 0.9074325), (237, 0.047360677), (376, 0.014729487)]"
188,2011-02-18T00:01:57+0000,"[(83, 0.15341873), (200, 0.071440116), (262, 0.24701704), (482, 0.3621202), (487, 0.08349885)]"
189,2021-04-19T13:06:24+0000,"[(440, 0.9913961)]"
190,2007-11-14T21:36:16+0000,"[(117, 0.045502964), (121, 0.051932465), (158, 0.047972612), (232, 0.046005543), (233, 0.15554512), (237, 0.057728585), (270, 0.12611817), (312, 0.20417507), (392, 0.13059199), (421, 0.09181121)]"
191,2021-07-27T14:17:49+0000,"[(65, 0.75573754), (351, 0.22240506)]"
192,2015-07-04T15:28:03+0000,"[(135, 0.9278195), (481, 0.066856176)]"
193,2020-07-30T16:35:10+0000,"[(207, 0.99624795)]"
194,2014-02-12T14:24:15+0000,"[(35, 0.9872045)]"
195,2012-10-02T13:35:00+0000,"[(93, 0.99751735)]"
196,2021-06-17T13:36:06+0000,"[(421, 0.99495924)]"
197,2017-08-04T09:36:11+0000,"[(345, 0.9851041)]"
198,2018-06-07T15:06:40+0000,"[(347, 0.9882022)]"
199,2012-06-11T16:32:50+0000,"[(31, 0.11276151), (123, 0.12008539), (183, 0.084251754), (244, 0.040082533), (264, 0.09700172), (312, 0.08532871), (416, 0.19578898), (447, 0.07375882), (472, 0.060536627), (498, 0.09119083)]"
200,2011-01-27T22:45:01+0000,"[(168, 0.08860958), (246, 0.09166664), (366, 0.09562378), (426, 0.29775846), (448, 0.07309445), (460, 0.28737524)]"
201,2015-05-09T18:00:00+0000,"[(324, 0.9948535)]"
202,2014-08-25T21:02:12+0000,"[(4, 0.036761943), (72, 0.78314686), (136, 0.024223516), (198, 0.061993882), (277, 0.083167255)]"
203,2008-05-07T22:43:32+0000,"[(242, 0.10175933), (312, 0.17658088), (333, 0.33346194), (380, 0.11122582), (459, 0.06328563), (464, 0.15879387)]"
204,2018-06-12T12:37:08+0000,"[(85, 0.9747334), (324, 0.013408996)]"
205,2015-07-24T22:13:30+0000,"[(429, 0.9905847)]"
206,2015-08-24T01:00:15+0000,"[(11, 0.9909271)]"
207,2017-05-28T19:12:49+0000,"[(365, 0.9912389)]"
208,2019-05-13T13:51:01+0000,"[(43, 0.010326923), (229, 0.985342)]"
209,2013-04-17T16:11:36+0000,"[(200, 0.9916831)]"
210,2012-10-02T15:00:00+0000,"[(442, 0.9973026)]"
211,2014-07-18T12:39:41+0000,"[(236, 0.98525035)]"
212,2012-10-03T15:24:00+0000,"[(178, 0.9956981)]"
213,2011-10-27T23:36:57+0000,"[(60, 0.12746745), (139, 0.088062234), (141, 0.112013474), (194, 0.030073564), (261, 0.093726814), (392, 0.06781397), (436, 0.14782193), (441, 0.16885091), (496, 0.13688864)]"
214,2008-12-02T23:03:21+0000,"[(233, 0.98440593)]"
215,2015-06-20T13:53:30+0000,"[(251, 0.99175185)]"
216,2016-03-16T23:11:42+0000,"[(3, 0.980039)]"
217,2021-03-30T12:27:27+0000,"[(176, 0.9920158)]"
218,2017-12-13T21:31:38+0000,"[(369, 0.9926615)]"
219,2013-05-14T12:02:00+0000,"[(120, 0.9881175)]"
220,2011-03-31T10:00:22+0000,"[(235, 0.9933465)]"
221,2018-10-31T10:38:22+0000,"[(41, 0.99757755)]"
222,2015-01-16T13:24:27+0000,"[(102, 0.045229882), (142, 0.16144246), (151, 0.1404619), (374, 0.04543081), (394, 0.23180547), (413, 0.15497896), (426, 0.08510405), (432, 0.043985825), (455, 0.04885934)]"
223,2019-08-25T19:04:53+0000,"[(379, 0.9904947)]"
224,2016-06-20T10:00:00+0000,"[(448, 0.99011844)]"
225,2013-03-25T16:49:04+0000,"[(65, 0.034376994), (92, 0.036143873), (114, 0.04485549), (220, 0.07863395), (248, 0.04093744), (276, 0.19587252), (347, 0.07311709), (358, 0.035687007), (440, 0.08454693), (442, 0.037835665), (469, 0.045444824), (491, 0.26000792)]"
226,2007-11-20T23:20:17+0000,"[(16, 0.043177433), (58, 0.16426326), (137, 0.059263095), (160, 0.14910565), (197, 0.047414247), (421, 0.089759156), (432, 0.07582718), (448, 0.2897383), (471, 0.045074493)]"
227,2017-03-28T17:54:40+0000,"[(99, 0.99195135)]"
228,2017-05-30T01:02:20+0000,"[(107, 0.9868682)]"
229,2009-08-07T15:05:40+0000,"[(11, 0.07153164), (29, 0.07726273), (40, 0.082500905), (210, 0.22068238), (224, 0.1308656), (247, 0.20372729), (289, 0.1429888)]"
230,2012-10-24T12:00:00+0000,"[(245, 0.9954217)]"
231,2013-08-16T17:03:20+0000,"[(440, 0.98915154)]"
232,2016-06-20T15:20:56+0000,"[(16, 0.9277085), (224, 0.06565101)]"
233,2008-12-05T02:12:17+0000,"[(177, 0.9919514)]"
234,2011-09-26T22:57:13+0000,"[(10, 0.10233949), (24, 0.06738507), (71, 0.07187585), (133, 0.0414937), (178, 0.07987376), (205, 0.18378279), (206, 0.054342832), (288, 0.23414882), (305, 0.034156933), (424, 0.033123918), (452, 0.06690968)]"
235,2007-04-20T00:45:20+0000,"[(206, 0.9824907)]"
236,2012-10-03T12:47:00+0000,"[(466, 0.9952473)]"
237,2008-06-13T15:56:23+0000,"[(43, 0.989919)]"
238,2012-10-05T17:37:00+0000,"[(392, 0.9899169)]"
239,2015-10-30T06:37:06+0000,"[(451, 0.98249096)]"
240,2017-03-08T19:54:28+0000,"[(139, 0.9962759)]"
241,2018-06-06T09:53:18+0000,"[(352, 0.06208735), (480, 0.93140244)]"
242,2008-01-24T16:35:23+0000,"[(66, 0.051347088), (188, 0.050964747), (225, 0.043555625), (291, 0.09918437), (374, 0.5602653), (432, 0.15171586)]"
243,2015-11-24T11:25:41+0000,"[(20, 0.9804306)]"
244,2017-02-09T10:03:23+0000,"[(120, 0.032447558), (401, 0.8067573), (425, 0.10263254), (468, 0.049206786)]"
245,2016-10-21T12:08:24-0400,"[(294, 0.97801226), (347, 0.019162169)]"
246,2020-06-15T11:48:04+0000,"[(357, 0.9889107)]"
247,2012-11-02T18:26:00+0000,"[(256, 0.88656604), (272, 0.10767611)]"
248,2018-12-20T13:03:48+0000,"[(161, 0.9971068)]"
249,2010-03-04T17:05:29+0000,"[(49, 0.9863278)]"
250,2014-10-02T19:56:18+0000,"[(255, 0.987829)]"
251,2017-04-11T17:15:00+0000,"[(190, 0.04174285), (192, 0.45706406), (209, 0.07931936), (291, 0.07784512), (366, 0.15436877), (468, 0.14848655)]"
252,2015-04-28T16:56:26+0000,"[(331, 0.99249226)]"
253,2020-01-22T14:26:48+0000,"[(407, 0.8983406), (485, 0.095510565)]"
254,2021-03-15T21:39:14+0000,"[(29, 0.03194519), (83, 0.019758735), (126, 0.042213686), (151, 0.048599012), (224, 0.06631316), (250, 0.5797963), (366, 0.021887902), (389, 0.09533831), (452, 0.08098358)]"
255,2013-07-15T11:54:10+0000,"[(166, 0.9773169)]"
256,2019-10-15T13:32:12+0000,"[(182, 0.9965821)]"
257,2017-11-07T18:52:08+0000,"[(90, 0.99161315)]"
258,2015-08-06T20:00:00+0000,"[(2, 0.018395424), (10, 0.011198016), (55, 0.013156001), (83, 0.020011393), (97, 0.0126596475), (135, 0.029263584), (155, 0.038127873), (192, 0.029895838), (303, 0.6906212), (326, 0.022773327), (369, 0.032098185), (407, 0.028980425)]"
259,2013-10-25T22:51:10+0000,"[(102, 0.9878288)]"
