,published_at,topic_class
84,2012-10-01T20:39:00+0000,
85,2010-06-28T18:32:18+0000,"[(52, 0.9449782)]"
86,2017-01-24T23:15:09+0000,"[(78, 0.9905706)]"
87,2015-02-13T22:39:51+0000,"[(6, 0.9603968)]"
88,2014-12-05T15:35:11+0000,"[(77, 0.96999454)]"
89,2016-09-20T11:24:53+0000,"[(44, 0.98777544)]"
90,2011-06-07T17:57:49+0000,"[(51, 0.9929275)]"
91,2021-10-18T08:00:25+0000,"[(47, 0.9797932)]"
92,2016-02-05T16:37:00+0000,"[(32, 0.9852211)]"
93,2015-10-12T05:13:49+0000,"[(24, 0.98874897)]"
94,2015-03-29T03:13:57+0000,"[(24, 0.046942748), (97, 0.945022)]"
95,2012-10-02T18:23:00+0000,"[(24, 0.025459437), (32, 0.20107564), (35, 0.19471908), (52, 0.5593155)]"
96,2018-11-30T11:38:30+0000,"[(18, 0.03616035), (35, 0.2489518), (39, 0.6116348), (71, 0.09705699)]"
97,2016-07-22T11:44:12+0000,"[(21, 0.024419567), (35, 0.017531333), (51, 0.75048923), (61, 0.029441845), (76, 0.06204477), (77, 0.031357065), (81, 0.021397948), (97, 0.05970843)]"
98,2011-11-17T11:50:06+0000,"[(24, 0.22982438), (85, 0.24855159), (86, 0.4677269)]"
99,2021-02-19T16:48:01+0000,"[(55, 0.9896857)]"
100,2014-08-21T08:59:31+0000,"[(54, 0.96699566)]"
101,2018-02-13T05:00:00+0000,"[(12, 0.034495044), (18, 0.0597685), (23, 0.13651125), (51, 0.64648515), (54, 0.112001024)]"
102,2012-10-09T06:12:00+0000,"[(93, 0.9858558)]"
103,2008-03-18T01:15:41+0000,"[(35, 0.3018123), (54, 0.21830298), (71, 0.41781166), (99, 0.06047945)]"
104,2007-08-16T21:27:50+0000,"[(13, 0.9732412)]"
105,2015-10-16T17:21:29+0000,"[(9, 0.979372)]"
106,2017-11-08T12:52:00+0000,"[(90, 0.981997)]"
107,2018-05-09T14:37:57+0000,"[(29, 0.17158009), (44, 0.2434788), (99, 0.5628881)]"
108,2017-04-27T19:23:42+0000,"[(56, 0.99317133)]"
109,2011-06-13T21:32:25+0000,"[(94, 0.95695406)]"
110,2016-07-21T18:59:41+0000,"[(80, 0.99352854)]"
111,2013-05-20T17:39:16+0000,"[(48, 0.9924993)]"
112,2020-09-06T18:58:46+0000,"[(49, 0.99545825)]"
113,2017-06-26T15:12:46+0000,"[(2, 0.984999)]"
114,2017-09-06T07:25:38+0000,"[(25, 0.68039083), (44, 0.3095045)]"
115,2011-08-16T01:13:41+0000,"[(28, 0.99427646)]"
116,2020-02-28T20:36:23+0000,"[(38, 0.9942095)]"
117,2011-03-30T20:25:57+0000,"[(35, 0.0707035), (41, 0.92546767)]"
118,2015-09-25T10:00:00+0000,"[(93, 0.99255574)]"
119,2013-04-09T21:52:09+0000,"[(75, 0.99716306)]"
120,2007-11-12T14:23:23+0000,"[(35, 0.9948691)]"
121,2020-02-20T03:08:38+0000,"[(59, 0.044189874), (69, 0.91139185), (71, 0.03823843)]"
122,2008-06-11T16:42:59+0000,"[(22, 0.95285267)]"
123,2018-11-07T10:46:58+0000,"[(16, 0.9950495)]"
124,2013-03-11T16:59:38+0000,"[(76, 0.9801989)]"
125,2016-09-23T09:16:52+0000,"[(9, 0.35888493), (35, 0.5423299), (99, 0.08695342)]"
126,2021-09-09T11:40:58+0000,"[(35, 0.24596651), (68, 0.5348917), (83, 0.12213158)]"
127,2011-05-19T17:45:37+0000,"[(15, 0.7682252), (41, 0.17411211)]"
128,2013-07-28T11:00:00+0000,"[(50, 0.9860026)]"
129,2016-08-20T08:11:46+0000,"[(19, 0.9948428)]"
130,2020-09-16T03:07:16+0000,"[(64, 0.9938503)]"
131,2020-11-12T00:23:38+0000,"[(18, 0.9813169)]"
132,2008-03-14T09:54:35+0000,"[(28, 0.9669937)]"
133,2017-03-13T13:30:24+0000,"[(14, 0.988071)]"
134,2019-03-27T16:51:47+0000,"[(35, 0.5767145), (68, 0.42033276)]"
135,2014-03-18T12:56:09+0000,"[(36, 0.97585016)]"
136,2019-02-01T07:02:21+0000,"[(35, 0.59366983), (50, 0.34098572)]"
137,2016-09-09T09:17:00+0000,"[(96, 0.9854393)]"
138,2021-05-07T13:10:06+0000,"[(5, 0.8582346), (99, 0.13846527)]"
139,2017-01-30T14:06:33+0000,"[(35, 0.32786736), (72, 0.024774576), (80, 0.63243186)]"
140,2011-07-18T07:54:48+0000,"[(45, 0.9690588)]"
141,2021-02-11T21:53:14+0000,"[(35, 0.102501504), (47, 0.7936545), (71, 0.020671213), (99, 0.07853431)]"
142,2012-01-11T14:38:47+0000,"[(35, 0.25563005), (68, 0.18040916), (85, 0.50795406), (99, 0.044841424)]"
143,2017-02-02T23:10:50+0000,"[(97, 0.95694196)]"
144,2016-11-30T20:06:08+0000,"[(18, 0.4933535), (35, 0.49833903)]"
145,2018-06-06T16:30:41+0000,"[(20, 0.9925554)]"
146,2016-01-11T11:29:03-0500,"[(4, 0.09624608), (32, 0.017296001), (35, 0.08619734), (39, 0.061662134), (44, 0.010211208), (45, 0.28020945), (71, 0.3745716), (72, 0.013973004), (99, 0.013794913)]"
147,2014-11-29T12:21:36+0000,"[(29, 0.98349726)]"
148,2020-09-17T15:57:50+0000,"[(88, 0.9891204)]"
149,2011-02-07T23:10:42+0000,"[(18, 0.9880696)]"
150,2015-04-13T16:16:05+0000,"[(19, 0.9947332)]"
151,2012-11-05T06:36:34+0000,"[(24, 0.111904085), (73, 0.85039914)]"
152,2020-12-04T18:28:39+0000,"[(81, 0.9969057)]"
153,2020-10-14T09:48:51+0000,"[(20, 0.993218)]"
154,2009-04-01T14:20:14+0000,"[(11, 0.99563825)]"
155,2016-07-08T13:34:27+0000,"[(72, 0.9854376)]"
156,2016-04-28T20:26:47+0000,"[(39, 0.22884232), (44, 0.7640543)]"
157,2012-10-08T10:56:30+0000,
158,2020-07-28T15:00:07+0000,"[(81, 0.9970704)]"
159,2018-02-26T06:41:19+0000,"[(35, 0.99551797)]"
160,2009-08-20T15:32:56+0000,"[(15, 0.991537)]"
161,2016-03-14T19:58:52+0000,"[(69, 0.82650596), (99, 0.15567243)]"
162,2016-12-12T20:19:03+0000,"[(35, 0.51728576), (39, 0.4645171), (99, 0.0135547565)]"
163,2015-08-03T10:18:40+0000,"[(29, 0.98762286)]"
164,2010-11-12T18:28:03+0000,"[(13, 0.043246847), (15, 0.5049836), (18, 0.011703623), (19, 0.016402714), (34, 0.011906916), (35, 0.048595257), (37, 0.015119579), (39, 0.020849045), (50, 0.032315932), (52, 0.012617178), (55, 0.011690143), (59, 0.016847411), (71, 0.11275348), (81, 0.011360527), (97, 0.016075082), (99, 0.08015877)]"
165,2007-01-18T19:57:17+0000,"[(15, 0.026902491), (35, 0.09931534), (61, 0.586416), (71, 0.25537807), (75, 0.0254792)]"
166,2016-10-12T09:45:55+0000,"[(38, 0.9858545)]"
167,2011-03-02T13:08:52+0000,"[(71, 0.5476121), (90, 0.3539478), (99, 0.090001225)]"
168,2011-06-11T19:58:27+0000,"[(55, 0.93398154)]"
169,2014-04-24T04:08:05+0000,"[(20, 0.9813181)]"
170,2012-07-10T18:59:14+0000,"[(97, 0.91746926)]"
171,2015-06-16T12:56:19+0000,"[(53, 0.9898967)]"
172,2009-09-25T13:31:52+0000,"[(28, 0.53631926), (35, 0.38740206), (99, 0.0734499)]"
173,2014-05-08T14:53:51+0000,"[(13, 0.98662066)]"
174,2009-07-14T20:07:09+0000,"[(21, 0.987926)]"
175,2019-09-26T09:27:32+0000,"[(97, 0.98058295)]"
176,2013-02-28T11:47:45+0000,"[(32, 0.017808963), (35, 0.23956014), (44, 0.5073967), (54, 0.12228247), (59, 0.01008196), (80, 0.04113232), (99, 0.059527434)]"
177,2012-09-24T21:22:51+0000,"[(4, 0.9724968)]"
178,2015-10-14T18:20:54+0000,"[(99, 0.98899746)]"
179,2012-09-10T00:02:03+0000,"[(53, 0.5341796), (75, 0.38412702)]"
180,2019-06-04T00:48:42+0000,"[(62, 0.073627435), (79, 0.91937125)]"
181,2019-03-12T14:43:17+0000,"[(13, 0.99057084)]"
182,2009-07-06T19:41:44+0000,"[(72, 0.9417509)]"
183,2017-02-03T13:01:52+0000,"[(97, 0.34946406), (99, 0.6483028)]"
184,2017-10-12T11:20:30+0000,
185,2007-03-15T01:22:09+0000,"[(35, 0.042788897), (37, 0.012712361), (40, 0.87156874), (71, 0.013587188), (97, 0.02830974), (99, 0.012913289)]"
186,2012-10-26T04:59:00+0000,"[(32, 0.5505135), (52, 0.15096854), (99, 0.29000658)]"
187,2015-03-25T16:57:43+0000,"[(6, 0.9854402)]"
188,2011-02-18T00:01:57+0000,"[(74, 0.9174969)]"
189,2021-04-19T13:06:24+0000,"[(62, 0.9914641)]"
190,2007-11-14T21:36:16+0000,"[(97, 0.9619137)]"
191,2021-07-27T14:17:49+0000,"[(81, 0.99633265)]"
192,2015-07-04T15:28:03+0000,"[(56, 0.9947612)]"
193,2020-07-30T16:35:10+0000,"[(44, 0.019003509), (77, 0.9687112)]"
194,2014-02-12T14:24:15+0000,"[(5, 0.13198134), (97, 0.85545105)]"
195,2012-10-02T13:35:00+0000,"[(19, 0.03527584), (28, 0.011106692), (33, 0.7632885), (50, 0.12828009), (71, 0.02775045), (72, 0.01613672)]"
196,2021-06-17T13:36:06+0000,"[(18, 0.99499905)]"
197,2017-08-04T09:36:11+0000,"[(98, 0.9852227)]"
198,2018-06-07T15:06:40+0000,"[(51, 0.98835135)]"
199,2012-06-11T16:32:50+0000,"[(27, 0.9633311)]"
200,2011-01-27T22:45:01+0000,"[(80, 0.93811727)]"
201,2015-05-09T18:00:00+0000,"[(87, 0.9948966)]"
202,2014-08-25T21:02:12+0000,"[(35, 0.33824942), (64, 0.30257422), (71, 0.3548443)]"
203,2008-05-07T22:43:32+0000,"[(41, 0.31649175), (53, 0.63450164)]"
204,2018-06-12T12:37:08+0000,"[(16, 0.98821276)]"
205,2015-07-24T22:13:30+0000,"[(38, 0.9906587)]"
206,2015-08-24T01:00:15+0000,"[(35, 0.9909978)]"
207,2017-05-28T19:12:49+0000,"[(35, 0.105960384), (92, 0.8900227)]"
208,2019-05-13T13:51:01+0000,"[(19, 0.6878569), (71, 0.24024212), (99, 0.067682154)]"
209,2013-04-17T16:11:36+0000,"[(10, 0.034735087), (71, 0.9570921)]"
210,2012-10-02T15:00:00+0000,"[(42, 0.98475635), (72, 0.01259432)]"
211,2014-07-18T12:39:41+0000,"[(24, 0.11157303), (34, 0.502875), (54, 0.37128374)]"
212,2012-10-03T15:24:00+0000,"[(41, 0.9957322)]"
213,2011-10-27T23:36:57+0000,"[(28, 0.6506766), (69, 0.32481724)]"
214,2008-12-02T23:03:21+0000,"[(72, 0.9845278)]"
215,2015-06-20T13:53:30+0000,"[(60, 0.9918169)]"
216,2016-03-16T23:11:42+0000,"[(75, 0.98019695)]"
217,2021-03-30T12:27:27+0000,"[(82, 0.9920797)]"
218,2017-12-13T21:31:38+0000,"[(35, 0.06165042), (50, 0.059885405), (54, 0.19967969), (71, 0.6717199)]"
219,2013-05-14T12:02:00+0000,"[(95, 0.98821265)]"
220,2011-03-31T10:00:22+0000,"[(83, 0.9933996)]"
221,2018-10-31T10:38:22+0000,"[(10, 0.0145350145), (22, 0.013915478), (34, 0.031248366), (35, 0.031856388), (47, 0.0272007), (52, 0.07168893), (71, 0.022695564), (77, 0.69637376), (95, 0.055030625), (97, 0.03326893)]"
222,2015-01-16T13:24:27+0000,"[(95, 0.96039325)]"
223,2019-08-25T19:04:53+0000,"[(18, 0.9905697)]"
224,2016-06-20T10:00:00+0000,"[(34, 0.48801428), (65, 0.50228065)]"
225,2013-03-25T16:49:04+0000,"[(13, 0.97249806)]"
226,2007-11-20T23:20:17+0000,"[(54, 0.1344431), (67, 0.83175987)]"
227,2017-03-28T17:54:40+0000,"[(67, 0.9920153)]"
228,2017-05-30T01:02:20+0000,"[(72, 0.98697126)]"
229,2009-08-07T15:05:40+0000,"[(87, 0.93399477)]"
230,2012-10-24T12:00:00+0000,"[(72, 0.99545795)]"
231,2013-08-16T17:03:20+0000,"[(61, 0.9892381)]"
232,2016-06-20T15:20:56+0000,"[(44, 0.8773531), (99, 0.11611269)]"
233,2008-12-05T02:12:17+0000,"[(69, 0.99201494)]"
234,2011-09-26T22:57:13+0000,"[(91, 0.97394645)]"
235,2007-04-20T00:45:20+0000,"[(19, 0.9826285)]"
236,2012-10-03T12:47:00+0000,"[(60, 0.99528503)]"
237,2008-06-13T15:56:23+0000,"[(8, 0.746888), (15, 0.013293294), (19, 0.065584294), (67, 0.1273978), (72, 0.03723783)]"
238,2012-10-05T17:37:00+0000,"[(28, 0.9899985)]"
239,2015-10-30T06:37:06+0000,"[(8, 0.9826296)]"
240,2017-03-08T19:54:28+0000,"[(19, 0.9963055)]"
241,2018-06-06T09:53:18+0000,"[(4, 0.99352854)]"
242,2008-01-24T16:35:23+0000,"[(35, 0.1332011), (42, 0.5313978), (98, 0.29659262)]"
243,2015-11-24T11:25:41+0000,"[(87, 0.980587)]"
244,2017-02-09T10:03:23+0000,"[(16, 0.027956221), (38, 0.022304472), (39, 0.79197), (40, 0.046831973), (62, 0.03411884), (79, 0.012814656), (81, 0.034343842)]"
245,2016-10-21T12:08:24-0400,"[(15, 0.019653227), (71, 0.9194339), (80, 0.05818548)]"
246,2020-06-15T11:48:04+0000,"[(75, 0.98899806)]"
247,2012-11-02T18:26:00+0000,"[(59, 0.99427664)]"
248,2018-12-20T13:03:48+0000,"[(33, 0.5428538), (99, 0.45430496)]"
249,2010-03-04T17:05:29+0000,"[(58, 0.98643786)]"
250,2014-10-02T19:56:18+0000,"[(96, 0.987925)]"
251,2017-04-11T17:15:00+0000,"[(34, 0.96039134)]"
252,2015-04-28T16:56:26+0000,"[(78, 0.99255574)]"
253,2020-01-22T14:26:48+0000,"[(4, 0.9938882)]"
254,2021-03-15T21:39:14+0000,"[(56, 0.90696937), (99, 0.08029002)]"
255,2013-07-15T11:54:10+0000,"[(42, 0.9774947)]"
256,2019-10-15T13:32:12+0000,"[(90, 0.99660915)]"
257,2017-11-07T18:52:08+0000,"[(29, 0.99167943)]"
258,2015-08-06T20:00:00+0000,"[(35, 0.51988775), (81, 0.47839242)]"
259,2013-10-25T22:51:10+0000,"[(38, 0.548461), (99, 0.4395848)]"
260,2012-10-03T06:01:00+0000,"[(37, 0.9976256)]"
261,2019-09-24T22:23:26+0000,"[(37, 0.028539138), (50, 0.0534462), (80, 0.5553281), (99, 0.34949452)]"
262,2015-05-13T14:22:33+0000,"[(89, 0.99201554)]"
263,2012-10-03T18:53:00+0000,"[(19, 0.99567604)]"
264,2019-11-25T15:11:21+0000,"[(35, 0.2622569), (38, 0.28620332), (51, 0.36558115), (71, 0.0824535)]"
265,2016-03-10T01:36:05+0000,"[(35, 0.9918826)]"
266,2018-01-11T13:51:04+0000,"[(2, 0.98792595)]"
267,2010-09-07T21:44:38+0000,"[(56, 0.9916795)]"
268,2010-10-08T14:47:13+0000,"[(54, 0.96463376)]"
269,2010-08-19T19:18:53+0000,"[(59, 0.9569497)]"
270,2007-11-06T14:57:02+0000,"[(71, 0.66429394), (99, 0.28665292)]"
271,2012-05-17T17:04:05+0000,"[(8, 0.9417552)]"
272,2015-01-26T22:47:26+0000,"[(24, 0.05543157), (97, 0.94023097)]"
273,2011-10-07T15:00:51+0000,"[(52, 0.65744424), (71, 0.33233085)]"
274,2015-09-28T00:19:46+0000,"[(89, 0.98476815)]"
275,2020-02-06T16:28:31+0000,"[(34, 0.7302029), (72, 0.23753573), (92, 0.028627045)]"
276,2014-01-26T18:36:10+0000,"[(32, 0.9971949)]"
277,2008-12-29T17:43:45+0000,"[(41, 0.06321881), (71, 0.924523)]"
278,2010-02-23T21:03:25+0000,"[(63, 0.99616253)]"
279,2012-10-01T13:55:00+0000,"[(99, 0.9877729)]"
280,2014-01-20T14:00:00+0000,"[(95, 0.982629)]"
281,2012-10-01T20:06:00+0000,
282,2020-03-31T09:50:29+0000,"[(18, 0.015703049), (34, 0.74848896), (35, 0.23237948)]"
283,2007-10-03T03:48:34+0000,"[(6, 0.7700064), (71, 0.22161627)]"
284,2019-05-31T11:55:17+0000,"[(99, 0.99717104)]"
285,2020-01-27T22:17:55+0000,"[(54, 0.9978706)]"
286,2010-05-19T02:19:35+0000,"[(24, 0.061016012), (35, 0.25239736), (71, 0.6797975)]"
287,2012-11-01T15:59:00+0000,"[(7, 0.4134729), (24, 0.053062666), (52, 0.52911294)]"
288,2020-11-18T20:48:46+0000,"[(27, 0.99266624)]"
289,2016-01-20T00:00:00+0000,"[(68, 0.07406334), (71, 0.91944194)]"
290,2012-08-30T19:26:04+0000,"[(70, 0.9099953)]"
291,2020-05-04T17:58:29+0000,"[(85, 0.9847681)]"
292,2007-02-16T15:23:11+0000,"[(5, 0.96585715)]"
293,2019-02-08T08:57:19+0000,"[(79, 0.9902928)]"
294,2018-04-11T08:43:15+0000,"[(9, 0.9842838)]"
295,2012-10-26T10:24:05+0000,"[(20, 0.95874304)]"
296,2009-04-20T13:19:42+0000,"[(75, 0.9339839)]"
297,2019-10-24T11:48:02+0000,"[(7, 0.30281308), (57, 0.6938757)]"
298,2017-07-10T12:01:16+0000,"[(33, 0.9886187)]"
299,2012-10-10T09:45:00+0000,"[(71, 0.21031402), (96, 0.77885723)]"
300,2010-07-08T21:47:16+0000,"[(59, 0.7907865), (99, 0.18198645)]"
301,2007-09-04T17:47:18+0000,"[(59, 0.99571365)]"
302,2011-06-19T12:04:23+0000,"[(86, 0.9929781)]"
303,2021-03-15T01:03:39+0000,"[(34, 0.88747436), (96, 0.10704954)]"
304,2019-09-19T14:35:24+0000,"[(11, 0.9856506)]"
305,2010-07-19T21:52:34+0000,"[(25, 0.88999176)]"
306,2019-07-10T07:51:02-0400,"[(18, 0.9858542)]"
307,2017-11-20T16:17:49+0000,"[(73, 0.99083245)]"
308,2017-12-07T22:02:15+0000,"[(48, 0.98349845)]"
309,2012-06-22T15:47:01+0000,"[(78, 0.98565114)]"
310,2006-12-26T17:43:11+0000,"[(35, 0.9937714)]"
311,2011-02-17T22:45:28+0000,"[(28, 0.9879246)]"
312,2017-03-09T13:53:00+0000,"[(65, 0.9829288)]"
313,2010-11-08T18:36:52+0000,"[(85, 0.94788957)]"
314,2017-07-24T05:14:30+0000,"[(35, 0.20628099), (59, 0.5149733), (73, 0.016392196), (99, 0.25191653)]"
315,2015-12-27T21:25:25+0000,"[(73, 0.98605466)]"
316,2019-04-30T17:14:38+0000,"[(39, 0.99478835)]"
317,2011-07-06T15:46:48+0000,"[(38, 0.9949223)]"
318,2013-10-22T20:40:32+0000,"[(5, 0.3060086), (33, 0.024283405), (35, 0.27616695), (49, 0.04653009), (71, 0.18001375), (79, 0.14655147)]"
319,2014-08-18T13:35:18+0000,"[(99, 0.9882108)]"
320,2008-05-27T23:10:21+0000,"[(54, 0.90853864), (99, 0.053761404)]"
321,2017-04-06T22:33:07+0000,"[(10, 0.013083652), (17, 0.9749639)]"
322,2020-06-26T17:59:23+0000,"[(10, 0.0995395), (71, 0.75645447), (81, 0.14079112)]"
323,2013-10-04T22:11:11+0000,"[(7, 0.89203465), (95, 0.09669922)]"
324,2015-03-20T16:55:45+0000,"[(37, 0.04135952), (96, 0.92363536)]"
325,2006-12-04T19:51:48+0000,"[(90, 0.99009824)]"
326,2009-09-15T09:05:26+0000,"[(69, 0.99526244)]"
327,2013-09-25T06:05:37+0000,"[(32, 0.10005649), (35, 0.0976364), (54, 0.10842797), (64, 0.4692216), (71, 0.08745567), (96, 0.110630065), (97, 0.018013077)]"
328,2007-10-29T20:28:20+0000,"[(22, 0.93811816)]"
329,2020-08-03T06:12:49+0000,"[(33, 0.03731507), (52, 0.5365484), (71, 0.41120765)]"
330,2019-11-08T17:58:48+0000,"[(7, 0.08625636), (97, 0.28400442), (99, 0.62016827)]"
331,2019-08-22T12:51:36+0000,"[(14, 0.79903185), (56, 0.021043124), (68, 0.018628372), (71, 0.14838767), (99, 0.010778131)]"
332,2020-04-08T16:59:29+0000,"[(18, 0.9950738)]"
333,2010-08-04T17:41:20+0000,"[(69, 0.13210309), (97, 0.859927)]"
334,2019-09-05T05:34:44+0000,"[(71, 0.99684453)]"
335,2018-03-23T01:29:13+0000,"[(32, 0.7412802), (48, 0.24718706)]"
336,2010-02-03T17:47:30+0000,"[(98, 0.92383856)]"
337,2017-02-14T14:00:00+0000,"[(12, 0.07635368), (39, 0.07817489), (96, 0.8382307)]"
338,2016-09-25T08:07:18+0000,"[(52, 0.99403495)]"
339,2015-09-21T17:27:37+0000,"[(12, 0.9816634)]"
340,2016-03-08T15:08:24+0000,"[(61, 0.9805863)]"
341,2019-08-21T10:57:38+0000,"[(67, 0.9711622), (70, 0.023785707)]"
342,2011-08-28T02:22:08+0000,"[(76, 0.9449966)]"
